#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
116,Pentair plc,pentair.com,United States,Flow Control,10500,10k+,core,high,"NYSE-listed, revenue ~$4.1B; water and fluid-solutions group with global reach.",yes,X04b
117,Plansee Group,plansee.com,Austria,Tungsten and molybdenum advanced materials (private),"~15,000 (group)",10k+,core,"High – large private/PE-owned group, ~€2.4B group revenue est, credible sponsorship capacity",Plansee's refractory metal materials serve extreme-heat applications comparable to F1 exhaust and engine components.,yes,X04a
118,PPG Industries,ppg.com,USA,Specialty coatings and materials,"~46,500",10k+,core,"High – large-cap, ~$18.2B revenue (NYSE:PPG), established budget for sponsorship/technical partnerships",PPG's aerodynamic coatings and specialty materials have deep motorsport heritage (historic IndyCar/PPG Cup ties) transferable to F1.,yes,X04a
119,Precision Castparts Corp,precast.com,USA,Investment castings and superalloys (Berkshire Hathaway-owned),"~20,000",10k+,core,"High – large private/PE-owned group, ~$10B revenue est. est, credible sponsorship capacity",PCC's precision investment castings in superalloys/titanium mirror the exacting component demands of F1 engineering.,,X04a
120,RBC Bearings Incorporated,rbcbearings.com,United States,Bearings,9000,5k-10k,core,high,"Nasdaq-listed (RBC), revenue ~$1.4B; precision bearings for aerospace/industrial, no F1 exposure, credible sponsorship budget.",yes,X04b
121,Regal Rexnord Corporation,regalrexnord.com,United States,Bearings,30000,10k+,core,high,"NYSE-listed, revenue ~$6.3B; power transmission and bearings leader post-Rexnord merger.",yes,X04b
122,Rotork plc,rotork.com,United Kingdom,Flow Control,4000,1k-5k,core,high,"LSE-listed, revenue ~£770M; global leader in flow-control actuation.",yes,X04b
123,RPM International,rpminc.com,USA,Specialty coatings and sealants,"~16,000",10k+,core,"High – large-cap, ~$7.3B revenue (NYSE:RPM), established budget for sponsorship/technical partnerships",RPM's specialty coatings and sealants target the protective/performance-coating niche relevant to race car surfaces.,yes,X04a
124,Ryobi Limited (die-casting division),ryobi-group.co.jp,Japan,Castings & Forgings,8000,5k-10k,core,high,Tokyo-listed diversified group; die-casting business supplies global automakers at scale.,,X04b
125,Röchling Group,roechling.com,Germany,Engineering plastics and automotive lightweight components,"~12,000",10k+,core,"High – large private/PE-owned group, ~€2.3B revenue, family-owned est, credible sponsorship capacity",Röchling's automotive plastics division specializes in lightweight structural parts mirroring F1 engineering demands.,,X04a
126,SABIC,sabic.com,Saudi Arabia,Diversified petrochemicals and advanced plastics,"~33,000",10k+,core,"High – large-cap, ~$35B revenue (Tadawul:2010), established budget for sponsorship/technical partnerships",SABIC's advanced plastics and composites innovation platform fits F1's materials-showcase positioning (no current F1 sponsorship found).,yes,X04a
127,Saint-Gobain SA,saint-gobain.com,France,High-performance ceramics and materials,"~160,000",10k+,core,"High – large-cap, ~€47B revenue (EPA:SGO), established budget for sponsorship/technical partnerships",Saint-Gobain's high-performance ceramics and composite materials fit the technical-materials sponsorship narrative of F1.,yes,X04a
128,Samson AG,samsongroup.com,Germany,Flow Control,4500,1k-5k,core,high,"Private, discloses revenue >€700M; process-control valve manufacturer with global footprint.",,X04b
129,Sasol Limited,sasol.com,South Africa,Chemicals and performance materials,"~28,000",10k+,core,"High – large-cap, ~$9B revenue (JSE:SOL), established budget for sponsorship/technical partnerships",Sasol's specialty chemicals and synthetic fuels expertise connects to F1's sustainable-fuel transition story.,yes,X04a
130,Schaeffler AG,schaeffler.com,Germany,Bearings,83000,10k+,core,high,"Frankfurt-listed, revenue ~€16B; global bearings/motion giant; motorsport heritage via WEC/Porsche but no current F1 team deal.",yes,X04b
131,Semperit AG Holding,semperitgroup.com,Austria,Seals & Gaskets,5000,1k-5k,core,medium,"Vienna-listed, revenue ~€900M; rubber/polymer sealing and industrial products group.",,X04b
132,SFS Group AG,sfs.com,Switzerland,Fasteners,11500,10k+,core,high,"SIX-listed, revenue ~CHF 2B; fastening systems and precision components across industries.",yes,X04b
133,SGL Carbon SE,sglcarbon.com,Germany,"Carbon fiber, graphite and carbon-fiber-reinforced composites","~4,300",1k-5k,core,"High – large-cap, ~€1.05B revenue (XETRA:SGL), established budget for sponsorship/technical partnerships",SGL Carbon has decades of history supplying carbon-fiber/graphite braking and composite materials to F1 teams.,yes,X04a
134,Shin-Etsu Chemical,shinetsu.co.jp,Japan,Silicones and specialty materials,"~26,000",10k+,core,"High – large-cap, ~$17B revenue (TYO:4063), established budget for sponsorship/technical partnerships",Shin-Etsu's silicone and specialty material leadership fits the advanced-materials showcase angle of F1.,yes,X04a
135,Sika AG,sika.com,Switzerland,"Specialty chemicals, adhesives and bonding solutions","~33,000",10k+,core,"High – large-cap, ~CHF11.2B revenue (SIX:SIKA), established budget for sponsorship/technical partnerships",Sika's structural adhesives and bonding technologies are used in composite assembly processes similar to F1 chassis work.,yes,X04a
136,SKC Co.,skc.kr,South Korea,Specialty films and advanced materials,"~3,000",1k-5k,core,"High – large-cap, ~$1.5B revenue (KRX:011790), established budget for sponsorship/technical partnerships",SKC's specialty films and advanced materials fit the high-tech materials-showcase positioning of F1 sponsorship.,,X04a
137,SMC Corporation,smcworld.com,Japan,Flow Control,20000,10k+,core,high,"Tokyo-listed, revenue >$5B; global pneumatics and automation leader.",yes,X04b
138,Smiths Group plc (John Crane),smiths.com,United Kingdom,Seals & Gaskets,14500,10k+,core,high,"LSE-listed, revenue ~£3.1B; John Crane mechanical seals division serves energy/industrial markets globally.",yes,X04b
139,Sogefi Group,sogefigroup.com,Italy,Springs & Dampers,6500,5k-10k,core,high,"Milan-listed (part of CIR Group), revenue ~€1.5B; suspension and filtration systems manufacturer.",,X04b
140,Solenis LLC,solenis.com,USA,"Specialty process chemicals (private, Platinum Equity)","~16,500",10k+,core,"High – large private/PE-owned group, ~$3B+ revenue, PE-owned est, credible sponsorship capacity",Solenis' specialty process chemistries reflect the materials-science depth that resonates with F1 technical sponsorships.,yes,X04a
141,Spirax Group plc,spiraxgroup.com,United Kingdom,Flow Control,9000,5k-10k,core,high,"LSE-listed (formerly Spirax-Sarco), revenue ~£1.7B; steam and thermal flow-control specialist.",,X04b
142,Sulzer Ltd,sulzer.com,Switzerland,Flow Control,14000,10k+,core,high,"SIX-listed, revenue ~CHF 3.4B; flow control and rotating equipment specialist.",yes,X04b
143,Sumitomo Chemical,sumitomo-chem.co.jp,Japan,Diversified chemicals and advanced materials,"~33,000",10k+,core,"High – large-cap, ~$18B revenue (TYO:4005), established budget for sponsorship/technical partnerships",Sumitomo Chemical's advanced materials portfolio spans high-performance resins used in automotive components.,,X04a
144,Sundram Fasteners Limited,sundram.com,India,Fasteners,7500,5k-10k,core,high,"NSE/BSE-listed (TVS Group), revenue ~$700M; established fastener/precision component maker for global auto OEMs.",,X04b
145,Syensqo,syensqo.com,Belgium,"Advanced composites, specialty polymers (Solvay materials spin-off)","~13,000",10k+,core,"High – large-cap, ~€6.6B revenue (EBR:SYENS), established budget for sponsorship/technical partnerships",Syensqo's high-performance composite and polymer materials are engineered for extreme motorsport thermal/load conditions.,,X04a
146,Synthomer plc,synthomer.com,UK,Specialty polymers,"~4,000",1k-5k,core,"High – large-cap, ~£1.4B revenue (LSE:SYNT), established budget for sponsorship/technical partnerships",Synthomer's specialty polymer dispersions serve performance-material and coatings applications relevant to motorsport.,,X04a
147,Teijin Limited,teijin.com,Japan,"Carbon fiber (Teijin Carbon, ex-Toho Tenax) and aramid fibers","~19,000",10k+,core,"High – large-cap, ~$6.8B group revenue (TYO:3401), established budget for sponsorship/technical partnerships",Teijin Carbon fiber is used across high-performance automotive and motorsport composite structures.,,X04a
148,The Timken Company,timken.com,United States,Bearings,19000,10k+,core,high,"NYSE-listed (TKR), revenue ~$4.5B; industrial motion/bearings brand with global marketing budget, no F1 ties.",yes,X04b
149,"THK Co., Ltd.",thk.com,Japan,Bearings,12000,10k+,core,high,"Tokyo-listed, revenue ~$2.5B; linear-motion/bearing leader, single consolidated entry per brief.",yes,X04b
150,thyssenkrupp Bilstein Suspension,bilstein.com,Germany,Springs & Dampers,3000,1k-5k,core,high,Part of thyssenkrupp (parent revenue >€35B); iconic motorsport damper brand with WRC/DTM heritage.,yes,X04b
151,thyssenkrupp Materials Services,thyssenkrupp-materials-services.com,Germany,Specialty metals distribution and processing,"~18,000",10k+,core,"High – large private/PE-owned group, ~€11B segment revenue est, credible sponsorship capacity",thyssenkrupp's specialty metals processing supports the precision-material supply chains that feed F1 manufacturing.,,X04a
152,Tosoh Corporation,tosoh.com,Japan,Zirconia ceramics and specialty materials,"~11,000",10k+,core,"High – large-cap, ~$6B revenue (TYO:4042), established budget for sponsorship/technical partnerships",Tosoh's zirconia ceramics and specialty materials fit the advanced-materials innovation story of F1 sponsorship.,yes,X04a
153,Toyobo Co.,toyobo-global.com,Japan,Performance films and engineering plastics,"~9,500",5k-10k,core,"High – large-cap, ~$3.5B revenue (TYO:3101), established budget for sponsorship/technical partnerships",Toyobo's high-performance films and resins fit the technical-materials story F1 sponsors typically tell.,,X04a
154,Trelleborg AB,trelleborg.com,Sweden,Seals & Gaskets,22000,10k+,core,high,"Stockholm-listed, revenue ~SEK 33B; engineered polymer/sealing solutions across industrial and mobility sectors.",,X04b
155,Ube Corporation,ube.com,Japan,Specialty chemicals and engineering plastics,"~11,000",10k+,core,"High – large-cap, ~$5B revenue (TYO:4208), established budget for sponsorship/technical partnerships",Ube's engineering plastics (nylon) are used in structural automotive parts akin to F1 lightweight components.,,X04a
156,Umicore,umicore.com,Belgium,Materials technology and recycling,"~11,000",10k+,core,"High – large-cap, ~€3.9B revenue (EBR:UMI), established budget for sponsorship/technical partnerships",Umicore's catalysis and battery-materials recycling technology aligns with F1's sustainability and hybrid-power story.,yes,X04a
157,Universal Stainless & Alloy Products,univstainless.com,USA,Specialty steel alloys,~600,250-1k,core,"High – large-cap, ~$220M revenue (NASDAQ:USAP), established budget for sponsorship/technical partnerships",Universal Stainless' specialty alloy steels serve aerospace and high-performance applications similar to F1 parts.,,X04a
158,VDM Metals,vdm-metals.com,Germany,High-performance nickel alloys (Acerinox-owned),"~2,000",1k-5k,core,"High – large private/PE-owned group, ~€900M revenue est. est, credible sponsorship capacity",VDM's high-performance nickel alloys serve extreme-temperature exhaust and engine applications similar to F1.,,X04a
159,Victrex plc,victrex.com,UK,PEEK high-performance polymer,~800,250-1k,core,"High – large-cap, ~£300M revenue (LSE:VCT), established budget for sponsorship/technical partnerships","PEEK is a genuine F1 material — Victrex's high-temperature, high-strength polymer is used in fuel-system and structural parts.",,X04a
160,voestalpine AG,voestalpine.com,Austria,Specialty steel and high-performance metals,"~50,000",10k+,core,"High – large-cap, ~€17B revenue (VIE:VOE), established budget for sponsorship/technical partnerships",voestalpine's high-performance steel and metal engineering directly parallel F1's precision materials requirements.,yes,X04a
161,Wacker Chemie AG,wacker.com,Germany,Silicones and polymer specialty chemicals,"~15,700",10k+,core,"High – large-cap, ~€6.5B revenue (XETRA:WCH), established budget for sponsorship/technical partnerships",Wacker's silicone materials are used in thermal management and sealing applications found throughout F1 cars.,yes,X04a
162,Watts Water Technologies,wattswater.com,United States,Flow Control,5000,1k-5k,core,high,"NYSE-listed, revenue ~$2.1B; water flow-control products manufacturer.",yes,X04b
163,Weir Group plc,global.weir,United Kingdom,Flow Control,11000,10k+,core,high,"LSE-listed, revenue ~£2.4B; mining and flow-control engineered equipment leader.",yes,X04b
164,Western Superconducting Technologies,wst.cn,China,Superconducting and specialty metal materials,"~3,000 (est)",1k-5k,core,"High – large private/PE-owned group, ~$700M revenue est. (SHA:688122) est, credible sponsorship capacity",WST's specialty metal and superconducting materials expertise reflects the advanced-materials innovation F1 sponsors seek.,,X04a
165,Wurth Group,wurth.com,Germany,Fasteners,85000,10k+,core,high,Private but discloses revenue ~€20B; world's largest fastener/assembly distributor with existing sports-sponsorship history (football).,yes,X04b
166,Xylem Inc.,xylem.com,United States,Flow Control,23000,10k+,core,high,"NYSE-listed, revenue ~$8.6B; water technology and flow-control solutions provider.",yes,X04b
167,Zeon Corporation,zeon.co.jp,Japan,Specialty elastomers and performance materials,"~3,700",1k-5k,core,"High – large-cap, ~$2.4B revenue (TYO:4205), established budget for sponsorship/technical partnerships",Zeon's specialty synthetic rubbers and elastomers underpin seals and components used in high-performance racing.,,X04a
168,ZF Friedrichshafen AG,zf.com,Germany,Springs & Dampers,165000,10k+,core,high,"Foundation-owned, revenue ~€46B; chassis and suspension technology giant with global automotive reach.",yes,X04b
169,ZWZ Bearing (Wafangdian Bearing Group),zwz-bearing.com,China,Bearings,8000,5k-10k,core,medium,Major state-linked Chinese bearing group; headcount exceeds core gate threshold; expanding export presence.,,X04b
170,DowAksa,dowaksa.com,Turkey,Carbon fiber and composite intermediates (Dow/Aksa joint venture),~300 (est),250-1k,funded-150m,"Medium-High – well-capitalized scale-up (JV backed by two large parents with >$150M invested capacity), plausible for component/technical sponsorship",DowAksa's industrial carbon fiber is positioned for lightweighting applications directly relevant to F1 component design.,,X04a
171,A.W. Chesterton Company,chesterton.com,United States,Seals & Gaskets,1700,1k-5k,sentiment,low,Private mechanical seals/packing specialist with strong industrial reputation; financials undisclosed publicly.,,X04b
172,Acument Global Technologies,acument.com,United States,Fasteners,3500,1k-5k,sentiment,medium,Private fastener manufacturer (former TriMas Fastening Systems); financials undisclosed publicly.,,X04b
173,Ahresty Corporation,ahresty.co.jp,Japan,Castings & Forgings,5500,5k-10k,sentiment,medium,"Tokyo-listed aluminum die-casting specialist (Nissan/Sojitz affiliated); moderate revenue, kept conservative per brief.",,X04b
174,AVK Holding A/S,avkvalves.com,Denmark,Flow Control,4700,1k-5k,sentiment,medium,Private valve manufacturing group with multi-country plants; revenue not precisely disclosed but credible scale.,,X04b
175,Axiom Materials,axiommaterials.com,USA,High-performance prepreg composites,~150 (est),100-250,sentiment,"Low-Medium – small/private, private, no disclosed large funding round; approach via technical-partnership angle, not headline sponsorship",Axiom's aerospace-grade prepregs fit the extreme-environment composite profile of F1 components.,,X04a
176,Bcomp Ltd,bcomp.ch,Switzerland,Natural-fiber (flax) reinforced sustainable composites,~120 (est),100-250,sentiment,"Low-Medium – small/private, ~$30-40M raised to date; strong existing motorsport commercial ties; approach via technical-partnership angle, not headline sponsorship","Bcomp's flax-based ampliTex composites are already used on F1 bodywork for sustainability initiatives, a direct credibility fit.",,X04a
177,Bollhoff Group,boellhoff.com,Germany,Fasteners,3400,1k-5k,sentiment,medium,"Private family-owned fastening group reporting revenue near €900M; not independently verified in this pass, kept conservative.",yes,X04b
178,Bray International,bray.com,United States,Flow Control,2000,1k-5k,sentiment,medium,Private industrial valve and actuation manufacturer; financials undisclosed publicly.,,X04b
179,Consolidated Metco (ConMet),conmet.com,United States,Castings & Forgings,3000,1k-5k,sentiment,medium,"Private (Amsted Industries subsidiary); wheel-end and casting components for commercial trucks, financials undisclosed.",,X04b
180,Dontyne Systems,dontynesystems.com,United Kingdom,Springs & Dampers,30,100-250,sentiment,low,"Small specialist gear-design engineering software firm; included for niche credibility, well below core gates.",,X04b
181,Eibach,eibach.com,Germany,Springs & Dampers,700,250-1k,sentiment,low,"Private, globally recognized motorsport/performance spring brand with strong racing-community equity but below core financial gates.",yes,X04b
182,ELG Carbon Fibre,elgcf.com,UK,Recycled carbon fiber materials,~150 (est),100-250,sentiment,"Low-Medium – small/private, part of larger ELG Haniel recycling group; unit financials undisclosed; approach via technical-partnership angle, not headline sponsorship",ELG's recycled carbon fiber speaks directly to F1's sustainability and circular-materials agenda.,,X04a
183,Elgin Fastener Group,elginfastener.com,United States,Fasteners,700,250-1k,sentiment,low,"Private mid-size fastener manufacturer group; financials undisclosed, below core gates.",,X04b
184,Exel Composites,exelcomposites.com,Finland,Pultruded composite profiles,~500,250-1k,sentiment,"Low-Medium – small/private, ~€70M revenue, small public co (HEL:EXL1V); approach via technical-partnership angle, not headline sponsorship",Exel's pultruded composite technology showcases the same fiber-reinforced engineering ethos as F1 componentry.,,X04a
185,Flexitallic Group,flexitallic.com,United Kingdom,Seals & Gaskets,1000,250-1k,sentiment,low,Private industrial gasket specialist; multi-country footprint but limited public financial disclosure.,,X04b
186,Fontana Gruppo,fontanagruppo.com,Italy,Fasteners,1800,1k-5k,sentiment,medium,Private Italian fastener group with multi-country plants; financials undisclosed publicly.,,X04b
187,GEMU Group,gemu-group.com,Germany,Flow Control,2400,1k-5k,sentiment,medium,"Private valve and measurement-technology specialist; revenue estimated near €400M, undisclosed precisely.",yes,X04b
188,Hallite Seals International,hallite.com,United Kingdom,Seals & Gaskets,350,250-1k,sentiment,low,Private hydraulic seal specialist; credible niche engineering brand but below core financial gates.,,X04b
189,Harbin Bearing Manufacturing (HRB Group),hrb-bearing.com,China,Bearings,6000,5k-10k,sentiment,medium,"Major Chinese state bearing manufacturer with credible scale; independent financial verification limited, kept conservative.",,X04b
190,International Syalons,syalons.com,UK,Silicon nitride advanced ceramics (private),~50 (est),100-250,sentiment,"Low-Medium – small/private, small private manufacturer, no disclosed financials; approach via technical-partnership angle, not headline sponsorship",International Syalons' silicon nitride ceramics target extreme-wear applications comparable to F1 engine components.,,X04a
191,James Walker Group,jameswalker.biz,United Kingdom,Seals & Gaskets,1800,1k-5k,sentiment,low,Private sealing-technology specialist with credible engineering pedigree; financials undisclosed.,,X04b
192,KAMAX Holding,kamax.com,Germany,Fasteners,3000,1k-5k,sentiment,medium,Private high-strength automotive fastener specialist; revenue estimated near €500M but undisclosed publicly.,,X04b
193,Kirloskar Ferrous Industries,kirloskarferrous.com,India,Castings & Forgings,2600,1k-5k,sentiment,medium,"BSE-listed small-cap, revenue ~$400M; pig-iron and castings producer, credible but mid-scale evidence only.",,X04b
194,Klinger Holding GmbH,klinger.co.at,Austria,Seals & Gaskets,3000,1k-5k,sentiment,medium,Private international gasket/sealing group with multi-country footprint; revenue not publicly disclosed.,,X04b
195,MacLean-Fogg Company,macleanfogg.com,United States,Fasteners,2500,1k-5k,sentiment,medium,Private diversified fastener and component manufacturer; credible industrial base but financials undisclosed.,,X04b
196,McDanel Advanced Ceramic Technologies,mcdanelceramics.com,USA,Technical ceramics manufacturer (private),~100 (est),100-250,sentiment,"Low-Medium – small/private, small private manufacturer, no disclosed financials; approach via technical-partnership angle, not headline sponsorship","McDanel's technical ceramic components serve high-temperature, precision applications akin to F1 part fabrication.",,X04a
197,MW Industries,mw-ind.com,United States,Springs & Dampers,2000,1k-5k,sentiment,medium,Private precision spring and specialty-fastener group (PE-owned); financials undisclosed.,,X04b
198,myonic GmbH,myonic.com,Germany,Bearings,600,250-1k,sentiment,low,Private precision miniature-bearing specialist (medical/dental/robotics); credible niche leader but below core revenue/headcount gates.,,X04b
199,Neway Valve (Suzhou) Co. Ltd.,neway-valve.com,China,Flow Control,3500,1k-5k,sentiment,medium,"Shenzhen-listed industrial valve maker; international financial verification limited in this pass, kept conservative.",,X04b
200,Park Aerospace Corp,parkaerospace.com,USA,Advanced composite prepreg materials for aerospace,~200,100-250,sentiment,"Low-Medium – small/private, ~$70-90M revenue, small public co (NYSE:PKE); approach via technical-partnership angle, not headline sponsorship",Park's aerospace-grade prepregs demonstrate the same high-temperature composite expertise valued in F1 parts.,,X04a
201,Penn Engineering,pemnet.com,United States,Fasteners,1800,1k-5k,sentiment,low,Private precision self-clinching fastener specialist; credible global brand but financials undisclosed.,,X04b
202,Progress-Werk Oberkirch AG (PWO),pwo-group.com,Germany,Springs & Dampers,2400,1k-5k,sentiment,medium,"Frankfurt-listed small-cap, revenue ~€400M; metal-forming and springs supplier for automotive OEMs.",,X04b
203,Rauschert GmbH,rauschert.com,Germany,Technical ceramics (private),"~1,900 (est)",1k-5k,sentiment,"Low-Medium – small/private, private, group revenue undisclosed publicly; approach via technical-partnership angle, not headline sponsorship",Rauschert's technical ceramics manufacturing fits niche high-performance component supply relevant to motorsport.,,X04a
204,Rock West Composites,rockwestcomposites.com,USA,"Custom carbon fiber tubes, plates and composite components",~150 (est),100-250,sentiment,"Low-Medium – small/private, private, no disclosed large funding round; approach via technical-partnership angle, not headline sponsorship",Rock West's precision carbon fiber components mirror the custom part fabrication used throughout F1 cars.,,X04a
205,Rollix Defontaine SAS,rollix.com,France,Bearings,450,250-1k,sentiment,low,Specialist slewing-ring bearing maker (wind/industrial); niche engineering credibility but below core financial gates.,,X04b
206,Sansera Engineering Limited,sansera.in,India,Castings & Forgings,5500,5k-10k,sentiment,medium,"NSE-listed small-cap, revenue ~$240M; forged precision components including motorsport-adjacent two-wheeler racing parts.",,X04b
207,SHD Composites,shdcomposites.com,UK,Prepreg composite materials,~100 (est),100-250,sentiment,"Low-Medium – small/private, private, no disclosed large funding round; approach via technical-partnership angle, not headline sponsorship",SHD's UK-manufactured prepregs are used in motorsport and high-performance composite applications.,,X04a
208,Sigmatex,sigmatex.com,UK,Technical woven and multiaxial carbon fiber fabrics,~150 (est),100-250,sentiment,"Low-Medium – small/private, private, no disclosed large funding round; approach via technical-partnership angle, not headline sponsorship",Sigmatex's woven carbon fiber reinforcements are foundational to composite layup processes used in F1 chassis.,,X04a
209,Sterling Tools Limited,sterlingtools.com,India,Fasteners,1200,1k-5k,sentiment,low,"BSE-listed small-cap fastener maker, revenue ~$100M; below core gate but public and credible.",,X04b
210,Trifast plc (TR Fastenings),trifast.com,United Kingdom,Fasteners,1400,1k-5k,sentiment,medium,"LSE-AIM listed, revenue ~£200M; public and credible but below the core revenue/headcount gates.",,X04b
211,Vartega Inc,vartega.com,USA,Carbon fiber recycling technology,~40 (est),100-250,sentiment,"Low-Medium – small/private, ~$15-20M raised to date; approach via technical-partnership angle, not headline sponsorship",Vartega's recycled carbon fiber technology aligns with F1's sustainable-materials push.,,X04a
