#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
147,Hito-Communications,hito-communications.co.jp,Japan,IT Staffing,300,250-1k,sentiment,Low-Medium,Niche Japanese IT staffing firm; F1's Suzuka round offers a rare premium local-market platform.,,X07a
148,Hogan Assessments,hoganassessments.com,USA,Personality assessment,300,250-1k,sentiment,Medium,"Hogan Assessments is a well-established, profitable personality-assessment firm used by thousands of global organizations for leadership development.",,X07b
149,Horizons,horizons.co,Netherlands,EOR,300,250-1k,sentiment,Low,Horizons has raised early-stage funding to build EOR infrastructure across 180 countries; still building brand awareness that global sports sponsorship could accelerate.,,X07b
150,Hudson RPO (Hudson Global),hudsonrpo.com,USA,Recruitment Process Outsourcing,400,250-1k,sentiment,Low-Medium,Publicly listed RPO provider seeking renewed brand visibility after years of restructuring.,,X07a
151,ICONMA,iconma.com,USA,IT Staffing,1000,250-1k,sentiment,Medium,Diversity-certified IT staffing firm scaling enterprise accounts and employer brand.,,X07a
152,iMocha,imocha.io,USA,Skills assessment platform,300,250-1k,sentiment,Low,"iMocha provides skills-assessment software to enterprise clients globally, with strong growth across the US and Indian markets.",,X07b
153,Incredible Health,incrediblehealth.com,USA,Healthcare Hiring Marketplace,400,250-1k,sentiment,Medium,$1.65B unicorn valuation on ~$97.5M raised signals capital efficiency and appetite for bold brand plays.,,X07a
154,IntelyCare,intelycare.com,USA,Healthcare Staffing Platform,1000,250-1k,sentiment,Medium,VC-backed healthcare staffing marketplace scaling nationally and building employer brand.,,X07a
155,K2 Partnering Solutions,k2partnering.com,UK,Niche Tech Staffing (SAP/Cloud/AI),400,250-1k,sentiment,Medium,Fast-growing niche technology staffing firm building global enterprise brand credibility.,,X07a
156,Karat,karat.com,USA,Technical interviewing as a service,300,250-1k,sentiment,Low,"Karat runs structured technical interviews as a service for major tech employers, a well-known name among engineering hiring teams.",,X07b
157,Kavaliro,kavaliro.com,USA,Staffing & Recruiting,300,250-1k,sentiment,Low-Medium,Fast-growing veteran-owned staffing firm building national brand recognition.,,X07a
158,Kaye/Bassman International,kbic.com,USA,Executive Search & Staffing,300,250-1k,sentiment,Low-Medium,Specialized executive search and staffing firm building differentiated market visibility.,,X07a
159,Lano,lano.io,Germany,EOR / global payroll,100,100-250,sentiment,Low,Lano is a Berlin-based global payroll and EOR platform serving mid-market companies expanding cross-border operations.,,X07b
160,LaSalle Network,thelasallenetwork.com,USA,Staffing & Recruiting,300,250-1k,sentiment,Low-Medium,High-growth boutique staffing firm building national brand recognition beyond its Chicago roots.,,X07a
161,Manatal,manatal.com,Thailand,Cloud recruitment software,100,100-250,sentiment,Low,"Manatal is a fast-growing Southeast Asian recruitment software platform serving thousands of agencies, based in a region with growing F1 fan interest around the Singapore GP.",,X07b
162,Mastech Digital,mastechdigital.com,USA,IT Staffing,2000,1k-5k,sentiment,Medium,"Publicly listed digital/IT staffing firm just below core revenue threshold, aggressively growing.",yes,X07a
163,Mercer Mettl,mettl.com,India,Talent assessment platform,500,250-1k,sentiment,Medium,"Mercer Mettl (part of Marsh McLennan) is a leading talent-assessment platform across Asia, serving thousands of enterprise clients in a region with a growing F1 fanbase.",,X07b
164,Mindlance,mindlance.com,USA,IT Staffing,1500,1k-5k,sentiment,Medium,National IT staffing firm competing for enterprise client and candidate mindshare.,,X07a
165,Morgan McKinley,morganmckinley.com,Ireland,Professional Recruitment,700,250-1k,sentiment,Medium,Regional recruiter seeking brand elevation in competitive UK/Ireland/APAC markets.,,X07a
166,Motion Recruitment Partners,motionrecruitment.com,USA,Tech Staffing,1000,250-1k,sentiment,Medium,PE-backed (GI Partners) tech recruiter expanding aggressively; F1 offers premium brand-building versus larger rivals.,,X07a
167,N2Growth,n2growth.com,USA,Executive Search & Leadership Consulting,200,100-250,sentiment,Low-Medium,Boutique leadership consultancy building a premium global brand among C-suite decision makers.,,X07a
168,Native Teams,nativeteams.com,UK,EOR & remote payroll,150,100-250,sentiment,Low,"Native Teams provides EOR and payroll for remote teams across 190+ countries, an early-stage but globally-oriented brand.",,X07b
169,Orion Talent,oriontalent.com,USA,Military-to-Civilian Talent & Staffing,300,250-1k,sentiment,Medium,Veteran-talent specialist could tap F1's engineering and pit-crew precision culture for brand storytelling.,,X07a
170,Panther,panther.co,USA,EOR,100,100-250,sentiment,Low,Panther is a venture-backed EOR startup; small today but part of a hyper-funded category increasingly buying sports sponsorships to build trust.,,X07b
171,PeoplePerHour,peopleperhour.com,UK,Freelance marketplace,100,100-250,sentiment,Low,PeoplePerHour is an established UK freelance marketplace connecting SMEs with freelance talent across creative and technical fields.,,X07b
172,Petroplan,petroplan.com,UK,Energy Recruitment,200,100-250,sentiment,Low-Medium,Boutique energy recruiter seeking premium positioning against larger technical staffing rivals.,,X07a
173,Phaidon International,phaidoninternational.com,UK,Niche Tech/Finance Recruitment,1000,250-1k,sentiment,Medium,"Fast-growing niche recruiter (DataX, Selby Jennings) competing for premium employer-brand share of voice.",,X07a
174,Playroll,playroll.com,South Africa,EOR,150,100-250,sentiment,Low,Playroll is a fast-growing EOR platform expanding globally from an African base; an emerging name worth engaging early.,,X07b
175,Poolia AB,poolia.com,Sweden,Professional Staffing,400,250-1k,sentiment,Low-Medium,Listed Nordic staffing firm seeking greater pan-European brand visibility.,,X07a
176,Populus Group,populusgroup.com,USA,Contingent Workforce Staffing,300,250-1k,sentiment,Medium,Growing contingent workforce solutions provider building enterprise brand recognition.,,X07a
177,PRO Unlimited (Utmost),utmost.co,USA,Contingent Workforce Management,1000,250-1k,sentiment,Medium,Rebranded workforce management leader (VMS/MSP) seeking a bold repositioning platform.,,X07a
178,ProClinical,proclinical.com,UK,Life Sciences Recruitment,500,250-1k,sentiment,Medium,Life sciences and clinical recruitment specialist building global brand recognition.,,X07a
179,RBW Consulting,rbwconsulting.com,UK,Life Sciences Recruitment,200,100-250,sentiment,Low-Medium,Boutique life sciences recruiter seeking a premium platform to compete with larger staffing rivals.,,X07a
180,RemoFirst,remofirst.com,USA,EOR,100,100-250,sentiment,Low,RemoFirst is an early-stage EOR startup competing on price for SMBs; small today but part of the fast-growing global-employment wave F1 audiences represent.,,X07b
181,RippleMatch,ripplematch.com,USA,Early-career recruiting platform,100,100-250,sentiment,Low,RippleMatch is a venture-backed platform automating early-career and campus recruiting for major employers.,,X07b
182,Salt Recruitment,welovesalt.com,UK,"Digital, Marketing & Tech Recruitment",400,250-1k,sentiment,Medium,Global digital and creative-tech recruiter well matched to F1's marketing-forward brand ecosystem.,,X07a
183,Sanderson Recruitment (Sanderson Group),sandersonrecruitment.com,UK,Professional Recruitment,300,250-1k,sentiment,Low-Medium,Listed UK recruitment specialist looking for a flagship brand campaign.,,X07a
184,Sense,sensehq.com,USA,Recruiting engagement / CRM platform,300,250-1k,sentiment,Low,Sense provides AI-driven candidate engagement software for large staffing firms and enterprises.,,X07b
185,Sevenstep,sevenstep.com,USA,Recruitment Process Outsourcing,600,250-1k,sentiment,Medium,Enterprise RPO provider scaling globally and competing for talent-solutions market share.,,X07a
186,Shiftsmart,shiftsmart.com,USA,Flexible shift-work platform,200,100-250,sentiment,Low,"Shiftsmart runs a large flexible-shift marketplace for retail, delivery and hospitality work, serving major brand clients.",,X07b
187,Sidekicker,sidekicker.com,Australia,Temp staffing marketplace,100,100-250,sentiment,Low,"Sidekicker is an Australian on-demand staffing platform serving hospitality and events, aligned with the Melbourne Grand Prix's home market.",,X07b
188,Signify Technology,signifytechnology.com,UK,Niche Tech Recruitment,200,100-250,sentiment,Low-Medium,Boutique global tech recruiter (data/software) competing for premium brand visibility.,,X07a
189,Snagajob,snagajob.com,USA,Hourly job marketplace,300,250-1k,sentiment,Medium,"Snagajob is one of the largest hourly-work job marketplaces in the US, connecting millions of workers with retail and service employers.",,X07b
190,Software Guidance & Assistance (SGA),sgainc.com,USA,IT Staffing,300,250-1k,sentiment,Low-Medium,Long-established boutique IT staffing firm seeking differentiated brand visibility.,,X07a
191,Stanton Chase,stantonchase.com,USA,Executive Search,500,250-1k,sentiment,Medium,International executive search network expanding its brand across F1 host markets.,,X07a
192,Storm2,storm2.com,UK,Fintech Recruitment,150,100-250,sentiment,Low-Medium,Fast-growing fintech-focused recruiter scaling internationally and building brand equity.,,X07a
193,TalentBurst,talentburst.com,USA,IT & Professional Staffing,1000,250-1k,sentiment,Medium,Fast-scaling national IT staffing firm expanding its enterprise employer brand.,,X07a
194,The Caldwell Partners,caldwellpartners.com,Canada,Executive Search,300,250-1k,sentiment,Low-Medium,Publicly listed Canadian executive search firm expanding its North American brand presence.,,X07a
195,Trigyn Technologies,trigyn.com,USA,IT Staffing,700,250-1k,sentiment,Low-Medium,Global IT staffing and consulting firm building enterprise brand credibility.,,X07a
196,Understanding Recruitment,understandingrecruitment.co.uk,UK,Technology Recruitment,150,100-250,sentiment,Low,UK tech recruitment specialist seeking differentiated brand positioning in a crowded market.,,X07a
197,Vaco Holdings,vaco.com,USA,Professional Consulting & Staffing,3000,1k-5k,sentiment,Medium,Rapidly scaling PE-backed (Silver Oak) staffing platform seeking category differentiation.,,X07a
198,Vensure Employer Solutions,vensure.com,USA,PEO / HR outsourcing,3000,1k-5k,sentiment,High,"Vensure Employer Solutions is one of the largest privately held PEOs in the US, serving hundreds of thousands of worksite employees across its group of companies.",,X07b
199,Veremark,veremark.com,UK,Background screening platform,100,100-250,sentiment,Low,"Veremark provides fast, global background screening for scaling companies, an emerging UK-based challenger brand.",,X07b
200,Vervoe,vervoe.com,Australia,Skills-based hiring platform,100,100-250,sentiment,Low,"Vervoe uses AI-graded work-sample tests to assess candidate skills for employers globally, based in Melbourne — home of the Australian Grand Prix.",,X07b
201,Veryable,veryable.com,USA,On-demand industrial labor platform,200,100-250,sentiment,Low,Veryable operates an on-demand industrial labor marketplace serving manufacturing and logistics clients across the US.,,X07b
202,Will Group,willgroup.co.jp,Japan,Staffing,2500,1k-5k,sentiment,Medium,Diversified Japanese staffing group looking to build brand equity domestically and across APAC.,,X07a
203,WilsonHCG,wilsonhcg.com,USA,Recruitment Process Outsourcing,1000,250-1k,sentiment,Medium,Award-winning global RPO provider competing for enterprise talent-solutions visibility.,,X07a
204,Wonderlic,wonderlic.com,USA,Cognitive / personality assessment,200,100-250,sentiment,Low,Wonderlic is a long-established cognitive-assessment firm famous for NFL Combine testing — a sports-adjacent legacy brand that could extend naturally into F1.,,X07b
205,Wonolo,wonolo.com,USA,On-demand staffing app,200,100-250,sentiment,Low,"Wonolo, backed by Coca-Cola and Sequoia, runs an on-demand staffing marketplace for warehouse and retail work.",,X07b
206,Workable,workable.com,USA,Recruiting software & ATS,400,250-1k,sentiment,Medium,"Workable serves 27,000+ companies globally with recruiting software, a profitable and long-established player in the HR tech space.",,X07b
207,Worksome,worksome.com,Denmark,Freelance workforce management,150,100-250,sentiment,Low,Worksome has raised institutional venture funding to manage compliant freelance engagement for enterprise clients across Europe and the US.,,X07b
208,X-Team,x-team.com,USA,Remote developer talent network,100,100-250,sentiment,Low,X-Team is a distributed developer talent network known for its adventure-and-community-driven remote culture — an unconventional brand fit for experiential F1 activations.,yes,X07b
209,Yoh (a Day & Zimmermann company),yoh.com,USA,IT & Professional Staffing,1500,1k-5k,sentiment,Medium,Century-old staffing brand under a large industrial parent seeking modern brand relevance.,,X07a
210,YunoJuno,yunojuno.com,UK,Freelance management platform,100,100-250,sentiment,Low,"YunoJuno is a London-based freelance marketplace and management platform serving major UK brands and agencies, close to F1's British Grand Prix home market.",,X07b
211,ZRG Partners,zrgpartners.com,USA,Executive Search & RPO,400,250-1k,sentiment,Medium,PE-backed (Kingswood Capital) executive search firm scaling fast and seeking category-leading visibility.,,X07a
