#,company,domain,hq_country,sector,subsector,employees_est,affordability,why_f1
209,BenQ,benq.com,Taiwan,"Electronics, Gaming & Esports",Monitors & ZOWIE esports displays,"~1,300","BenQ Group; revenue >US$1B, ZOWIE has years of $1M+/yr esports event sponsorship",ZOWIE/MOBIUZ display placement in sim rigs and team factories; esports credibility transfers to F1 Sim Racing.
210,Capcom,capcom.com,Japan,"Electronics, Gaming & Esports","Game publisher (Street Fighter, Resident Evil)","~3,500","TSE-listed; revenue ~JPY 169B (~US$1.1B) FY2024, record profits, runs Capcom Pro Tour esports",Active esports sponsor courting global Gen-Z; Suzuka home race and in-game brand crossovers.
211,CD Projekt,cdprojekt.com,Poland,"Electronics, Gaming & Esports","Game studio (Cyberpunk, The Witcher)","~1,200","WSE-listed; revenue ~PLN 1B (~US$250M+) 2023-24, highly profitable, ~PLN 1.3B cash","Cyberpunk aesthetic collabs (liveries, helmets) ahead of Witcher 4/Cyberpunk 2 launches to a global young audience."
212,Cooler Master,coolermaster.com,Taiwan,"Electronics, Gaming & Esports","PC cooling, cases & peripherals","~1,500",Private; est. revenue ~$700M-1B (2022-24) with long-running esports/gaming sponsorship spend,Thermal-engineering story maps directly to F1 cooling tech; sim-rig and CM-branded team battlestation collabs.
213,Cygames,cygames.co.jp,Japan,"Electronics, Gaming & Esports","Game studio (Granblue, Uma Musume)","~3,000","CyberAgent subsidiary; est. revenue >US$1B, previously spent $1M+/yr on sports (Juventus sleeve sponsor)",Proven premium-sports sponsor (Juventus); motorsport-themed IP and Japanese GP activation potential.
214,DeNA,dena.com,Japan,"Electronics, Gaming & Esports",Mobile games & internet services,"~2,500","TSE-listed; revenue ~JPY 130B+ (~US$900M); owns/funds pro sports (BayStars baseball, basketball)",Demonstrated sports-ownership marketing playbook; Pokemon/One Piece mobile titles reach F1's young Asian fans.
215,Edifier,edifier.com,China,"Electronics, Gaming & Esports",Speakers & headphones,"~3,000","Shenzhen-listed; revenue ~RMB 2.9B (~US$400M) 2024, profitable",Chinese audio brand internationalizing; F1's Shanghai GP and young Asian fanbase offer premium brand lift.
216,Elecom,elecom.co.jp,Japan,"Electronics, Gaming & Esports",PC peripherals & accessories,"~2,300","TSE-listed; revenue ~JPY 115B (~US$750M) FY2024, consistently profitable",Japanese accessories leader seeking overseas growth; F1's Suzuka heritage plus global reach suits brand expansion.
217,Epic Games,epicgames.com,United States,"Electronics, Gaming & Esports","Game studio & engine (Fortnite, Unreal)","~4,000","$1.5B Disney investment (Feb 2024); ~$32B valuation, multi-billion revenue",Unreal Engine powers F1 broadcast graphics ecosystems; Fortnite crossovers reach F1's youngest fan segment.
218,Gigabyte Technology,gigabyte.com,Taiwan,"Electronics, Gaming & Esports","Motherboards, GPUs & AORUS gaming","~4,000 (HQ/LinkedIn est.)","TWSE-listed; revenue ~US$8B+ (2024), profitable on AI servers and GPUs",AORUS gaming brand sponsors esports; engineering-performance narrative and sim-rig hardware placement fit F1.
219,GoPro,gopro.com,United States,"Electronics, Gaming & Esports",Action cameras,~600-700,NASDAQ-listed; revenue ~$800M (2024),Motorsport content heritage (ex-MotoGP); driver POV and behind-the-scenes content engine to re-energize the brand.
220,Insta360 (Arashi Vision),insta360.com,China,"Electronics, Gaming & Esports",Action & 360 cameras,"~2,000-3,000",Revenue ~RMB 5.6B (~US$780M) 2024; STAR Market IPO 2025 raised ~US$270M,Already did viral Monaco F1 shoots; onboard/paddock camera placement is a perfect product showcase (no official F1 deal).
221,Kakao Games,kakaogames.com,South Korea,"Electronics, Gaming & Esports","Game publisher (ODIN, ArcheAge)","~1,700",KOSDAQ-listed; revenue ~KRW 1T (~US$750M),Global publishing push beyond Korea; F1's booming Asian youth audience fits mobile-MMO marketing.
222,Kingston Technology,kingston.com,United States,"Electronics, Gaming & Esports",Memory & storage (Kingston FURY),"~3,000-4,000",One of the largest private US tech firms; revenue ~$13B (2023-24),Kingston FURY gaming line seeks global visibility post-HyperX sale; data/storage tech narrative fits F1 telemetry.
223,Koei Tecmo,koeitecmo.co.jp,Japan,"Electronics, Gaming & Esports",Game publisher,"~2,800","TSE-listed; revenue ~JPY 87B (~US$580M), consistently profitable with large investment portfolio",Cash-rich Japanese publisher seeking Western visibility; Japan GP hospitality and game-launch tie-ins.
224,MIXI,mixi.co.jp,Japan,"Electronics, Gaming & Esports",Mobile games (Monster Strike) & sports media,"~1,600","TSE-listed; revenue ~JPY 147B (~US$1B), profitable; owns FC Tokyo and Chiba Jets (proven sports spend)",Existing sports-investment strategy; F1 Japan activation aligns with its sports-entertainment portfolio.
225,Moon Active,moonactive.com,Israel,"Electronics, Gaming & Esports",Mobile games (Coin Master),"~1,500","Private; est. revenue ~$2B/yr from Coin Master, profitable",Huge ad budgets and celebrity-led campaigns; F1 offers premium global brand vehicle for casual gaming.
226,NCSoft,ncsoft.com,South Korea,"Electronics, Gaming & Esports","Game publisher (Lineage, Throne and Liberty)","~4,500","KRX-listed; revenue ~KRW 1.6T (~US$1.2B), profitable with large cash reserves",Seeking Western brand awareness for new IP; F1 offers premium global reach and esports-adjacent credibility.
227,Nothing,nothing.tech,United Kingdom,"Electronics, Gaming & Esports",Smartphones & audio,"~1,000-1,500","Raised $200M Series C (Mar 2025), >$600M total; ~$1B revenue run-rate 2025",Design-led challenger phone brand chasing Gen-Z; no current F1 deal found — high-visibility tech partnership slot open.
228,NZXT,nzxt.com,United States,"Electronics, Gaming & Esports",Gaming PCs & components,~500,"Private; revenue reported ~$300-500M during 2021-2023 PC boom, profitable DTC model",Custom gaming-PC brand for young builders; sim-rig PC placement and team-liveried case collabs.
229,Oura,ouraring.com,Finland,"Electronics, Gaming & Esports",Wearables (smart rings),~700,Raised ~$550M Series D (Dec 2024) at $5.2B valuation; revenue ~$500M run-rate 2025,Driver recovery/readiness data storytelling; performance-science angle reaches F1's young health-conscious fans.
230,Playrix,playrix.com,Ireland,"Electronics, Gaming & Esports","Mobile games (Gardenscapes, Township)","~3,500-4,000","Private; est. revenue ~$2B/yr, among top mobile publishers globally",Massive UA budgets shifting to brand marketing; F1's global broadcast reach suits casual-game user acquisition.
231,Playtika,playtika.com,Israel,"Electronics, Gaming & Esports",Mobile games,"~3,500","NASDAQ-listed; revenue ~$2.5B (2024), profitable",Large performance-marketing spender seeking brand channels; F1 audiences in US/Europe match casual-casino demographics.
232,Riot Games,riotgames.com,United States,"Electronics, Gaming & Esports",Game studio & esports (League of Legends),"~4,000","Tencent-owned; est. revenue $2.5B+ (2024), runs global esports leagues",Both properties chase the same 18-34 global audience; cross-promotion between LoL Esports events and race weekends.
233,Roku,roku.com,United States,"Electronics, Gaming & Esports",Streaming platform & devices,"~3,200",NASDAQ-listed; revenue ~$4B (2024),Sports streaming aggregation battleground; F1 partnership drives device/platform relevance with cord-cutting young viewers.
234,Scopely,scopely.com,United States,"Electronics, Gaming & Esports",Mobile games (Monopoly GO!),"~2,400",Savvy Games Group-owned ($4.9B acquisition); Monopoly GO! grossed >$3B by 2024-25,Monopoly GO!'s mass audience plus Saudi parent's appetite for global sports marketing; in-game F1 events.
235,Sennheiser,sennheiser.com,Germany,"Electronics, Gaming & Esports","Audio (headphones, pro audio)","~2,800",Family-owned; revenue ~EUR 800M (2023-24),Premium German engineering brand match; team-radio/comms tech story and paddock headphone placement.
236,Shure,shure.com,United States,"Electronics, Gaming & Esports",Microphones & audio,"~3,000","Private, ~100-year-old firm; est. revenue ~$800M-1B (2023)",Creator/streaming mic leader; broadcast and content-studio placement across F1 media days and driver streams.
237,Smilegate,smilegate.com,South Korea,"Electronics, Gaming & Esports","Game publisher (CrossFire, Lost Ark)","~3,000","Private; revenue ~KRW 1.5T (~US$1.1B), profitable, funds global esports (CrossFire Stars)",Proven esports sponsorship spender expanding westward; F1 provides premium global platform for Lost Ark/CrossFire IP.
238,Sonos,sonos.com,United States,"Electronics, Gaming & Esports",Smart speakers & home audio,"~1,500",NASDAQ-listed; revenue ~$1.5B FY2024,Needs brand-relevance reset with younger buyers; F1 hospitality/home-viewing audio experiences and content tie-ins.
239,SOOP (formerly AfreecaTV),sooplive.co.kr,South Korea,"Electronics, Gaming & Esports",Game streaming platform,~700,"KOSDAQ-listed; revenue ~KRW 420B (~US$310M) 2024, profitable, sponsors Korean esports leagues",Streaming platform expanding globally (SOOP Global); F1 watch-party/creator content drives international user growth.
240,SteelSeries,steelseries.com,United States,"Electronics, Gaming & Esports",Gaming peripherals,~500,"Est. $400M+ revenue; acquired by GN Store Nord for $1.25B (2021), parent revenue ~DKK 17B",Decades of esports sponsorship DNA; natural fit with F1 esports/sim-racing and team gaming-setup placements.
241,Supercell,supercell.com,Finland,"Electronics, Gaming & Esports","Mobile games (Clash, Brawl Stars)",~600,"Revenue ~EUR 2.8B (2024, rebounding), extremely profitable; Tencent-majority owned",Brawl Stars/Clash audiences are F1's next-gen fans; in-game events plus race-weekend activations.
242,Turtle Beach,turtlebeach.com,United States,"Electronics, Gaming & Esports",Gaming headsets & controllers,~700-800,NASDAQ-listed; ~$370M revenue FY2024 after PDP acquisition,Console/sim-racing audience overlap; racing wheel & headset product placement in paddock and F1 Sim Racing content.
243,Valve,valvesoftware.com,United States,"Electronics, Gaming & Esports",Game platform (Steam) & hardware,~350-400,"Private; est. revenue >$10B via Steam, highly profitable","Steam is home of sim racing (Assetto, iRacing distribution); Steam Deck placement and racing-game promotions."
244,Voodoo,voodoo.io,France,"Electronics, Gaming & Esports",Mobile games & apps (BeReal),~800,Private; revenue ~EUR 500M+ and profitable; acquired BeReal for EUR 500M (2024),"French tech champion; BeReal integration offers authentic driver content for Gen-Z, hypercasual cross-promotion."
245,ACWA Power,acwapower.com,Saudi Arabia,Energy & Mobility,"Renewables, green hydrogen & water","~3,500-4,500","Revenue ~$1.6B+ (2024), profitable; PIF-backed with ~$80B+ project portfolio incl. NEOM green hydrogen",Saudi GP home platform; world's flagship green-hydrogen developer fits F1 sustainability era and courts governments F1 visits
246,Aker BP,akerbp.com,Norway,Energy & Mobility,Independent oil & gas (E&P),"~2,400-2,700","Revenue ~$13-14B (2023-2024), one of the world's lowest-cost, lowest-emission producers","Low-carbon-barrel positioning plus Aker group tech ecosystem (Cognite, industrial AI) matches F1's data-driven engineering brand"
247,AMSOIL,amsoil.com,United States,Energy & Mobility,Synthetic lubricants,~300-400,"Private and profitable, est. revenue $300M+; long-running seven-figure motorsport sponsorships (snocross, flat track, off-road)",First-in-synthetics brand story matches F1 tech halo; direct-to-consumer model benefits from global awareness
248,Calumet,calumet.com,United States,Energy & Mobility,Specialty lubricants & renewable fuels,"~1,300-1,500","Revenue ~$4.2B (2024); owns Royal Purple lubricants and Montana Renewables SAF platform (US DOE loan up to $1.44B, 2024)",Royal Purple has deep motorsport heritage; Montana Renewables SAF/renewable fuels story is tailor-made for F1's 2026 sustainable-fuel era
249,Cheniere Energy,cheniere.com,United States,Energy & Mobility,LNG producer & exporter,"~1,600-1,700","Revenue ~$15.7B (2024); largest US LNG exporter, strong free cash flow",Global B2B seller to Europe/Asia buyers — F1 paddock hospitality maps exactly to its customer base; lower-carbon fuel narrative
250,Commonwealth Fusion Systems,cfs.energy,United States,Energy & Mobility,Fusion energy,"~1,000-1,300","Raised $863M Series B2 (2025); ~$3B total, backed by Google, Bill Gates, Eni-linked funds",Best-funded fusion player; magnet/materials engineering story resonates with F1 tech audience and global energy elite in the paddock
251,Dana Gas,danagas.com,United Arab Emirates,Energy & Mobility,Independent natural gas E&P,~300-400,"Revenue ~$400M (2024), profitable, dividend-paying ADX-listed gas producer",Abu Dhabi GP home race; Middle East's first regional private gas company seeking international investor visibility
252,Diamondback Energy,diamondbackenergy.com,United States,Energy & Mobility,Independent oil & gas (Permian E&P),"~2,000-2,500","Revenue ~$11B (2024), highly profitable Permian pure-play post-Endeavor merger","Texas swagger brand for US GP hospitality (Austin is home turf); huge cash flow, tiny headcount, needs global investor-facing visibility"
253,Energean,energean.com,United Kingdom,Energy & Mobility,Independent gas E&P (Mediterranean),~700-900,"Revenue ~$1.4B (2024), profitable, dividend-paying LSE-listed gas producer",Gas-focused transition story across Israel/Egypt/Greece/Italy; founder-led brand with appetite for high-profile positioning
254,EOG Resources,eogresources.com,United States,Energy & Mobility,Independent oil & gas (E&P),"~3,000-3,200","Revenue ~$23.5B (2024), consistently profitable S&P 500 independent","Premier US independent seeking brand differentiation and B2B/investor hospitality at Austin, Miami and Vegas races"
255,EQT Corporation,eqt.com,United States,Energy & Mobility,Natural gas producer & midstream,"~1,800-2,000","Revenue ~$5.2B (2024), profitable; largest US natural gas producer post-Equitrans merger",Positions natural gas as the transition fuel; growing power/AI-datacenter deal flow suits premium B2B hospitality
256,Fluence Energy,fluenceenergy.com,United States,Energy & Mobility,Grid-scale battery storage,"~1,500-1,800","Revenue ~$2.7B (FY2024); Siemens/AES-backed, NASDAQ-listed",Battery/energy-management tech narrative aligns with F1 2026 electrified power units; global utility customer hospitality
257,Form Energy,formenergy.com,United States,Energy & Mobility,Long-duration iron-air batteries,"~800-1,000",Raised $405M Series F (Oct 2024); ~$1.2B total funding,Breakthrough battery chemistry story suits F1's tech-frontier positioning; needs global brand-building with utilities and policymakers
258,Greenergy,greenergy.com,United Kingdom,Energy & Mobility,Fuel supply & biofuels,"~1,000",Revenue ~£17B; one of the UK's largest fuel suppliers and a leading biodiesel manufacturer (Trafigura-owned),Waste-based biofuels manufacturing heritage aligns with F1 drop-in sustainable fuel; British Grand Prix home platform
259,Gunvor Group,gunvorgroup.com,Switzerland,Energy & Mobility,Energy trading,"~1,500-2,000","Revenue ~$136B (2024), multi-billion equity; consistently profitable","Geneva trading house building a public brand around transition fuels (LNG, biofuels); F1 paddock is its counterparty universe"
260,Helion Energy,helionenergy.com,United States,Energy & Mobility,Fusion energy,"~500-1,000",Raised $425M (Jan 2025) at ~$5.4B valuation; Microsoft PPA and OpenAI-linked backing,Moonshot clean-energy brand seeking mainstream credibility; F1's engineering-excellence platform is a natural halo
261,HELLENiQ Energy,helleniqenergy.gr,Greece,Energy & Mobility,"Refining, fuels & renewables","~3,500","Revenue ~€12.8B (2023), profitable; EKO/BP-licensed fuel retail across SE Europe",Rebranded from Hellenic Petroleum to signal energy transition — needs international brand vehicle; EKO already sponsors rally/acropolis events
262,Interstate Batteries,interstatebatteries.com,United States,Energy & Mobility,Automotive batteries,"~1,500-2,000","Revenue ~$1.8B; private, profitable; 30+ years of NASCAR sponsorship (Joe Gibbs Racing)",Proven decades-long motorsport sponsor; electrification of its category makes an F1 hybrid/EV-adjacent platform logical
263,Invenergy,invenergy.com,United States,Energy & Mobility,Renewables & clean power developer,"~2,500-3,000","Largest private US clean-power developer; ~$3B cumulative Blackstone investment (2022-2024), multibillion revenue",Developer competing globally for utility and sovereign deals; F1 hospitality is a premium government/offtaker relationship tool
264,Mercuria Energy Group,mercuria.com,Switzerland,Energy & Mobility,Energy trading,"~1,000-1,500","Revenue ~$150B+, multi-billion cumulative profits (2022-2024)","Transition-metals and power trading push needs brand elevation; small headcount, enormous balance sheet, global client hospitality"
265,MET Group,met.com,Switzerland,Energy & Mobility,Integrated energy trading & retail,"~1,000-1,200","Revenue ~€17-25B (2023-2024), profitable pan-European gas/power platform",Fast-growing European energy brand seeking recognition beyond CEE; Hungarian GP + European rounds map to core markets
266,Motor Oil Hellas,moh.gr,Greece,Energy & Mobility,Refining & fuel retail,"~2,500-3,500","Revenue ~€12B (2023-2024), consistently profitable Mediterranean refiner","Owns Avin/Shell-licensed retail and invests in hydrogen/renewables (Thess-INTEC, More Energy); family-controlled with sponsorship appetite (basketball, sailing)"
267,Motorex,motorex.com,Switzerland,Energy & Mobility,Lubricants,~350-450,"Profitable family group with sustained seven-figure motorsport spend (KTM MotoGP factory partner, MXGP, cycling)",Proven premium motorsport lubricant partner ready for four-wheel step-up; Swiss quality positioning suits F1 paddock
268,Nextracker,nextracker.com,United States,Energy & Mobility,Solar trackers & software,"~1,000-1,200","Revenue ~$3.0B (FY2025), profitable, NASDAQ-listed solar leader","Global utility-scale customer base across F1 markets (US, India, Middle East, Australia, Brazil); precision-engineering brand match"
269,Old World Industries (PEAK),owi.com,United States,Energy & Mobility,"Coolants, lubricants & DEF (PEAK, BlueDEF)",~400-600,"Private, est. revenue ~$1B; sustained multi-million NHRA/NASCAR spend (John Force Racing title sponsorship)",PEAK is a motorsport-native consumer brand; F1 thermal management (coolants) gives authentic technical tie-in
270,Oman Oil Marketing Company (OOMCO),oomco.com,Oman,Energy & Mobility,Fuel retail,~500-800,"Revenue ~$1.3-1.5B (2023-2024), profitable, state-linked (OQ group) MSX-listed retailer","Regional expansion (Saudi, UAE) needs brand lift; Gulf rounds hospitality; history of motorsport activation in Oman"
271,Pampa Energía,pampaenergia.com,Argentina,Energy & Mobility,Integrated power & gas,"~2,000-2,500","Revenue ~$1.9B (2024), profitable NYSE-listed integrated energy independent",Argentina's flagship private energy group riding Vaca Muerta boom; regional brand-building as Argentine F1 fandom surges (Colapinto effect)
272,Par Pacific Holdings,parpacific.com,United States,Energy & Mobility,Fuel refining & retail,"~3,000-3,500","Revenue ~$8B (2024); profitable refiner-retailer (Hawaii, Pacific Northwest, Rockies)","Consumer fuel brands (Hele, nomnom) plus renewable fuels investment at Kapolei give both B2C and sustainability angles"
273,Petromin Corporation,petromin.com,Saudi Arabia,Energy & Mobility,Lubricants & automotive services,"~2,500-3,500","Revenue >$1B est., profitable Nesma-backed group; proven motorsport spend (former Aston Martin F1 partner 2021, Dakar, Saudi motorsport)","Already tasted F1 with Aston Martin (deal lapsed — warm lead); Saudi GP home race and EV-services pivot (Petromin Express, e-mobility)"
274,Preem,preem.se,Sweden,Energy & Mobility,Refining & renewable fuels,"~1,500","Revenue ~SEK 100B+ (~$10B, 2023-2024); Sweden's largest fuel company, investing heavily in renewable diesel/SAF",Converting refineries to renewable fuels at scale — credible sustainable-fuel partner story for F1 2026 with Nordic consumer brand
275,PRIO,prio3.com.br,Brazil,Energy & Mobility,Independent oil & gas (offshore redevelopment),"~2,000-2,500","Revenue ~$2.4B (2024), highly profitable B3-listed independent",São Paulo GP home race; challenger-brand identity ('the new oil company') matches F1's competitive narrative for investor and talent branding
276,Qatar Fuel (WOQOD),woqod.com,Qatar,Energy & Mobility,Fuel retail & distribution,"~1,000-2,000","Revenue ~QAR 22B (~$6B, 2023-2024), profitable QSE-listed monopoly fuel retailer",Qatar GP home race (Lusail); national champion brand with sponsorship budget and no current F1 presence
277,Rubis,rubis.fr,France,Energy & Mobility,"Fuel retail & distribution (Caribbean, Africa, Europe)","~4,000-4,500","Revenue ~€6.6B (2024), profitable Euronext-listed distributor with growing solar arm (Photosol)",Multi-region consumer fuel brand consolidation (RUBiS stations) needs a unifying global marketing platform
278,TerraPower,terrapower.com,United States,Energy & Mobility,Advanced nuclear (SMR),~500-700,"Raised $750M (Jun 2024, Gates/NVentures-led); Natrium plant under construction",Clean firm power narrative for F1's net-zero-2030 pledge; needs international public acceptance and government-adjacent hospitality
279,Tourmaline Oil,tourmalineoil.com,Canada,Energy & Mobility,Independent oil & gas (natural gas),"~1,500-2,000","Revenue ~C$5B+ (2024), profitable; Canada's largest natural gas producer with special-dividend track record",Canadian GP home-race platform; clean-burning gas and CNG fueling story fits F1 2026 sustainability pivot
280,Twelve,twelve.co,United States,Energy & Mobility,E-fuels / CO2 transformation (SAF),~200-300,Raised $645M debt+equity package (Sep 2024) to build E-Jet fuel plant,CO2-to-fuel is literally the chemistry behind F1's 2026 sustainable fuel; strongest possible narrative fit for the new era
281,Varo Energy,varoenergy.com,Switzerland,Energy & Mobility,"Fuel supply, refining & biofuels","~2,000-2,500","Revenue ~$13B (2023-2024); Vitol/Carlyle-backed, investing $3.5B into biofuels/bioLNG/SAF","ONE VARO transition strategy (sustainable fuels, bio-LNG, SAF) is a direct F1 2026 fuel-narrative match in European markets"
282,Venture Global,venturegloballng.com,United States,Energy & Mobility,LNG producer & exporter,"~1,500-2,000",Revenue ~$5B (2024); raised $1.75B in Jan 2025 NYSE IPO,"Aggressive challenger brand courting international LNG buyers; F1's global gas-importing markets (Japan, Europe) are its sales pipeline"
283,Vista Energy,vistaenergy.com,Mexico,Energy & Mobility,Independent oil & gas (Vaca Muerta shale),"~1,300-1,700","Revenue ~$1.65B (2024), profitable NYSE-listed; fastest-growing LatAm independent",Mexico City GP home race plus Argentina growth story; founder-CEO (ex-YPF) courts global investors — paddock hospitality fits
284,Vitol,vitol.com,Switzerland,Energy & Mobility,Energy trading,"~1,500-2,000","Revenue ~$330-400B, net income ~$8-13B/yr (2022-2024) — extreme revenue per employee","World's largest independent energy trader; owns fuel retail brands (Vivo/Shell licensee, VARO stake) and can fund title-level deals from petty cash; discreet-but-elite hospitality culture"
285,Anaplan,anaplan.com,United States,Enterprise SaaS & Cloud,Connected planning / EPM,"~2,300","Private (Thoma Bravo, $10.7B take-private 2022); revenue ~$700M+ (2024 est)",Scenario-planning narrative maps to race strategy; PE owner funding brand ahead of re-IPO; sells to F500 finance and supply-chain execs.
286,Anysphere (Cursor),cursor.com,United States,Enterprise SaaS & Cloud,AI devtools / code editor,~300,Raised $900M Series C (Jun 2025) at $9.9B valuation; ARR >$500M - fastest-growing SaaS ever,Hyper-growth AI coding brand seeking global enterprise credibility; rival Anthropic/ElevenLabs already on F1 grid - clear competitor pressure.
287,Asana,asana.com,United States,Enterprise SaaS & Cloud,Work management / collaboration,"~1,800",Public (NYSE: ASAN); revenue ~$724M FY2025,Competes with F1 sponsors Atlassian and Smartsheet (McLaren) in work management; needs equivalent global brand platform.
288,Avalara,avalara.com,United States,Enterprise SaaS & Cloud,Tax compliance automation,"~4,500","Private (Vista Equity, $8.4B take-private 2022); revenue ~$1B (2024 est)",Cross-border commerce compliance story fits F1's 20+-country footprint; known for bold orange marketing stunts and big event budgets.
289,Box,box.com,United States,Enterprise SaaS & Cloud,Content cloud / collaboration,"~2,600","Public (NYSE: BOX); revenue ~$1.09B FY2025, profitable",Enterprise AI-content repositioning needs brand lift vs Microsoft/Dropbox (Dropbox is a McLaren partner); strong Japan/EMEA business fits global race calendar.
290,Braze,braze.com,United States,Enterprise SaaS & Cloud,Martech / customer engagement,"~1,900",Public (NASDAQ: BRZE); revenue ~$593M FY2025,Consumer-brand marketers are its buyers - F1's fan-engagement platform is a live case study; global expansion in EMEA/APAC.
291,Cegid,cegid.com,France,Enterprise SaaS & Cloud,ERP / HR & finance SaaS,"~4,500",Private (Silver Lake/KKR); revenue ~EUR 850M+ (2024),French champion expanding into Iberia/LatAm; retail and finance exec buyers; PE owners investing in brand ahead of exit.
292,Celonis,celonis.com,Germany,Enterprise SaaS & Cloud,Process mining / process intelligence,"~3,000","Private; ARR ~$400-500M (2024 est); raised ~$1.4B total, valued ~$13B",Process-optimization pitch mirrors pit-stop efficiency; German engineering brand courting Global 2000 COOs; rival SAP owns F1 presence.
293,Clio,clio.com,Canada,Enterprise SaaS & Cloud,Vertical SaaS - legal,"~1,300",Raised $900M Series F (Jul 2024) at $3B valuation; ARR >$200M; acquired vLex for $1B (2025),"Lawyers are a wealthy, hospitality-responsive audience; UK/EU expansion after vLex deal; largest legal-tech war chest ever raised."
294,Creatio,creatio.com,United States,Enterprise SaaS & Cloud,CRM / no-code platform,~900,Raised $200M (Jun 2024) at $1.2B valuation; total raised ~$360M,Challenger CRM vs F1-entrenched Salesforce; sells across 100+ countries and needs a global brand accelerant.
295,Deel,deel.com,United States,Enterprise SaaS & Cloud,HR tech / global payroll & EOR,"~4,500","ARR surpassed $800M (2024), profitable; raised $300M round early 2025 at $12B+ valuation (total raised >$950M)",Global-workforce brand in 100+ countries mirrors F1's calendar; already sponsors football (e.g. shirt deals) - motorsport is the next tier.
296,Doctolib,doctolib.com,France,Enterprise SaaS & Cloud,Vertical SaaS - healthcare,"~2,900","Revenue ~EUR 330M (2024), first profitable year 2024; raised >EUR 800M total, valued EUR 5.8B",France/Germany/Italy footprint matches European races; needs employer-brand and mainstream visibility as it scales B2B health platform.
297,Elastic,elastic.co,United States,Enterprise SaaS & Cloud,Search / observability / security software,"~3,400",Public (NYSE: ESTC); revenue ~$1.48B FY2025,Search-AI and observability brand awareness vs Datadog/Splunk (Cisco-McLaren); global enterprise buyer reach.
298,Figma,figma.com,United States,Enterprise SaaS & Cloud,Design / collaboration software,"~1,700","Public (NYSE: FIG, IPO Jul 2025); revenue ~$749M (2024), ~$900M run-rate 2025",Post-IPO global brand moment; designer/developer fanbase skews young and tech-affluent like F1's new audience.
299,GitLab,gitlab.com,United States,Enterprise SaaS & Cloud,DevOps / devtools,"~2,300","Public (NASDAQ: GTLB); revenue ~$759M FY2025 (ended Jan 2025), growing ~30%",Global developer/enterprise audience overlaps F1's tech fanbase; competes with F1-affiliated Atlassian and Microsoft for DevSecOps mindshare.
300,Grammarly,grammarly.com,United States,Enterprise SaaS & Cloud,AI productivity / writing software,"~1,000","ARR ~$700M+ (2024), profitable; secured $1B growth financing from General Catalyst (May 2025)",Consumer-scale AI brand pushing into enterprise (acquired Superhuman/Coda); F1 gives mass global reach vs Microsoft Copilot.
301,Guidewire,guidewire.com,United States,Enterprise SaaS & Cloud,Vertical SaaS - insurance core systems,"~3,600","Public (NYSE: GWRE); revenue ~$980M FY2024, $1B+ FY2025",Insurance C-suite buyers are hospitality-centric; expanding in Europe and Japan where F1 delivers premium access.
302,Gusto,gusto.com,United States,Enterprise SaaS & Cloud,HR tech / payroll,"~2,600",Private; revenue >$500M (2023) and cash-flow positive; last valued ~$9.3B,SMB-to-midmarket brand awareness play; profitable with capacity for a first marquee sponsorship as it preps for IPO.
303,JetBrains,jetbrains.com,Czech Republic,Enterprise SaaS & Cloud,Devtools / IDEs,"~2,200","Private, bootstrapped and highly profitable; revenue >$500M (2024 est)",Developer brand with global paid user base; AI-assistant race vs GitHub Copilot/Cursor demands bigger brand moments; European engineering identity fits F1.
304,Kaseya,kaseya.com,United States,Enterprise SaaS & Cloud,IT management / MSP software,"~5,000","Private, PE-backed (Insight/TPG); revenue ~$1.5B+ (2024 est); pays ~$17M/yr for Kaseya Center (Miami Heat arena) naming rights - proven sports spend",Already buys arena-scale sports sponsorship; Miami HQ aligns with Miami GP energy; MSP/SMB channel loves motorsport activation.
305,Kinaxis,kinaxis.com,Canada,Enterprise SaaS & Cloud,Supply chain planning SaaS,"~2,000","Public (TSX: KXS); revenue ~$483M (2024), ~$520M+ 2025","Supply-chain orchestration story fits F1 logistics (teams move 1,000+ tons per race); sells to global manufacturers incl. automotive."
306,Klaviyo,klaviyo.com,United States,Enterprise SaaS & Cloud,Martech / marketing automation,"~2,300","Public (NYSE: KVYO); revenue ~$937M (2024), $1B+ run-rate 2025",Moving upmarket into enterprise B2C brands; F1 offers mass consumer-brand visibility and international growth markets.
307,monday.com,monday.com,Israel,Enterprise SaaS & Cloud,Work OS / collaboration,"~2,800","Public (NASDAQ: MNDY); revenue ~$972M (2024), $1.2B run-rate 2025, FCF positive",Huge performance-marketing budget already (Super Bowl ads); competes with Atlassian (Williams title sponsor); global SMB-to-enterprise reach.
308,Navan,navan.com,United States,Enterprise SaaS & Cloud,Travel & expense SaaS,"~2,700",Revenue ~$500M+ run-rate (2025); raised >$1.5B total; filed for Nasdaq IPO in 2025,Corporate travel product literally moves executives to global events; F1 hospitality is both showcase and sales channel.
309,nCino,ncino.com,United States,Enterprise SaaS & Cloud,Vertical SaaS - banking,"~1,900",Public (NASDAQ: NCNO); revenue ~$541M FY2025,Sells to bank executives - classic hospitality-led enterprise deal-making; expanding in EMEA and Japan.
