#,company,domain,hq_country,sector,subsector,employees_est,affordability,why_f1
96,GDS Holdings,gds-services.com,China,GPU & AI Cloud,AI-driven hyperscale data center developer-operator,2276,FY2026 revenue guidance RMB12.4-12.9B (~$1.8-1.9B); Nasdaq-listed (GDS),"China's leading independent high-performance data center operator riding AI-driven demand, positioning as a key AI infrastructure pick"
97,Hut 8 Corp,hut8.com,USA,GPU & AI Cloud,Bitcoin-miner-turned-energy/AI-infrastructure platform,348,$9.8B 15-year AI data center lease at Beacon Point (TX); ~$26.6B contracted AI/HPC value; $250M+ funding,"Miami-based 'power-first' AI infrastructure platform mid-pivot from bitcoin mining, needs a mainstream brand story to match its multi-billion-dollar AI contracts"
98,Khazna Data Centers,khazna.ae,United Arab Emirates,GPU & AI Cloud,Sovereign/regional data center operator,518,"Closed $2.62B financing facility (2026) with ADCB/FAB; backed by G42, e& (Etisalat), Mubadala","UAE's largest data center platform executing one of MENA's biggest digital-infrastructure financings, expanding internationally and building brand"
99,Nxtra by Airtel,nxtra.in,India,GPU & AI Cloud,Sovereign/regional data center operator (AI-ready hyperscale),629,Carlyle Group invested for a 20%+ stake (~$1.4B enterprise-level deal); doubling capacity to 400MW+ across 120+ locations,"Bharti Airtel's data center arm, India's largest hyperscale network with major PE backing, expanding AI-ready capacity nationwide"
100,Princeton Digital Group,princetondg.com,Singapore,GPU & AI Cloud,APAC hyperscale/AI data center developer,423,"$250M+ raised/financed; Warburg Pincus-backed platform across Singapore, China, India, Japan, Indonesia, Malaysia, South Korea",Warburg Pincus-backed pan-Asian AI/cloud data center platform in fast build-out mode across seven countries
101,Riot Platforms,riotplatforms.com,USA,GPU & AI Cloud,Bitcoin-miner-turned-AI/HPC hosting operator,816,Q1 2026 revenue $167.2M; first AI data center revenue booked; AMD lease expanded to 50MW,"Publicly-traded (Nasdaq: RIOT) Texas power-and-compute platform pivoting into AI hosting, actively rebuilding its public image"
102,Scala Data Centers,scaladatacenters.com,Brazil,GPU & AI Cloud,LatAm hyperscale data center developer-operator,1000,"$500M-894M total raised/financed incl. BNDES facility; DigitalBridge-backed platform across Brazil, Chile, Mexico, Colombia","Latin America's leading AI/hyperscale data center platform, DigitalBridge-backed and expanding across five countries in the region"
103,ST Telemedia Global Data Centres (STT GDC),sttelemediagdc.com,Singapore,GPU & AI Cloud,Pan-Asian/EU hyperscale data center operator,681,"$250M+ raised/financed; backed by Temasek-linked ST Telemedia; operations across 12 countries incl. Singapore, India, UK, Germany, Japan","Singapore sovereign-wealth-linked data center operator with a genuinely global (SEA, South Asia, East Asia, Europe) hyperscale footprint"
104,Vantage Data Centers,vantage-dc.com,USA,GPU & AI Cloud,Hyperscale/AI data center developer-operator,2583,Annual revenue est. $200-500M; $250M+ raised/financed; global hyperscale platform across NAM/EMEA/APAC,Global-scale AI/cloud data center platform (30+ countries) with sponsorship budget headroom and an audience-building need beyond enterprise buyers
105,Yondr Group,yondrgroup.com,United Kingdom,GPU & AI Cloud,Hyperscale data center developer-operator,312,"Annual revenue est. $200-500M; $250M+ raised/financed; global hyperscale campuses across UK, EU, US, APAC","London-HQ'd global hyperscale data center developer serving the largest AI/cloud tenants, well-capitalized and internationally expanding"
106,Aruba S.p.A.,aruba.it,Italy,GPU & AI Cloud,Cloud & data centers with GPU/AI services,"~1,350","(a/c) Revenue in €300M+ range, long profitable; Italy's leading cloud/data-center operator",Already a motorsport-savvy brand (sponsored SBK/MotoGP teams via Aruba.it Racing); stepping up to F1 fits its Italian identity and enterprise cloud/AI push.
107,Baseten,baseten.co,United States,GPU & AI Cloud,Inference cloud / model serving,~310,(b) Raised $225M+ in last 24 months incl. $150M Series D (Sep 2025) at $2.1B valuation,"Mission-critical inference performance brand scaling into enterprise; low-latency messaging fits F1, and it needs global awareness against Together/Fireworks."
108,Bitdeer (Bitdeer AI),bitdeer.com,Singapore,GPU & AI Cloud,Bare-metal GPU hosting & AI cloud,"~1,500",(a) Public (Nasdaq: BTDR); revenue ~$350M+ and scaling AI cloud arm; Nvidia partner with large convert raises in last 24 months,Singapore-based compute platform pivoting hard into AI cloud; Singapore GP home-race activation plus need to rebrand from mining to AI makes F1 attractive.
109,Cerebras,cerebras.ai,United States,GPU & AI Cloud,AI compute / inference cloud (wafer-scale),~500,(b) Raised $1.1B Series G (Sep 2025) at $8.1B valuation; large G42/Middle East revenue base,Claims world's fastest AI inference — a natural F1 'fastest lap'-style sponsorship story; G42/UAE ties fit Abu Dhabi GP activation.
110,Core42,core42.ai,United Arab Emirates,GPU & AI Cloud,Sovereign AI cloud & GPU platform (G42 group),"~1,500",(c) G42 group backing (Microsoft $1.5B strategic investment; sovereign-scale AI contracts incl. US/France/UAE deployments),Abu Dhabi hosts the season finale; Core42 is the UAE's AI infrastructure flagship seeking global enterprise credibility — F1 fits national AI ambitions.
111,Crusoe,crusoe.ai,United States,GPU & AI Cloud,AI factories / GPU compute cloud (energy-first),~800,(b) Raised $686M (Dec 2024) and a further ~$1.4B round (late 2025) at ~$10B valuation; Stargate data-center builder,Energy-efficient AI infrastructure story pairs naturally with F1's sustainability and engineering narrative; Mubadala backing gives Gulf-race activation angles.
112,DigitalOcean,digitalocean.com,United States,GPU & AI Cloud,Developer cloud with GPU/AI platform (Gradient),"~1,300","(a) Public (NYSE: DOCN); revenue ~$820M+, profitable and cash-generative",Pushing upmarket with its Gradient AI cloud against hyperscalers; F1's global developer-and-SMB audience is exactly its customer base.
113,Fireworks AI,fireworks.ai,United States,GPU & AI Cloud,Inference cloud,~300 (scaling to ~600 by end-2026),(b) Raised $1.5B Series D (Jul 2026) at $17.5B valuation; $250M Series C (Oct 2025); Nvidia-backed,Newly mega-funded inference cloud in a land-grab for enterprise AI workloads; F1 offers instant global B2B brand building versus better-known rivals.
114,Hetzner,hetzner.com,Germany,GPU & AI Cloud,Dedicated/bare-metal hosting with GPU servers,"~1,400","(c) Profitable at scale; estimated €400M+ revenue, self-funded infrastructure across Europe and US",Developer-beloved value cloud expanding internationally; F1 would be an uncharacteristic but affordable leap to global brand status against hyperscaler pricing.
115,Humain,humain.com,Saudi Arabia,GPU & AI Cloud,"Sovereign AI company: data centers, GPU cloud, models",~900,"(b) PIF-owned; ~$19B in committed capital/partnerships (Nvidia, AMD, Qualcomm, xAI deals) since May 2025 launch","Saudi Arabia hosts the Jeddah GP and PIF entities (Aramco, stc) already sponsor F1; Humain is the Kingdom's global AI brand-building vehicle with enormous budget."
116,IONOS Group,ionos.com,Germany,GPU & AI Cloud,Hosting & sovereign cloud with AI Model Hub / GPU cloud,"~4,000","(a) Public (Frankfurt); revenue ~€1.6B, profitable",Mass-market hosting brand (formerly 1&1) that historically used big sports marketing; pushing its European sovereign AI cloud story to SMBs worldwide.
117,IREN,iren.com,Australia,GPU & AI Cloud,AI cloud & GPU data centers (renewables-powered),~640,(a/b) Public (Nasdaq: IREN); FY25 revenue ~$500M; $9.7B multi-year Microsoft AI cloud contract; ~$7.6B cash (Jun 2026); AI cloud ARR target $4B+,"Explosive miner-to-neocloud success story (customers: Microsoft, Nvidia, Together, Fal); renewable-powered AI narrative suits F1 sustainability push and Melbourne GP home race."
118,KT Cloud,ktcloud.com,South Korea,GPU & AI Cloud,GPU cloud & AI data centers (KT Group),~500,(a/c) Revenue ~$500M; backed by profitable KT Corp; IPO-track with major AI DC expansion,Korea's leading domestic GPU cloud needs international profile ahead of IPO; F1 aligns with KT Group's history of large sports sponsorships.
119,Lambda,lambda.ai,United States,GPU & AI Cloud,GPU compute cloud,~600,(b) Raised $480M Series D (Feb 2025) plus $500M+ GPU-backed debt facilities; multi-billion valuation,Direct rival to CoreWeave (Aston Martin sponsor); needs global enterprise brand awareness in the AI training/inference race and F1's tech-forward audience matches its developer-to-enterprise motion.
120,Mistral AI,mistral.ai,France,GPU & AI Cloud,AI cloud (Mistral Compute) + frontier models,~700,"(b) Raised €1.7B Series C (Sep 2025, ASML-led) at ~€11.7B valuation",Launching Mistral Compute sovereign AI cloud; Europe's AI champion with consumer app (Le Chat) — F1's European heartland and global reach fit both B2B and consumer pushes.
121,Naver Cloud,navercloudcorp.com,South Korea,GPU & AI Cloud,Sovereign AI cloud & GPU services (HyperCLOVA X),"~1,800",(a) Revenue ~$800-900M; arm of profitable Naver Corp; exporting sovereign AI infrastructure (e.g. Saudi partnerships),Korea's hyperscaler-challenger exporting sovereign AI to the Gulf and Asia; F1 provides the global B2B stage Korean tech brands traditionally buy.
122,Nebius,nebius.com,Netherlands,GPU & AI Cloud,Full-stack AI/GPU cloud,"~1,700",(a/b) Public (Nasdaq: NBIS); ~$1B+ 2026 revenue run-rate; raised $700M equity + $3B+ converts; multi-billion Microsoft/Meta capacity deals,Europe's flagship neocloud scaling globally; needs Western brand awareness post-Yandex spin-off — F1 is the fastest route to global enterprise credibility.
123,Nscale,nscale.com,United Kingdom,GPU & AI Cloud,AI hyperscaler / GPU cloud,~700,"(b) Raised $2B Series C (Mar 2026, $14.6B valuation), $1.1B Series B (Dec 2025), $433M pre-C; Microsoft/OpenAI Stargate UK partner",UK-headquartered AI hyperscaler with Nvidia/Microsoft/OpenAI deals; F1's British engineering heartland (7 teams UK-based) is a natural brand stage.
124,OVHcloud,ovhcloud.com,France,GPU & AI Cloud,European sovereign cloud with GPU/AI services,"~3,000","(a) Public (Euronext); revenue ~€1B+, EBITDA-positive",European sovereignty champion competing with US hyperscalers; French heritage plus global data centers align with F1's European core and worldwide calendar.
125,Penguin Solutions,penguinsolutions.com,United States,GPU & AI Cloud,AI infrastructure & managed GPU clusters,"~2,000",(a) Public (Nasdaq: PENG); revenue ~$1.3-1.4B; deployed 100k+ GPUs for enterprise clients,Designs and operates large-scale AI clusters for Fortune 500s; F1's engineering-excellence platform suits its 'AI infrastructure experts' positioning as it rebrands from SGH.
126,Sakura Internet,sakura.ad.jp,Japan,GPU & AI Cloud,Japanese sovereign GPU cloud (Koukaryoku),~700,(b/c) TSE Prime-listed and profitable; ¥50B+ (>$300M) METI-backed subsidies/investment for GPU cloud buildout in last 24 months,Japan's designated sovereign GPU cloud provider expanding beyond domestic market; Suzuka GP and Honda ties make F1 a strong fit for national tech branding.
127,Scaleway,scaleway.com,France,GPU & AI Cloud,European AI cloud (Iliad Group),~600,"(c) Backed by Iliad Group (€10B revenue, profitable) which committed €3B to AI infrastructure; hosts Europe's largest Nvidia clusters",Iliad/Xavier Niel are aggressive consumer-brand marketers; Scaleway already sponsors ai-PULSE and seeks pan-European AI leadership visibility.
128,Schwarz Digits,schwarz-digits.de,Germany,GPU & AI Cloud,Sovereign cloud & AI (StackIT),"~2,500","(c) Digital arm of Schwarz Group (€175B revenue, profitable); building sovereign AI cloud and European AI infrastructure",Schwarz Group already does major sports sponsorships (e.g. Lidl in cycling/football); StackIT needs pan-European enterprise awareness for its sovereign cloud.
129,Sify Technologies,sifytechnologies.com,India,GPU & AI Cloud,"Data centers, network & GPU/AI cloud services","~3,500",(a) Public (Nasdaq: SIFY); revenue ~$470M; investing heavily in Nvidia-ready AI data centers,Enterprise digital-infrastructure leader courting global clients for AI capacity in India; F1 sponsorship differentiates it against Tata/Airtel-scale rivals.
130,Tenstorrent,tenstorrent.com,United States,GPU & AI Cloud,AI compute (accelerators + Tenstorrent cloud),~800,"(b) Raised $693M Series D (Dec 2024) at $2.6B+ valuation (Samsung, Bezos Expeditions, LG)","Jim Keller-led challenger to Nvidia with a developer cloud; automotive silicon partnerships (LG, Hyundai heritage) give natural motorsport-technology crossover."
131,Together AI,together.ai,United States,GPU & AI Cloud,AI acceleration / inference cloud,~410,(b) Raised $305M Series B (Feb 2025) at $3.3B valuation; reported later rounds at much higher marks,Fast-scaling open-source inference cloud competing on speed — 'fastest inference' messaging maps perfectly onto F1 speed branding to reach enterprise AI buyers.
132,Vercel,vercel.com,United States,GPU & AI Cloud,"Developer/AI cloud (v0, AI SDK)",~650,(b) Raised $300M Series F (Sep 2025) at $9.3B valuation ($250M Series E May 2024),High-velocity developer brand ('ship at the speed of AI'); F1 sponsorship would be a category-defining brand move to reach enterprise CTOs globally.
133,Vultr,vultr.com,United States,GPU & AI Cloud,Independent GPU + developer cloud,~350,"(b/c) Profitable, bootstrapped history; raised $333M (Dec 2024) at $3.5B valuation to fund GPU expansion",Challenger cloud brand fighting hyperscalers for developer and enterprise mindshare across 32 global regions — global F1 reach matches its worldwide footprint; already active in sports marketing.
134,Yotta Data Services,yotta.com,India,GPU & AI Cloud,GPU cloud & AI data centers (Shakti Cloud),~800,(c) Backed by Hiranandani Group (major profitable conglomerate); $500M+ committed to Nvidia GPU fleet; India's largest commercial GPU deployment,India's AI-cloud champion under the IndiaAI Mission wants international stature; F1's huge Indian fanbase offers brand lift at home and credibility abroad.
135,AgiBot (Zhiyuan Robotics),agibot.com,China,Generative AI & Model Labs,Humanoid Robotics AI,800,Raised >$700M across 2024-2025 rounds (multiple within last 24mo) at multi-billion valuation,One of China's best-funded humanoid-robot/embodied-AI startups in 2024-2025's funding boom; global expansion ambitions and a technology story well suited to motorsport-adjacent marketing.
136,Gupshup,gupshup.io,India,Generative AI & Model Labs,Conversational AI / Messaging,770,Revenue est. $120-360M range (sources vary); total funding $447M incl. 2025 debt round,"Global conversational-commerce/agentic-AI platform (WhatsApp Business, RCS) serving enterprises across 100+ countries; consumer-messaging brand exposure fits sports sponsorship well."
137,Megvii (Face++),megvii.com,China,Generative AI & Model Labs,Computer Vision AI,540,STAR Market IPO completed 2025 (Series E round closed Apr 2025); historic lifetime funding ~$4.6B,"World's largest independent computer-vision platform (Face++), newly public with fresh capital; global enterprise/consumer identity business wants international credibility boost."
138,SenseTime,sensetime.com,China,Generative AI & Model Labs,Computer Vision / Enterprise AI,2900,TTM revenue ~$697M; 1H2025 revenue +36% YoY; public (HKG:0020),"Major listed AI platform (SenseNova models, smart auto/metaverse units) with global ambitions in AI+auto and generative AI; needs brand rehabilitation/visibility after US sanctions era, motorsport is a clean global stage."
139,Space42 (Bayanat),space42.ai,United Arab Emirates,Generative AI & Model Labs,Geospatial AI / Satellite Intelligence,1600,Public (ADX); merged Bayanat+Yahsat entity with combined revenue well above $250M,UAE's national AI-geospatial/space champion (formed from Bayanat-Yahsat merger); Abu Dhabi's push for global tech prestige naturally extends to marquee sports sponsorship.
140,Trax,traxretail.com,Singapore,Generative AI & Model Labs,Computer Vision / Retail AI,830,"Total funding $1.1B+ from SoftBank Vision Fund, Sing Investments etc.; Singapore's most-funded AI startup","Global retail computer-vision AI platform (shelf analytics) serving CPG giants across 100+ countries; well-capitalized, brand-building consumer-goods client base makes global sports sponsorship plausible."
141,UBTECH Robotics,ubtrobot.com,China,Generative AI & Model Labs,AI Robotics / Humanoid Robots,2500,"Public (HKEX:9880); large 2025 humanoid-robot order book, substantial IPO/follow-on capital raised",Global humanoid-robot + AI brand (Walker series) that already markets at international tech and consumer events; motorsport gives a performance-engineering stage matching its brand positioning.
142,Verbit.ai,verbit.ai,Israel,Generative AI & Model Labs,AI Transcription / Speech AI,1600,"Revenue est. $500M-1B (per enrichment); large scale AI speech/transcription platform for global media, legal, education clients",Israeli-founded (dual HQ NY/Tel Aviv) AI speech-intelligence platform serving the world's most-watched live events and broadcasters; direct thematic overlap with F1's global broadcast footprint.
143,WEKA,weka.io,Israel,Generative AI & Model Labs,AI Data Infrastructure,560,Revenue est. $200-500M; total funding $250M+; trusted by 30% of Fortune 50 for AI/GPU workloads,"Israeli-founded AI data/storage infrastructure company powering GPU-scale AI training globally; performance/speed brand story (""eliminate bottlenecks, accelerate"") maps naturally onto racing."
144,1X Technologies,1x.tech,US,Generative AI & Model Labs,Humanoid Robotics,1100,$100-250M+ raised (plus recent tender at $8.5B valuation); revenue est. $500M-1B,"Norwegian-founded, Palo Alto-based humanoid-robot maker (Neo) with Nvidia-adjacent, EQT-backed investor base and strong consumer-tech ambitions."
145,AI21 Labs,ai21.com,IL,Generative AI & Model Labs,Enterprise LLM Labs,255,"$636M raised total; $300M Series D (May 2025, Google/Nvidia participated)","Leading Israeli frontier-model lab (Jurassic/Jamba); headcount recently crossed the 250 mark on the back of its 2025 raise, giving room to grow into a sponsorship."
146,Apptronik,apptronik.com,US,Generative AI & Model Labs,Humanoid Robotics,400,"~$1B raised total; $520M Series A extension (Feb 2026, Google/Mercedes-Benz)","Austin-based humanoid-robot maker (Apollo) racing Tesla Optimus and Chinese rivals to market, with automaker backers who understand motorsport marketing value."
147,Cohere,cohere.com,CA,Generative AI & Model Labs,Enterprise LLM Platforms,1100,$1.67B raised total; $500M round Aug 2025 at $6.8-7B valuation,Well-capitalized Canadian enterprise-LLM leader (Salesforce/Oracle-backed) pushing global enterprise adoption; distinct from Anthropic/Google and unattached to any 2026 F1 deal.
148,DeepL,deepl.com,DE,Generative AI & Model Labs,AI Language & Translation Models,1200,~€300M ($320M+) ARR (2025); large enterprise customer base,"Germany's largest independent language-AI company, revenue comfortably above the $250M affordability bar, looking to extend its consumer brand beyond translation."
149,Figure AI,figure.ai,US,Generative AI & Model Labs,Humanoid Robotics Foundation Models,500,$1.9B raised total; Series C at $39B valuation (Sep 2025),"One of the best-funded humanoid-robotics foundation-model companies globally, building a consumer-facing brand well beyond its factory-floor customer base."
150,Hugging Face,huggingface.co,US,Generative AI & Model Labs,Open-Source Model Platform & AI Community,870,$235M+ raised at a $4.5B valuation (historical round); central infrastructure for the global open-source AI ecosystem,"The most globally recognized brand among AI developers (NYC/Paris dual base); sponsorship would reach a huge, highly engaged technical audience worldwide."
151,Krutrim,olakrutrim.com,IN,Generative AI & Model Labs,Sovereign LLM & AI Cloud,420,$250M+ raised total; India's first AI unicorn,India's leading sovereign LLM + AI-cloud company (Ola-backed); a flagship national-champion brand for a market F1 is actively courting.
152,MiniMax,minimaxi.com,CN,Generative AI & Model Labs,Multimodal Foundation Models,400,"$1.15B raised total; Hong Kong IPO raised $619M (late 2025/early 2026), ~$6B valuation","Shanghai multimodal (text/image/video/audio) model leader, newly public, actively building global brand recognition outside China."
153,Perplexity AI,perplexity.ai,US,Generative AI & Model Labs,AI Search & Answer Engines,1400,"$1.72B raised total; $500M Series E (May 2025, Accel/Nvidia/Bezos); $22.6B valuation (Jan 2026)","Mainstream consumer AI brand (backed by Nvidia, Jeff Bezos, SoftBank) racing Google/OpenAI for search mindshare; global sports sponsorship fits its consumer-brand ambitions and it is not affiliated with any current F1 partner."
154,Pony.ai,pony.ai,CN,Generative AI & Model Labs,Autonomous-Driving AI (Robotaxi),510,Nasdaq-listed public company; revenue est. $500M-1B,"Leading Chinese robotaxi/autonomous-driving AI company, publicly listed with strong balance sheet, expanding into the Middle East and Europe."
155,Poolside,poolside.ai,US,Generative AI & Model Labs,Code Foundation Models,350,$250M+ raised total; revenue est. $75-200M,"French-founded, SF-based frontier code-generation lab building AGI for software engineering, well capitalized and expanding enterprise footprint in Europe and the US."
156,Preferred Networks,preferred.jp,JP,Generative AI & Model Labs,AI & Robotics Research,700,"Valuation >$2B (Japan's most valuable AI unicorn); backed by Toyota, Fanuc, NTT","Japan's premier deep-learning/robotics/chip research company, with industrial-giant backers already comfortable with large sponsorship spend."
157,Runway,runwayml.com,US,Generative AI & Model Labs,Video & World-Model Generation,380,$860M raised total; $315M Series E Feb 2026 at $5.3B valuation,"Pioneer of AI video/world models with strong ties to film, advertising and now automakers (AMD/Adobe Ventures backing) — visual-media DNA suited to motorsport content."
158,Sakana AI,sakana.ai,JP,Generative AI & Model Labs,Foundation Model R&D,250,$365M raised total; $135M Series B (Nov 2025) at $2.6B valuation,"Japan's leading independent frontier-AI lab (founded by ex-Google Brain researchers), now pushing into defense and banking verticals that value global visibility."
159,StepFun,stepfun.com,CN,Generative AI & Model Labs,Multimodal Foundation Models,400,$1.2B+ raised total (incl. $718M round Jan 2026); planned HK IPO 2026 at ~$10B valuation,"Tencent-backed multimodal/agent foundation-model company scaling fast toward an IPO, with clear appetite for global-brand investment."
160,Suno,suno.com,US,Generative AI & Model Labs,AI Music Generation,450,$100-250M raised; revenue est. $25-75M and growing fast,"Leading AI music-generation platform with strong entertainment/consumer-culture appeal, a natural fit for F1's music and lifestyle-adjacent activations."
161,Synthesia,synthesia.io,GB,Generative AI & Model Labs,AI Video & Avatar Generation,780,$536M raised total; ~$150M ARR (2026) and $4B valuation (GV/Nvidia-backed),"UK's leading AI video-avatar company, well past profitability thresholds on revenue growth, expanding into enterprise and broadcast use cases globally."
162,Technology Innovation Institute (TII),tii.ae,AE,Generative AI & Model Labs,Government-Backed Foundation Model Research,1250,Revenue est. $200-500M; government-funded (Abu Dhabi Advanced Technology Research Council),Builds the open-weight Falcon LLM family for Abu Dhabi; state-backed research institute in a market already deeply tied to F1 (Abu Dhabi GP host).
163,Uniphore,uniphore.com,US,Generative AI & Model Labs,Enterprise Conversational & Agentic AI,880,"$600M+ raised historically; 2,500+ enterprise customers across US, India, Israel, APAC","Global ""Business AI"" platform (Palo Alto HQ, deep India/Israel/APAC footprint) with the multi-region presence a global F1 calendar rewards."
164,Waabi,waabi.ai,CA,Generative AI & Model Labs,Autonomous-Trucking World Models,330,$280M+ raised across rounds (incl. $200M Series B),"Toronto-based world-model company for autonomous trucking, founded by ex-Uber ATG chief scientist Raquel Urtasun, well capitalized and US-expanding."
165,Wayve,wayve.ai,GB,Generative AI & Model Labs,Autonomous-Driving World Models,1200,$2.5B+ raised total; $1.2B Series D Feb 2026 at $8.6B valuation (SoftBank/Nvidia/Microsoft/Uber),"UK embodied-AI/world-model leader for autonomous driving, backed by automotive-adjacent investors (Nvidia, Uber, Microsoft) — a natural motorsport-tech story."
166,WeRide,weride.ai,CN,Generative AI & Model Labs,Autonomous-Driving AI (Robotaxi),570,Dual-listed public company (Nasdaq: WRD / HKEX: 0800),"First dual-US/HK-listed robotaxi company, licensed to operate in the UAE, Saudi Arabia, France, Switzerland and Singapore — an international footprint mirroring F1's calendar."
167,Writer,writer.com,US,Generative AI & Model Labs,Enterprise Agentic AI,550,$369M+ raised total; $200M Series C at $1.9B valuation,"Enterprise generative-AI platform with full-stack proprietary models, scaling internationally and seeking brand differentiation from larger rivals."
168,Zhipu AI (Z.ai),z.ai,CN,Generative AI & Model Labs,Frontier LLM Labs,1100,"$1.5B raised total; Hong Kong-listed, market cap peaked ~$112B (May 2026)",China's first publicly listed frontier-LLM company (GLM models); now needs an international consumer brand story to match its listed-company scale.
169,4Paradigm,4paradigm.com,China,Generative AI & Model Labs,Enterprise AI platform,1300,HKEX-listed (6682.HK); revenue ~RMB 5.3B (~$730M) 2024,Leading Chinese enterprise-AI vendor internationalizing beyond China; F1's Shanghai GP and global footprint aid expansion.
170,Airtable,airtable.com,United States,Generative AI & Model Labs,AI-native app platform,700,Reported ARR >$350M; cash-flow positive; $11B peak valuation,Repositioned in 2025 as an AI-native app platform; needs to re-ignite brand momentum with business builders globally.
171,Boomi,boomi.com,United States,Generative AI & Model Labs,Integration & AI agent management (Agentstudio),1800,ARR ~$500M; Francisco Partners/TPG-owned,"Agentstudio push into agentic AI with 25,000+ customers; PE owners funding aggressive category marketing."
172,ClickHouse,clickhouse.com,United States,Generative AI & Model Labs,Real-time analytics / vector database for AI,500,$350M Series C (May 2025) at $6.35B valuation,Powers observability and analytics for AI-native companies; real-time speed narrative is a natural F1 fit.
173,Cloudera,cloudera.com,United States,Generative AI & Model Labs,Hybrid data & AI platform,2800,Revenue ~$1B; KKR/CD&R-owned,Private-equity-backed data/AI platform relaunching around enterprise AI; needs global brand refresh vs Databricks/Snowflake.
174,Cribl,cribl.io,United States,Generative AI & Model Labs,Telemetry data engine for IT & AI,800,$319M Series E (Aug 2024) at $3.5B valuation; ARR >$200M,Data-engine challenger to excluded incumbents (Splunk); bold goat-mascot marketing culture suits high-visibility sport plays.
175,Dataiku,dataiku.com,United States,Generative AI & Model Labs,MLOps / enterprise AI platform,1400,ARR >$300M; raised ~$1B total (last round at $3.7B valuation),Enterprise AI platform selling to CIOs/CDOs globally; French-founded with strong EMEA presence aligned to F1 markets.
176,DataRobot,datarobot.com,United States,Generative AI & Model Labs,MLOps / automated ML platform,835,Est. revenue ~$285M; >$1B raised historically ($6.3B peak valuation),Proven F1 category buyer (former BWT Alpine partner); agentic AI repositioning needs visibility; warm re-entry pitch.
177,DDN,ddn.com,United States,Generative AI & Model Labs,AI data intelligence / storage software,1000,"$300M Blackstone investment (Jan 2025) at $5B valuation; profitable, self-reported revenue >$500M",Powers data infrastructure behind NVIDIA-scale AI factories; direct rival VAST Data just bought into F1 — category is moving.
178,Elastic,elastic.co,Netherlands,Generative AI & Model Labs,Search AI / vector database & observability,3300,Public (NYSE: ESTC); revenue ~$1.5B FY2025,Search AI and vector database leader in a crowded GenAI stack fight; global developer and enterprise audience.
179,Fivetran,fivetran.com,United States,Generative AI & Model Labs,Data movement / AI data pipelines,1300,"ARR >$300M standalone (~$600M combined post dbt Labs merger, 2025)",Post-merger data platform positioning itself as the data layer for enterprise AI; needs a global brand moment vs Databricks/Snowflake.
180,Fractal Analytics,fractal.ai,India,Generative AI & Model Labs,Enterprise AI platforms & services,4300,Revenue ~$300M; IPO filed 2025 (~$3.5B valuation),India's AI flagship heading into IPO; global Fortune 500 client base and a brand-building window that F1 accelerates.
181,Grafana Labs,grafana.com,United States,Generative AI & Model Labs,Observability / AI & LLM monitoring,1300,$270M round (Aug 2024) at $6B valuation; ARR >$350M,Dashboards beloved by the engineers who already watch F1 telemetry graphics; huge open-source community for activation.
182,JFrog,jfrog.com,Israel,Generative AI & Model Labs,Software supply chain / MLOps (JFrog ML),1700,"Public (NASDAQ: FROG); revenue ~$500M, FCF positive",'Liquid software' delivery brand extending into ML model management; speed-of-release narrative pairs with F1 engineering.
183,LogicMonitor,logicmonitor.com,United States,Generative AI & Model Labs,AI observability (Edwin AI),1100,$800M PE investment (Nov 2024) at $2.4B valuation; ARR ~$300M,Freshly capitalized for an AI-ops land grab; needs brand awareness against Datadog/Dynatrace — a sponsor-driven playbook.
184,Mercor,mercor.com,United States,Generative AI & Model Labs,Expert data / RLHF talent marketplace,400,$350M Series C at $10B valuation (Oct 2025); >$150M raised in last 24 months,Hypergrowth AI-data challenger competing with Scale/Surge for lab and enterprise contracts; global talent marketplace narrative fits F1's worldwide reach. (Clay-verified 201-500 core employees)
185,n8n,n8n.io,Germany,Generative AI & Model Labs,AI workflow automation / agent orchestration,450,~$240M raised across 2025-26 rounds (incl. $180M at $2.5B valuation); Clay shows total funding $250M+,Breakout European AI-automation brand with viral developer community; German HQ adds European anchor for F1. (Clay-verified funding; headcount scaled ~4x in 2025)
186,New Relic,newrelic.com,United States,Generative AI & Model Labs,Observability / AI monitoring,2500,Revenue ~$1B; owned by Francisco Partners & TPG ($6.5B take-private),Competitor Dynatrace proved observability works in F1; New Relic's intelligent-observability relaunch needs a marquee platform.
187,Palantir,palantir.com,United States,Generative AI & Model Labs,AI platform (AIP) / decision intelligence,4100,"Public (NASDAQ: PLTR); revenue >$3.4B, strongly profitable",Former Scuderia Ferrari partner (through 2024) — a lapsed F1 buyer with vastly larger budget today; AIP commercial push targets global enterprises.
188,Presight AI,presight.ai,United Arab Emirates,Generative AI & Model Labs,Big data & AI analytics platform,600,"ADX-listed (G42 group); FY2025 revenue AED 3.03B (~$825M), profitable",Gulf AI champion expanding internationally (revenue +130% abroad); Abu Dhabi GP home-race synergy and sovereign backing.
189,Quantexa,quantexa.com,United Kingdom,Generative AI & Model Labs,Decision intelligence / AI data analytics,800,$175M Series F (Mar 2025) at $2.6B valuation,"British AI scale-up selling to global banks and governments; London HQ near F1's commercial heart, Silverstone halo."
190,Replit,replit.com,United States,Generative AI & Model Labs,AI app platform / agentic software creation,642,$250M raise (Sep 2025) at $3B valuation; ARR grew ~10x in 2025,Consumer-scale AI builder brand ('anyone can build software') that benefits from mass-audience reach beyond developers. (Clay-verified 642 employees)
