#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
128,Bott GmbH & Co. KG,bott.de,Germany,Vehicle equipment and tool storage systems,"~2,300",1k-5k,sentiment,"Private/family-owned; revenue undisclosed, industry estimates >EUR400M",Mobile workshop and tool-storage systems mirror the traveling garage setup of an F1 team.,,X05a
129,"Briggs & Stratton, LLC",briggsandstratton.com,United States,Small engines and outdoor power equipment,"~3,600",1k-5k,sentiment,"Private (KPS Capital Partners, post-2020 restructuring); revenue undisclosed","Iconic American small-engine brand rebuilding its market position, for which F1's US growth offers relevant exposure.",,X05a
130,Bristol Uniforms,bristoluniforms.com,United Kingdom,Workwear & protective clothing,~250,250-1k,sentiment,low,Private UK firefighter/protective-workwear manufacturer supplying fire and emergency services internationally.,,X05b
131,Carl Cloos Schweisstechnik GmbH,cloos.de,Germany,Welding robotics and automation,~750,250-1k,sentiment,Private/family-owned; revenue undisclosed,Robotic welding automation specialist relevant to precision chassis/component fabrication in motorsport.,yes,X05a
132,"Channellock, Inc.",channellock.com,United States,"Pliers and hand tools, made in USA",~300,250-1k,sentiment,"Private/family-owned; small-cap, revenue undisclosed",Iconic American-made hand-tool brand; F1's growing US fanbase is an attractive audience for a heritage manufacturer.,,X05a
133,Cornwell Quality Tools Co.,cornwelltools.com,United States,"Professional automotive hand tools, mobile tool distribution",~250 (plus franchise network),250-1k,sentiment,Private; revenue undisclosed,Mobile tool-truck distribution model to garages/pit crews maps directly onto motorsport workshop culture.,,X05a
134,DASSY,dassy.com,Belgium,Workwear & protective clothing,~300,250-1k,sentiment,low,Private Belgian workwear manufacturer with a strong European trade-customer following.,,X05b
135,"Deerfos Co., Ltd.",deerfos.com,South Korea,Coated abrasives and grinding wheels,"~1,000",250-1k,sentiment,"KOSDAQ listed; revenue undisclosed, mid-cap","Korean abrasives exporter seeking Western brand recognition, for which F1 offers global visibility.",,X05a
136,E. Zoller GmbH & Co. KG,zoller.info,Germany,"Tool presetting, measuring and management systems","~1,300",1k-5k,sentiment,Private/family-owned; revenue undisclosed,Tool-measurement and management systems mirror the precision-data culture F1 teams already market heavily.,yes,X05a
137,EIS Inc.,eisinc.com,United States,Electrical & industrial distribution,"~1,700",1k-5k,sentiment,low,Long-established electrical/industrial insulation distributor with a national branch network and relationship-based sales.,,X05b
138,Ejendals,ejendals.com,Sweden,Safety equipment & PPE,~250,250-1k,sentiment,low,Private Swedish PPE glove manufacturer with a pan-European industrial distributor network.,,X05b
139,Emuge-Franken GmbH,emuge-franken.com,Germany,"Precision taps, thread mills and clamping technology","~2,300",1k-5k,sentiment,Private/family-owned; revenue undisclosed,"Precision threading-tool specialist to the automotive sector, positioned for a technical-credibility F1 story.",yes,X05a
140,Estwing Manufacturing Company,estwing.com,United States,"Hammers and striking hand tools, made in USA",~180,100-250,sentiment,Private/family-owned; revenue undisclosed,Small heritage American manufacturer for whom F1's growing US audience offers outsized brand exposure.,,X05a
141,EWM AG,ewm-group.com,Germany,Welding technology and equipment,~700,250-1k,sentiment,Private; revenue undisclosed,"Welding-equipment maker serving automotive fabrication shops, relevant to F1's chassis-build narrative.",yes,X05a
142,Gedore Group,gedore.com,Germany,Professional hand tools and tool systems,"~2,400",1k-5k,sentiment,"Private (Gedore Beteiligungs); revenue undisclosed, est. >EUR300M",Long industrial-tool heritage with export focus could use F1's international audience for brand-building.,,X05a
143,Hazet-Werk Hermann Zerver GmbH & Co. KG,hazet.de,Germany,Professional automotive hand tools and tool trolleys,~450,250-1k,sentiment,Private/family-owned; revenue undisclosed,Automotive workshop tool-trolley specialist; a natural garage/pit-box visual sponsor.,,X05a
144,Hermes Schleifmittel GmbH,hermes-abrasives.com,Germany,Coated and bonded abrasives,"~1,200",1k-5k,sentiment,Private; revenue undisclosed,Mid-size German abrasives maker relevant to composite/bodywork finishing in motorsport fabrication shops.,,X05a
145,IBT Industrial Solutions,ibtinc.com,United States,Bearings & power transmission distribution,~700,250-1k,sentiment,low,Employee-owned bearings and power-transmission distributor with a strong regional industrial customer base.,,X05b
146,"JPW Industries, Inc. (Jet, Powermatic, Wilton)",jettools.com,United States,"Industrial and woodworking machinery, vises and tools",~600,250-1k,sentiment,Private (management/PE-backed); revenue undisclosed,"Workshop machinery and vise brands used in fabrication shops, relevant to an F1 constructor's build operations.",,X05a
147,Kemppi Oy,kemppi.com,Finland,Arc welding equipment,~800,250-1k,sentiment,"Private/family-owned; revenue undisclosed, industry estimates ~EUR200M",Nordic welding-technology specialist for whom F1's engineering-precision story is a natural marketing angle.,yes,X05a
148,Kirby Risk,kirbyrisk.com,United States,Electrical & industrial distribution,~700,250-1k,sentiment,low,Employee-owned Indiana-based electrical/industrial distributor with long-standing regional manufacturing relationships.,,X05b
149,"Klein Tools, Inc.",kleintools.com,United States,Professional hand tools for electricians and trades,"~4,500",1k-5k,sentiment,"Private/family-owned since 1857; revenue undisclosed, industry estimates >$500M","150+ year US trade-tool leader with growing global ambitions that F1's US-market growth (Miami, Vegas, Austin) could serve.",,X05a
150,Klingspor GmbH,klingspor.com,Germany,Coated and bonded abrasives,"~2,700",1k-5k,sentiment,"Private/family-owned; revenue undisclosed, industry estimates >EUR400M","Composite/carbon-fibre sanding abrasives are used in every F1 bodywork shop, a direct product-relevance story.",,X05a
151,Knipex-Werk C. Gustav Putsch KG,knipex.com,Germany,Precision pliers and cutting hand tools,"~2,300",1k-5k,sentiment,"Private/family-owned; revenue undisclosed, industry estimates in the hundreds of millions EUR",World's leading pliers specialist; garage/pit-crew hand-tool visibility is a direct fit for its trade image.,,X05a
152,Lakeland Industries,lakeland.com,United States,Safety equipment & PPE,"~1,300",1k-5k,sentiment,low,Nasdaq-listed protective-clothing manufacturer serving industrial and hazmat B2B customers globally.,,X05b
153,"Leatherman Tool Group, Inc.",leatherman.com,United States,Multi-tools and pocket tools,~500,250-1k,sentiment,Private; revenue undisclosed,"Compact multi-tools fit the trackside mechanic's kit, and the brand has consumer reach beyond core trades.",yes,X05a
154,LMT Group,lmt-tools.com,Germany,"Precision cutting tools (taps, thread mills, saw blades)","~1,800",1k-5k,sentiment,Private; revenue undisclosed,Mid-size precision tooling specialist for automotive/aerospace that could use F1 for brand credibility.,,X05a
155,Lorch Schweisstechnik GmbH,lorch.eu,Germany,Arc welding machines and technology,~350,250-1k,sentiment,Private/family-owned; revenue undisclosed,Mid-size German welding-technology specialist that could use F1 to build international brand awareness.,,X05a
156,Macfarlane Group,macfarlanegroup.com,United Kingdom,Packaging & shipping supplies,"~1,700",1k-5k,sentiment,medium,LSE-listed UK packaging distribution and manufacturing group with a broad industrial customer base.,,X05b
157,Mascot,mascotworkwear.com,Denmark,Workwear & protective clothing,~600,250-1k,sentiment,low,Private Danish workwear manufacturer with a strong pan-European trade and industrial customer base.,,X05b
158,Metal Supermarkets,metalsupermarkets.com,Canada,Metals service centers,~300,250-1k,sentiment,low,Franchise network of small-quantity metal supply stores across North America/UK serving fabricators and machine shops.,,X05b
159,Migatronic A/S,migatronic.com,Denmark,Arc welding equipment,~750,250-1k,sentiment,"Nasdaq Copenhagen listed; revenue undisclosed, small-cap",Publicly listed Nordic welding-equipment maker that could use F1 exposure to expand beyond its home markets.,yes,X05a
160,Norbar Torque Tools Ltd,norbar.com,United Kingdom,Precision torque wrenches and torque tools,~350,250-1k,sentiment,Private/employee-owned; revenue undisclosed,Torque-tool specialist whose product is literally what tightens wheel nuts in an F1 pit stop.,yes,X05a
161,Paul Horn GmbH,phorn.de,Germany,"Precision cutting tools for grooving, parting and milling","~2,500",1k-5k,sentiment,Private/family-owned; revenue undisclosed,High-precision cutting-tool maker whose tolerance-engineering story matches F1's own marketing themes.,,X05a
162,PB Swiss Tools AG,pbswisstools.com,Switzerland,Precision screwdrivers and Swiss-made hand tools,~200,100-250,sentiment,Private/family-owned; revenue undisclosed,Swiss precision-engineering identity mirrors F1's own precision-engineering marketing themes.,,X05a
163,Protective Industrial Products (PIP),piponline.com,United States,Safety equipment & PPE,"~1,000",250-1k,sentiment,low,Odyssey Investment Partners-backed global PPE manufacturer selling through industrial distribution channels.,,X05b
164,Radians,radians.com,United States,Safety equipment & PPE,~500,250-1k,sentiment,low,Private US safety-eyewear and PPE manufacturer with a strong industrial-distributor channel network.,,X05b
165,Raja Group,rajagroup.com,France,Packaging & shipping supplies,"~2,200",1k-5k,sentiment,medium,Large private European packaging-supplies distributor (Raja/Rajapack) serving industrial and e-commerce B2B customers.,,X05b
166,Raptor Supplies,raptorsupplies.com,United Kingdom,Broadline MRO distribution,~200,100-250,sentiment,low,Fast-growing online industrial-tools marketplace expanding into Asia/Middle East — smaller but ambitious B2B brand seeking visibility.,,X05b
167,Red Wing Shoes,redwingshoes.com,United States,Workwear & protective clothing,"~2,000",1k-5k,sentiment,medium,"Private, century-old American work-boot brand with strong industrial/trade brand equity and dealer network.",,X05b
168,REMS GmbH & Co KG,rems.de,Germany,Pipe processing and plumbing/sanitary tools,~900,250-1k,sentiment,Private/family-owned; revenue undisclosed,Precision pipe-processing tool maker relevant to trackside fluid-system and plumbing fabrication needs.,,X05a
169,SK Hand Tool Corporation,skhandtool.com,United States,"Professional hand tools, made in USA",~250,250-1k,sentiment,Private; revenue undisclosed,US-made hand-tool specialist that could use F1's American race weekends to build trade-brand visibility.,,X05a
170,Stahlwille Eduard Wille GmbH & Co. KG,stahlwille.de,Germany,Precision torque wrenches and professional hand tools,~700,250-1k,sentiment,Private/family-owned; revenue undisclosed,Torque-wrench specialism is literally a pit-lane wheel-gun/torque-tool story.,,X05a
171,Superior Glove,superiorglove.com,Canada,Safety equipment & PPE,"~1,000",250-1k,sentiment,low,Private Canadian industrial glove manufacturer with a strong North American distributor and industrial-customer network.,,X05b
172,The L.S. Starrett Company,starrett.com,United States,Precision measuring tools and instruments,"~1,400",1k-5k,sentiment,NYSE American listed; revenue >$140M,Precision-measurement heritage brand (since 1880) for which F1's engineering-tolerance story is a natural fit.,yes,X05a
173,Tranemo Workwear,tranemo.com,Sweden,Workwear & protective clothing,~150,100-250,sentiment,low,Private Swedish flame-retardant workwear specialist serving industrial and energy-sector B2B customers across Europe.,,X05b
174,TTS Tooltechnic Systems (Festool),festool.com,Germany,Premium corded/cordless power tools for trade craftsmen,"~4,200",1k-5k,sentiment,Private; industry estimates put group revenue in the high hundreds of millions EUR,Precision-engineered premium tools mirror F1's engineering story; no known motorsport tie today.,yes,X05a
175,"Uryu Seisaku, Ltd.",uryu.co.jp,Japan,Pneumatic torque tools and industrial fastening systems,~400,250-1k,sentiment,Private; revenue undisclosed,Pneumatic torque-tool maker whose products mirror the wheel guns used in F1 pit stops.,,X05a
176,Vargus Ltd.,vargus.com,Israel,Threading and grooving cutting tools,~600,250-1k,sentiment,Private; revenue undisclosed,Specialist threading-tool maker to the automotive sector that could use F1 for international brand credibility.,,X05a
177,VSM AG,vsmabrasives.com,Germany,"Coated abrasives (sandpaper, belts, discs)",~800,250-1k,sentiment,Private; revenue undisclosed,Mid-size abrasives specialist for whom F1's bodywork/livery prep work is a plausible product showcase.,,X05a
178,Walter Surface Technologies,walter.com,Canada,"Abrasives, surface finishing and cutting tools","~1,700",1k-5k,sentiment,"Private; revenue undisclosed, industry estimates >$300M",Surface-finishing and metalworking tools used in automotive fabrication align with F1 build-shop needs.,,X05a
179,Weiler Abrasives Group,weilerabrasives.com,United States,"Abrasives, brushes and surface conditioning tools","~1,600",1k-5k,sentiment,"Private (Trilantic Capital); revenue undisclosed, industry estimates >$300M",Surface-conditioning and finishing tools used in composite/metal fabrication fit an F1 build-shop sponsorship story.,,X05a
180,Wera Werkzeuge GmbH,wera.de,Germany,Precision screwdrivers and bit/torque tools,~950,250-1k,sentiment,Private/family-owned; revenue undisclosed,Color-coded torque tools already resemble pit-crew kit aesthetics — a visual match for trackside branding.,,X05a
181,Wiha Werkzeuge GmbH,wiha.com,Germany,"Precision hand tools, screwdrivers, insulated tools","~1,100",1k-5k,sentiment,Private/family-owned; revenue undisclosed,Precision-tool positioning for electronics/automotive trades aligns with F1's high-precision engineering story.,,X05a
182,Wolfcraft GmbH,wolfcraft.com,Germany,"Clamps, workbenches and DIY tool accessories",~450,250-1k,sentiment,Private/family-owned; revenue undisclosed,Workshop accessories maker for whom F1's DIY/trade crossover audience offers relevant brand exposure.,,X05a
183,Wright Tool Company,wrighttool.com,United States,American-made professional hand tools,~350,250-1k,sentiment,Private; revenue undisclosed,Small heritage American hand-tool manufacturer for whom F1's US audience growth is an outsized opportunity.,,X05a
184,"YG-1 Co., Ltd.",yg1.kr,South Korea,"Cutting tools (drills, taps, end mills)","~3,500",1k-5k,sentiment,"KOSDAQ listed; revenue undisclosed, mid-cap","Global cutting-tool exporter looking to build brand recognition in Europe/US, for which F1 offers reach.",,X05a
185,Zhuzhou Cemented Carbide Cutting Tools Co. (ZCC-CT),zccct.com,China,Carbide cutting tools,"~3,000",1k-5k,sentiment,State-linked Chinese manufacturer; revenue undisclosed,"China's largest carbide cutting-tool maker seeking global brand recognition, for which F1's China race weekend is a natural stage.",,X05a
