sector_tab,tab_priority,rank_in_tab,priority_score,key_brand,company,domain,hq_country,niche,employees_est,size_band,tag,timing_signal,other_sport_deal,affordability,why_f1
Commercial Vehicles,30,38,50,,Develon (Doosan Infracore),develon-ce.com,South Korea,"Off-Highway - Construction Equipment (excavators, wheel loaders)","~4,600",1k-5k,core,,,"Revenue ~$3.0B (2023), part of HD Hyundai group, profitable",Rebranded global excavator/wheel-loader maker (ex-Doosan Infracore) expanding brand recognition after 2023 rename - F1 gives an instant global reset for the new name.
Commercial Vehicles,30,39,50,,Ebusco N.V.,ebusco.com,Netherlands,,500+,250-1k,core,,,"Revenue >€100M; Amsterdam-listed pure-play electric bus manufacturer, high-growth profile",Publicly listed European e-bus pure-play with strong growth narrative (lightweight composite buses); smaller scale but public capital-market visibility fits a growth-tier sponsorship story
Commercial Vehicles,30,40,50,,Einride AB,einride.tech,Sweden,,600+,250-1k,core,,,Raised >$500M cumulative across rounds; valuation reported above $1B at prior Series C,"Autonomous electric-freight pioneer (Scandinavia-born, expanding to US) with strong ESG/tech growth narrative and no motorsport sponsorship"
Commercial Vehicles,30,41,50,,Element Fleet Management,elementfleet.com,Canada,Fleet Leasing & Management,"~2,700",1k-5k,core,,,"TSX:EFN; one of the world's largest fleet-management companies, revenue well above the $200M gate.",Publicly traded North American fleet-management leader with global reach and no F1 presence.
Commercial Vehicles,30,42,50,,Federal Signal Corporation,federalsignal.com,United States,,3500+,1k-5k,core,,,"Revenue >$1.5B; NYSE-listed, leading maker of street sweepers and municipal/safety vehicles",Public US municipal-vehicle leader with strong margins and brand headroom; F1-clean
Commercial Vehicles,30,43,50,,Fontaine Trailer Company,fontainetrailer.com,United States,Semi-Trailers,"~2,000",1k-5k,core,,,Part of Marmon Holdings (Berkshire Hathaway); major US trailer manufacturer with parent-level backing far above the gate.,"Berkshire Hathaway-owned US trailer manufacturer (flatbed, container-chassis brands) with no motorsport sponsorship."
Commercial Vehicles,30,44,50,,Fraikin,fraikin.com,France,Commercial Fleet Leasing,"~3,000",1k-5k,core,,,"Privately/PE-backed French truck-leasing leader; est. revenue in the several-hundred-million-euro range, clearing the $200M gate.","France's largest independent truck-leasing company, home-market relevance to the French GP, and no motorsport sponsorship."
Commercial Vehicles,30,45,50,,"Furukawa Co., Ltd.",furukawakk.co.jp,Japan,Off-Highway - Hydraulic Breakers & Rock Drills,"~1,200",1k-5k,core,,,"TSE-listed; established Japanese industrial group with a dedicated off-highway attachment business, revenue clearing the gate.",Publicly traded Japanese maker of hydraulic breakers and rock drills for construction/mining; no F1 sponsorship.
Commercial Vehicles,30,46,50,,Great Dane LLC,greatdane.com,United States,,3000+,1k-5k,core,,,"Revenue >$1.5B (est.); Duchossois Group-owned, top-3 US trailer manufacturer",Privately held major US trailer OEM with strong regional dealer network and headroom for a premium brand investment
Commercial Vehicles,30,47,50,,Grimme Group,grimme.com,Germany,Off-Highway - Root Crop Harvesting Machinery,"~2,700",1k-5k,core,,,"Private, profitable family-owned, est. revenue ~EUR700M",World-leading potato/root-crop harvesting equipment maker; niche category leader with global export reach and family capital to invest in brand-building.
Commercial Vehicles,30,48,50,,Haldex AB,haldex.com,Sweden,Brake Systems & Air Suspension for CVs/Trailers,"~2,000",1k-5k,core,,,Nasdaq Stockholm-listed (HLDX); FY2023 revenue ~SEK4.2B (~$400M) — clears revenue gate,Nordic-listed commercial-vehicle brake specialist with public visibility and no motorsport sponsorship; F1-clean.
Commercial Vehicles,30,49,50,,Harbinger Motors Inc,harbingermotors.com,United States,,300+,250-1k,core,,,"Raised $560M+ to date; $1.99B valuation as of mid-2026 (Series D-1), backers include FedEx, THOR Industries","Fast-scaling medium-duty EV chassis maker with FedEx as strategic investor/customer; textbook growth-tier F1 sponsorship candidate, F1-clean"
Commercial Vehicles,30,50,50,,Haulotte Group,haulotte.com,France,Off-Highway - Aerial Work Platforms,"~2,700",1k-5k,core,,,"Revenue ~EUR710M (2023), profitable Euronext Paris-listed",France's leading global AWP maker; French motorsport-nation identity and rental-fleet visibility make it a natural F1 access-equipment partner.
Commercial Vehicles,30,51,50,,HD Hyundai Infracore,hd-hyundaiinfracore.com,South Korea,,4000+,1k-5k,core,,,"Revenue >$3.5B; Seoul-listed, part of HD Hyundai group, major construction-equipment exporter","Global top-10 construction equipment maker under the HD Hyundai umbrella, distinct from Hyundai Motor's F1-clean passenger business; strong export growth"
Commercial Vehicles,30,52,50,,Hidromek,hidromek.com.tr,Turkey,"Off-Highway - Construction Equipment (excavators, backhoe loaders)","~1,500",1k-5k,core,,,"Private, profitable, est. revenue ~$400M, Turkey's largest construction-equipment exporter",Turkey's leading construction-equipment exporter with growing Europe/Middle East/Africa reach; national-champion brand seeking global visibility.
Commercial Vehicles,30,53,50,,Horsch Maschinen GmbH,horsch.com,Germany,"Off-Highway - Agricultural Equipment (tillage, seeding)","~2,700",1k-5k,core,,,"Private, profitable family-owned, est. revenue ~EUR700M",Fast-growing German precision-farming equipment maker with strong Eastern Europe/Americas export growth; family capital for an ambitious global brand push.
Commercial Vehicles,30,54,50,,Hyundai Motor Company – Commercial Vehicle Division,hyundai-truckbus.com,South Korea,,5000+,1k-5k,core,,,Parent Hyundai Motor Group revenue >$180B; CV division a major Korean/global truck-bus exporter,Distinct commercial-vehicle business unit from Hyundai Motor's passenger-car marketing; no F1 presence and strong export footprint across F1 host countries
Commercial Vehicles,30,55,50,,Hyundai Translead,hyundai-translead.com,United States,Semi-Trailers,"~3,500",1k-5k,core,,,Subsidiary of Hyundai Motor Group; major North American trailer manufacturer with parent-level financial backing far above the gate.,"Hyundai Motor Group's dedicated North American trailer-manufacturing arm, distinct from its passenger/CV motor divisions; no F1 tie."
Commercial Vehicles,30,56,50,,Hyva Group,hyva.com,Netherlands,Off-Highway - Hydraulic Systems & Cranes for CVs,"~3,500",1k-5k,core,,,"Private-equity owned (Unitas Capital); group revenue above €500M, clearing the revenue gate.",Global commercial-vehicle hydraulics and loader-crane leader with strong emerging-market distribution and no F1 tie.
Commercial Vehicles,30,57,50,,International Tractors Limited (Sonalika),sonalika.com,India,Off-Highway - Agricultural Tractors,"~5,000",1k-5k,core,,,"Private, profitable, est. revenue ~$1B, India's #3 tractor brand and top exporter",India's leading tractor exporter with ambitions to be a top-5 global brand; growth story and Indian F1 fanbase surge make this a timely target.
Commercial Vehicles,30,58,50,,Irizar S. Coop.,irizar.com,Spain,,4500+,1k-5k,core,,,"Revenue >€1B; Basque cooperative, major European coachbuilder and e-bus maker",Leading Spanish coachbuilder with strong Latin American footprint and no international motorsport sponsorship; home-market relevance to Spanish GP
Commercial Vehicles,30,59,50,,Iseki & Co.,iseki.co.jp,Japan,,3500+,1k-5k,core,,,"Revenue >¥130B (~$900M); Tokyo-listed, established Japanese tractor and agri-equipment maker",Established Japanese agri-equipment exporter with steady profitability and headroom for premium brand investment
Commercial Vehicles,30,60,50,,Jost Werke SE,jost-world.com,Germany,Fifth Wheels & Coupling Systems for Trucks/Trailers,"~4,000",1k-5k,core,,,Frankfurt-listed (JST); FY2023 revenue ~€1.1B — clears revenue gate,Global category leader in truck-trailer coupling technology with a public growth story and no sports-sponsorship platform; F1-clean.
Commercial Vehicles,30,61,50,,Karsan Otomotiv,karsan.com,Turkey,,1500+,1k-5k,core,,,Revenue >$400M; Istanbul-listed van/minibus/electric-bus maker,"Turkish EV-bus pioneer (Jest Electric, Atak Electric) expanding across Europe with growth capital; no F1 presence"
Commercial Vehicles,30,62,50,,Kennards Hire,kennards.com.au,Australia,Equipment Rental at Scale,"~2,500",1k-5k,core,,,Privately held (family-owned); Australia/NZ's largest independent equipment-rental network with credible scale well above the revenue gate.,Australia's largest independent equipment renter with deep national brand recognition and no F1 sponsorship.
Commercial Vehicles,30,63,50,,Kobelco Construction Machinery Co.,kobelco-kenki.co.jp,Japan,,5000+,1k-5k,core,,,Parent Kobe Steel revenue >¥2T; Kobelco a major global excavator brand,Established Japanese excavator specialist with strong emerging-market export network and no motorsport sponsorship
Commercial Vehicles,30,64,50,,Lemken GmbH & Co. KG,lemken.com,Germany,Agricultural Tillage & Seeding Implements,"~1,800",1k-5k,core,,,Privately held family company; est. revenue ~€500-550M — clears revenue gate on estimate,Established German precision-tillage implement maker with strong European export base and family capital available for a bold brand move.
Commercial Vehicles,30,65,50,,Lindsay Corporation,lindsay.com,United States,Off-Highway - Irrigation Equipment (Zimmatic),"~1,300",1k-5k,core,,,"Revenue ~$610M (FY2024), profitable NYSE:LNN","Leading center-pivot irrigation equipment maker; smart-water-management story fits F1's sustainability platform, public small-cap seeking brand elevation."
Commercial Vehicles,30,66,50,,MAN Truck & Bus SE,man.eu,Germany,,35000+,10k+,core,,,"Revenue >€12B; Traton-owned, major European truck/bus OEM with own brand marketing spend",Direct European rival to Iveco with no motorsport platform beyond MAN's own truck racing (ETRC); global F1 exposure would differentiate vs Iveco/Scania/DAF
Commercial Vehicles,30,67,50,,Manitex International Inc,manitex.com,United States,Truck-Mounted Cranes & Boom Trucks,~400,250-1k,core,,,Nasdaq-listed (MNTX); FY2023 revenue ~$208M — clears revenue gate,"Publicly traded US boom-truck/crane maker with room for a differentiated national brand campaign; no motorsport sponsorship, F1-clean."
Commercial Vehicles,30,68,50,,Manitou Group,manitou-group.com,France,,5000+,1k-5k,core,,,"Revenue >€2.5B; Euronext Paris-listed, global leader in rough-terrain material handling equipment","Leading French off-highway equipment maker with strong European/agri-industrial customer base; F1-clean, home-market relevance to French GP"
Commercial Vehicles,30,69,50,,Manitowoc Company Inc,manitowoc.com,United States,,3500+,1k-5k,core,,,"Revenue >$1.8B; NYSE-listed, one of the world's largest crawler and mobile crane manufacturers",Iconic US crane manufacturer with global construction-industry brand recognition and no sports-sponsorship platform
Commercial Vehicles,30,70,50,,McCloskey International,mccloskeyinternational.com,Canada/Ireland,Off-Highway - Crushing & Screening Equipment,"~1,200",1k-5k,core,,,"Private, profitable, est. revenue ~$400-500M",North American/Irish crushing-and-screening equipment maker with strong aggregates/recycling-industry channel; family-owned with room to invest in a distinctive global brand platform.
Commercial Vehicles,30,71,50,,Merlo Group,merlo.com,Italy,Off-Highway - Telehandlers,"~1,600",1k-5k,core,,,"Private, profitable Italian family-owned telehandler specialist, est. revenue ~EUR700M",Italian telehandler innovator (originated the telehandler category) with motorsport-nation pride; smaller scale suits a regional/Monza-focused activation.
Commercial Vehicles,30,72,50,,Miller Industries Inc,millerind.com,United States,,1200+,1k-5k,core,,,"Revenue >$700M; NYSE-listed, world's largest tow truck/wrecker manufacturer",Publicly traded global leader in towing/recovery vehicles with strong margins and no motorsport tie
Commercial Vehicles,30,73,50,,Modulaire Group (Algeco),modulairegroup.com,United Kingdom,Modular Space & Site Accommodation Leasing,"~5,000",1k-5k,core,,,"Owned by Brookfield Infrastructure since 2021; leading European/APAC modular-space leasing group, revenue far above the gate.",Europe's largest modular-space and site-accommodation leasing group -- a direct fit for F1's own trackside temporary-build infrastructure; no F1 tie.
Commercial Vehicles,30,74,50,,Multotec Group,multotec.com,South Africa,Off-Highway - Mineral Processing Equipment,"~3,000",1k-5k,core,,,"Private, est. revenue ~$300-400M, profitable global mineral-processing specialist","Global mineral-processing equipment and services group with operations across Africa, Australia and the Americas; niche mining-sector brand for a targeted activation."
Commercial Vehicles,30,75,50,,Normet Group Oy,normet.com,Finland,Off-Highway - Underground Mining & Tunneling Equipment,"~1,600",1k-5k,core,,,"Private, profitable, est. revenue ~EUR500M",Specialist underground-mining/tunneling equipment maker with strong electrification push (battery-electric fleet); Nordic engineering-precision story.
Commercial Vehicles,30,76,50,,Otokar Otomotiv ve Savunma,otokar.com.tr,Turkey,,2500+,1k-5k,core,,,"Revenue >$800M; Koç Holding-affiliated, publicly listed bus/defense-vehicle maker",Turkey's leading bus/tactical-vehicle maker under Koç Holding with strong export ambitions across Europe/MEA; F1-clean
Commercial Vehicles,30,77,50,,Papé Group,pape.com,United States,Multi-Brand Equipment Dealer Network,"~4,000",1k-5k,core,,,Privately held (family-owned); large Pacific Northwest/multi-state equipment dealer with est. revenue well above the $200M gate.,"Large family-owned US multi-brand (Kenworth, Case, John Deere Construction) equipment dealer group with no F1 tie."
Commercial Vehicles,30,78,50,,Poettinger Landtechnik GmbH,poettinger.at,Austria,Off-Highway - Agricultural Implements,"~1,700",1k-5k,core,,,"Private, profitable family-owned, est. revenue ~EUR480M","Austrian ag-implements specialist (tillage, harvesting, seeding) with strong European export base; smaller scale suits a regional/Austrian-GP-linked activation."
Commercial Vehicles,30,79,50,,Ponsse Oyj,ponsse.com,Finland,Forest Harvesting Machinery,"~2,000",1k-5k,core,,,Nasdaq Helsinki-listed (PON1V); FY2023 revenue ~€748M — clears revenue gate,World-leading cut-to-length forest-harvester maker with strong Nordic industrial brand and public capital-markets visibility; F1-clean.
Commercial Vehicles,30,80,50,,RDO Equipment Co.,rdoequipment.com,United States,John Deere Ag/Construction Dealer Network,"~3,500",1k-5k,core,,,"Privately held (Gilbert family); one of the largest John Deere dealer groups, est. revenue above $2B.",Major US John Deere ag/construction equipment dealer with strong Midwest/Western footprint; no F1 tie.
Commercial Vehicles,30,81,50,,Rosenbauer International AG,rosenbauer.com,Austria,,4000+,1k-5k,core,,,"Revenue >€1.2B; Vienna-listed, world's leading fire-truck and emergency-vehicle manufacturer",Global #1 fire-apparatus maker with strong European brand and growing electrification story (RTX electric fire truck); no F1 sponsorship
Commercial Vehicles,30,82,50,,SAF-Holland SE,safholland.com,Germany,Trailer Axles & Suspension Systems,"~4,200",1k-5k,core,,,Frankfurt-listed (SFQ); FY2023 revenue ~€1.5B — clears revenue gate,Leading global trailer-axle/suspension supplier with public capital-markets visibility and no motorsport sponsorship; F1-clean.
Commercial Vehicles,30,83,50,,Schwarzmüller Group,schwarzmueller.com,Austria,Trailers & Truck Bodies,"~2,000",1k-5k,core,,,Privately held; est. revenue ~€500-550M — clears revenue gate on estimate,Leading Central European trailer/superstructure maker with strong Alpine-region logistics customer base and no motorsport sponsorship.
Commercial Vehicles,30,84,50,,"Sinoboom Intelligent Equipment Co., Ltd.",sinoboom.com,China,Off-Highway - Aerial Work Platforms,"~3,000",1k-5k,core,,,"HK-listed (2023 IPO), revenue ~RMB3.7B (2023), profitable",Fast-growing China AWP exporter expanding aggressively into Europe/US rental fleets; recent IPO capital supports a global brand push.
Commercial Vehicles,30,85,50,,Sinotruk (China National Heavy Duty Truck Group),sinotruk.com,China,,24000+,10k+,core,,,"Revenue >$14B; Hong Kong/Shenzhen-listed, HOWO brand global export leader","China's leading truck exporter (HOWO brand across Africa, ASEAN, Middle East) with no motorsport sponsorship platform; direct pressure hook via Iveco's F1 presence in emerging-market rivalry"
Commercial Vehicles,30,86,50,,Solaris Bus & Coach (CAF Group),solarisbus.com,Poland,,3500+,1k-5k,core,,,Parent CAF Group revenue >€4B; Solaris a leading European electric-bus maker,Europe's top e-bus brand (owned by Spain's CAF) with strong ESG/electrification growth story and no F1 tie
Commercial Vehicles,30,87,50,,Speedy Hire,speedyhire.com,United Kingdom,Tool & Equipment Rental,"~3,700",1k-5k,core,,,"LSE-listed (SDY); revenue in the several-hundred-million-pound range, clearing the revenue gate.",Publicly traded UK tool/equipment-rental leader with strong construction-sector reach and no motorsport sponsorship.
Commercial Vehicles,30,88,50,,"Sumitomo Construction Machinery Co., Ltd.",shi-scm.co.jp,Japan,Off-Highway - Construction Equipment (hydraulic excavators),"~5,000",1k-5k,core,,,"Part of Sumitomo Heavy Industries Group (parent revenue >$5B), profitable",Excavator specialist backed by the wider Sumitomo keiretsu; global JV network (incl. with Case/Link-Belt in the US) gives multi-region activation reach.
Commercial Vehicles,30,89,50,,Tadano Ltd,tadano.com,Japan,,4500+,1k-5k,core,,,"Revenue >¥250B (~$1.7B); Tokyo-listed, world's leading mobile crane manufacturer",Global #1 mobile/rough-terrain crane maker with strong worldwide construction-industry brand and no motorsport sponsorship
Commercial Vehicles,30,90,50,,"Takeuchi Manufacturing Co., Ltd.",takeuchi-us.com,Japan,Off-Highway - Compact Construction Equipment (mini-excavators),"~1,800",1k-5k,core,,,"Private, profitable; inventor of the mini-excavator category, est. revenue $700M-1B",Category-inventor mini-excavator brand with cult dealer/operator loyalty; smaller scale makes it better suited to a driver- or regional-level F1 activation.
Commercial Vehicles,30,91,50,,Tata Daewoo Commercial Vehicle Co.,tatadaewoo.com,South Korea,,1500+,1k-5k,core,,,Revenue >$500M; Tata Motors' Korean heavy-truck subsidiary,Distinct Korean-listed legal entity under Tata ownership serving APAC/Middle East heavy-truck export markets independently of parent's India brand budget
Commercial Vehicles,30,92,50,,Tatra Trucks a.s.,tatra.cz,Czech Republic,,2000+,1k-5k,core,,,"Revenue >$400M (est.); privately held, iconic Central European heavy off-road/military truck maker",Storied Central European heavy-truck brand (Dakar Rally legacy) with strong defense/off-road niche and no F1 tie; natural motorsport-adjacent brand fit
Commercial Vehicles,30,93,50,,Temsa Ulasim Araclari (Temsa),temsa.com,Turkey,,2000+,1k-5k,core,,,Revenue >$600M; PPF-owned Turkish bus/coach exporter to Europe and Americas,Fast-growing Turkish coach exporter (including US market entry) seeking international brand recognition; no motorsport sponsorship
Commercial Vehicles,30,94,50,,Terberg Group,terberg.com,Netherlands,,3000+,1k-5k,core,,,"Revenue >€1B (est.); privately held Dutch group, global leader in yard/terminal tractors and specialty vehicle conversions",Global leader in port/terminal tractors and municipal specialty vehicles with strong European base and no F1 presence
Commercial Vehicles,30,95,50,,"The Charles Machine Works, Inc. (Ditch Witch)",ditchwitch.com,United States,"Off-Highway - Underground Construction Equipment (trenchers, directional drills)","~1,800",1k-5k,core,,,"Private, profitable family-owned, est. revenue ~$700M","Category-defining underground-construction equipment brand (trenching, HDD); US private company with a strong contractor-community following for hospitality activation."
Commercial Vehicles,30,96,50,,The Shyft Group Inc,shyftgroup.com,United States,,2500+,1k-5k,core,,,"Revenue >$700M; NASDAQ-listed, owns Utilimaster last-mile delivery vehicle brand",Leading US last-mile delivery van/chassis body upfitter riding e-commerce growth tailwinds; no motorsport sponsorship
Commercial Vehicles,30,97,50,,Tigercat Industries Inc,tigercat.com,Canada,Forestry & Off-Road Harvesting Equipment,"~3,500",1k-5k,core,,,Privately held; industry-estimated revenue >$1B — far exceeds revenue gate,Major North American forestry-equipment maker with global export reach and no current sports-sponsorship platform; F1-clean.
Commercial Vehicles,30,98,50,,TIP Group,tipeurope.com,Netherlands,Trailer & Truck Leasing/Service Network,"~3,000",1k-5k,core,,,"Owned by I Squared Capital; pan-European and North American trailer leasing, rental and maintenance network at scale.",Continent-spanning trailer-leasing and service network with strong logistics-sector reach and no F1 tie.
Commercial Vehicles,30,99,50,,Titan Machinery,titanmachinery.com,United States,Ag & Construction Equipment Dealer Network,"~3,000",1k-5k,core,,,"Nasdaq:TITN; FY revenue ~$2B, far exceeding the revenue gate.","Publicly traded US ag/construction equipment dealer network (Case IH, CNH) with no motorsport sponsorship."
Commercial Vehicles,30,100,50,,Twin Disc Incorporated,twindisc.com,United States,Heavy-Duty Power Transmission for Off-Highway & Marine,~700,250-1k,core,,,Nasdaq-listed (TWIN); FY2023 revenue ~$260M — clears revenue gate,Public small-cap heavy-duty transmission/clutch specialist for off-highway and marine markets with room for a differentiated brand campaign; F1-clean.
Commercial Vehicles,30,101,50,,TYM Corporation,tymtractors.com,South Korea,Off-Highway - Compact & Utility Tractors,"~1,000",250-1k,core,,,KRX-listed (002900); established compact/utility tractor exporter with revenue clearing the $200M gate.,Publicly traded Korean tractor exporter with growing US/European market share; no motorsport sponsorship.
Commercial Vehicles,30,102,50,,UD Trucks Corporation,udtrucks.com,Japan,,3000+,1k-5k,core,,,Revenue >$2B; Isuzu-owned Japanese heavy-truck specialist since 2021,Distinct Japanese legal entity and brand under Isuzu ownership with its own APAC/international marketing spend; F1-clean
Commercial Vehicles,30,103,50,,Utility Trailer Manufacturing Co.,utilitytrailer.com,United States,,2500+,1k-5k,core,,,"Revenue >$1.2B (est.); privately held, one of the largest US trailer manufacturers",Long-established family-owned US trailer leader with strong balance sheet and no current sports-sponsorship platform
Commercial Vehicles,30,104,50,,VBG Group,vbggroup.com,Sweden,Truck & Trailer Coupling Systems,"~1,000",250-1k,core,,,"Nasdaq Stockholm-listed (VBG B); FY revenue above SEK4B, far exceeding the revenue gate.","Publicly traded Swedish group (Onspot, Edscha Trailer Systems, Ringfeder brands) supplying truck/trailer coupling systems; no F1 tie."
Commercial Vehicles,30,105,50,,Vermeer Corporation,vermeer.com,United States,"Off-Highway - Agricultural, Construction & Environmental Equipment","~3,000",1k-5k,core,,,"Private, profitable family-owned, est. revenue $1.5B+","Diversified US equipment maker (trenchers, balers, horizontal drills) with strong dealer network; private company with room for a bold global-brand move."
Commercial Vehicles,30,106,50,,Väderstad AB,vaderstad.com,Sweden,Agricultural Seeding & Tillage Equipment,"~1,600",1k-5k,core,,,Privately held family company; est. revenue ~SEK4B (~$380M) — clears revenue gate,Innovation-led Swedish precision-farming equipment maker with strong Nordic-to-global export growth and no sports-sponsorship platform.
Commercial Vehicles,30,107,50,,Wielton S.A.,wielton.com,Poland,Semi-Trailers & Trailers,"~2,700",1k-5k,core,,,Warsaw Stock Exchange-listed (WIL); FY2023 revenue ~PLN2.6B (~$650M) — clears revenue gate,Central/Eastern Europe's largest trailer maker with public capital-markets ambition and growing Western European export share; F1-clean.
Commercial Vehicles,30,108,50,,Wrightbus Ltd,wrightbus.com,United Kingdom,,1000+,250-1k,core,,,"Revenue >£300M; Bamford family (JCB)-backed, UK's leading hydrogen/electric bus maker","UK hydrogen-bus pioneer backed by JCB family capital, strong growth trajectory and government decarbonization tailwinds; F1-clean"
Commercial Vehicles,30,109,50,,XTRA Lease,xtralease.com,United States,Trailer Leasing,"~1,000",250-1k,core,,,"Berkshire Hathaway-owned; one of North America's largest trailer-leasing fleets, clearing the $200M gate via parent scale.",Major US trailer lessor under Berkshire Hathaway with no motorsport sponsorship and deep balance-sheet support.
Commercial Vehicles,30,110,50,,"Zhejiang Dingli Machinery Co., Ltd.",cndingli.com,China,Off-Highway - Aerial Work Platforms,"~4,000",1k-5k,core,,,"Revenue ~RMB6.9B (~$970M, 2024), highly profitable Shenzhen-listed, fastest-growing global AWP maker","China's #1 and world's #2-3 AWP maker by volume, aggressively expanding into Europe/North America - a growth-stage China challenger seeking global premium visibility."
Commercial Vehicles,30,111,46,,Anhui Heli Co.,helichina.com,China,,8000+,5k-10k,core,,,"Revenue >$2B; Shanghai-listed, one of China's top forklift manufacturers","Established Chinese forklift maker with strong export growth across Asia, Europe and LatAm; F1-clean"
Commercial Vehicles,30,112,46,,Arval (BNP Paribas),arval.com,France,Fleet Leasing,"~9,000",5k-10k,core,,,Wholly owned by BNP Paribas; global vehicle-leasing leader with parent-level balance-sheet scale far above the $200M gate.,"Global fleet-leasing leader distinct from BNP Paribas's own tennis/rugby sponsorships, with no current F1 tie."
Commercial Vehicles,30,113,46,,BEML Limited,bemlindia.in,India,"Off-Highway - Earthmoving, Mining, Defense & Rail Equipment","~7,000",5k-10k,core,,,"Revenue ~INR58B (~$700M, FY2024), profitable NSE-listed, majority government-owned","India's flagship state-owned heavy-equipment maker (mining, defense, rail); India's F1 fan growth and 'Make in India' narrative support a national-champion sponsorship story."
Commercial Vehicles,30,114,46,,BPW Bergische Achsen KG,bpw.de,Germany,Axle & Running-Gear Systems for Trailers,"~8,000",5k-10k,core,,,Privately held family group; est. group revenue >€2B — far exceeds revenue gate,One of Europe's largest trailer running-gear makers with deep family capital and no current sports-sponsorship platform; F1-clean.
Commercial Vehicles,30,115,46,,Brandt Group of Companies,brandt.ca,Canada,John Deere Ag/Construction Dealer & Manufacturer,"~5,500",5k-10k,core,,,"Privately held (Brandt family); est. group revenue above $4B, far exceeding the revenue gate.",One of the largest privately held equipment-dealer/manufacturer conglomerates in North America; no F1 tie.
Commercial Vehicles,30,116,46,,CIMC Vehicles Group,cimc-vehicles.com,China,,10000+,5k-10k,core,,,"Revenue >$3B; Shenzhen-listed, world's largest semi-trailer manufacturer by volume",Global #1 trailer/semi-trailer maker (CIMC Group subsidiary) with aggressive international expansion and no motorsport sponsorship
Commercial Vehicles,30,117,46,,Commercial Vehicle Group,cvgrp.com,United States,"Truck & Off-Highway Seating, Mirrors & Wiring","~6,500",5k-10k,core,,,"Nasdaq:CVGI; revenue ~$800M, clearing the revenue gate.","Publicly traded global supplier of cabin systems (seats, mirrors, electrical) for trucks and off-highway equipment; no motorsport sponsorship."
Commercial Vehicles,30,118,46,,Deutz AG,deutz.com,Germany,Off-Highway - Diesel & Alternative-Fuel Engines,"~5,400",5k-10k,core,,,"Revenue ~EUR2.0B (2024), profitable Frankfurt-listed","Independent off-highway engine specialist (construction, ag, material handling) pushing hard into hydrogen/e-drive; German engineering brand with global OEM customer base."
Commercial Vehicles,30,119,46,,Eberspächer Group,eberspaecher.com,Germany,"CV Heating, Climate & Exhaust Systems","~10,000",5k-10k,core,,,"Privately held family company; est. group revenue above €5B, far exceeding the revenue gate.",Global leader in vehicle heating and exhaust-technology systems for commercial vehicles with no sports-sponsorship platform; F1-clean.
Commercial Vehicles,30,120,46,,FLSmidth & Co. A/S,flsmidth.com,Denmark,Off-Highway - Mining & Cement Processing Equipment,"~10,000",5k-10k,core,,,"Revenue ~DKK19.6B (~$2.8B, 2023), profitable Nasdaq Copenhagen-listed",Mining/cement equipment specialist pivoting fully toward mining after divesting cement in 2024; decarbonization-in-mining narrative aligns with F1's sustainability story.
Commercial Vehicles,30,121,46,,Force Motors Ltd,forcemotors.com,India,,6500+,5k-10k,core,,,"Revenue >$1.3B, publicly listed, profitable Indian van/bus/tractor maker","Fast-growing Indian light CV and Mercedes-engine licensee expanding export markets; F1-clean, room for premium brand positioning"
Commercial Vehicles,30,122,46,,Gehl Company (Manitou Group),gehl.com,United States (Manitou-owned),Off-Highway - Compact Construction Equipment,"~5,300 (Manitou group)",5k-10k,core,,,"Backed by Manitou Group, revenue ~EUR2.63B (2023)","US compact-equipment brand (skid-steers, telehandlers) under France's Manitou Group; North American distribution arm for a Manitou-led F1 partnership."
Commercial Vehicles,30,123,46,,Genie (Terex),genielift.com,United States,Off-Highway - Aerial Work Platforms (Terex brand),"~9,300 (Terex group)",5k-10k,core,,,"Backed by Terex Corporation, revenue ~$5.1B (2024)",Leading global AWP brand under Terex; strong rental-channel visibility that an F1 activation could leverage worldwide.
Commercial Vehicles,30,124,46,,Golden Dragon Bus (Xiamen Golden Dragon),goldendragonbus.com,China,,8000+,5k-10k,core,,,"Revenue >$1.5B; part of King Long/Xiamen group, major coach exporter",Established global coach exporter with room for a premium international brand play; F1-clean
Commercial Vehicles,30,125,46,,Hamm AG (Wirtgen/Deere),hamm.eu,Germany,Off-Highway - Compaction Rollers (Wirtgen Group brand),"~8,000 (Wirtgen group)",5k-10k,core,,,Backed by John Deere / Wirtgen Group,Leading compaction-roller brand under Wirtgen/Deere; German engineering heritage fits F1's precision-manufacturing narrative.
Commercial Vehicles,30,126,46,,Hangcha Group Co.,hangcha.com,China,,9000+,5k-10k,core,,,"Revenue >$3B; Shanghai-listed, China's largest forklift manufacturer and top-3 globally",Fast-growing Chinese forklift/warehouse-vehicle export leader challenging Western incumbents; no F1 presence
Commercial Vehicles,30,127,46,,Higer Bus Company,higer.com,China,,10000+,5k-10k,core,,,"Revenue >$2.5B; Weichai-affiliated, major global bus exporter",Top-5 Chinese bus exporter (Weichai Group) active across 100+ countries with no international motorsport tie
Commercial Vehicles,30,128,46,,Hino Motors Ltd,hino.com,Japan,,10000+,5k-10k,core,,,Revenue >¥1.7T (~$11B); Toyota Group truck/bus maker,Toyota Group's dedicated truck brand is legally distinct from Toyota Motor's TGR Haas F1 partnership; F1-clean as a standalone marketing decision-maker
