#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
109,project44,project44.com,United States,Real-time supply chain visibility and logistics platform,"1,300-1,600",1k-5k,growth-projected,"Raised ~$941M cumulative funding, valued at ~$2.7B",Heavily capitalized global logistics-visibility unicorn; funding scale strongly clears growth-projected gate and fits F1's global freight/logistics partner category.,yes,X10b
110,RELEX Solutions,relexsolutions.com,Finland,Retail/supply chain demand forecasting & planning SaaS,"2,200-2,500",1k-5k,growth-projected,"Unicorn (~$1.5B+ valuation), raised $500M+ in equity from Blackstone/TCV",Fast-scaling European retail-tech unicorn expanding into North America/APAC; F1's global retail-brand audience and Europe-heavy calendar fit its go-to-market.,,X10b
111,Restaurant365,restaurant365.com,United States,Restaurant accounting & back-office ERP,"900-1,100",1k-5k,growth-projected,medium,Raised $175M Series D (2022) at ~$1B valuation plus subsequent growth rounds; well-funded restaurant-tech unicorn expanding upmarket into multi-unit chains.,yes,X10a
112,Shift Technology,shift-technology.com,France,AI-powered insurance fraud detection & claims automation,600-700,250-1k,growth-projected,medium,"Raised ~$310M total across rounds (General Atlantic, Advent, Bessemer); French insurtech unicorn with strong European presence in F1 host countries.",yes,X10a
113,SpotOn,spoton.com,United States,Restaurant & retail commerce/POS platform,"2,000-2,500",1k-5k,growth-projected,medium,"Raised $300M Series F (2022) led by Dragoneer at $3.6B valuation, ~$923M total raised per Crunchbase; well-capitalized challenger to Toast seeking brand differentiation.",,X10a
114,Tekion,tekion.com,United States,Cloud-native automotive retail platform,"3,000-3,500",1k-5k,growth-projected,medium,"Raised $600M total incl. $200M growth round (2024, Dragoneer) at $4B valuation; well-capitalized DMS challenger to CDK/Reynolds targeting global dealer networks.",,X10a
115,Wellhub (Gympass),wellhub.com,Brazil,Corporate wellness & fitness benefits platform,"1,700-2,000",1k-5k,growth-projected,medium,"Raised >$550M total, reaching a $2.4B valuation (Series F, SoftBank); global corporate-wellness platform spanning F1's host markets in Europe, Americas and Asia.",yes,X10a
116,Zenoti,zenoti.com,United States,"Spa, salon & wellness business management software","2,000-2,300",1k-5k,growth-projected,medium,"Raised $331M total across 6 rounds, reaching a $1.5-1.7B valuation (Advent International-led Series D); well-capitalized wellness-industry SaaS platform.",,X10a
117,Zocdoc,zocdoc.com,United States,Online medical appointment booking platform,700-900,250-1k,growth-projected,medium,"Raised >$370M across funding rounds per Crunchbase/TechCrunch reporting, valued at $1.8B (2021); consumer-facing healthcare brand with mainstream marketing ambitions.",yes,X10a
118,7shifts,7shifts.com,Canada,Restaurant employee scheduling & labor management,300-400,250-1k,sentiment,low,"Raised ~$95M across Series C/D (Susquehanna, Napier Park); below the $150M funding threshold, included for restaurant-labor-tech relevance to F1 host-market hospitality staffing.",yes,X10a
119,ABC Fitness,abcfitness.com,United States,Gym & health-club management software,"1,400-1,700",1k-5k,sentiment,low,"PE-owned (Thoma Bravo, merged with Glofox in 2021); serves ~30 million gym members globally per company claims, but revenue is not publicly disclosed.",,X10a
120,Accela,accela.com,United States,Government permitting and licensing SaaS,600-800,250-1k,sentiment,PE-owned (Berkshire Partners); no disclosed $150M+ round,Established civic permitting vendor; mid-market PE ownership scale points to smaller regional activation rather than title sponsorship.,yes,X10b
121,AgriWebb,agriwebb.com,Australia,Livestock and grazing farm management SaaS,100-200,100-250,sentiment,Raised ~$38M cumulative venture funding,"Niche livestock-management SaaS; small scale fits only grassroots-level brand engagement, not F1 sponsorship.",,X10b
122,Alpega Group,alpegagroup.com,Belgium,Transportation management system (TMS) software for logistics,600-800,250-1k,sentiment,PE-backed (H.I.G. Capital); no disclosed large single round,European TMS vendor with logistics-carrier network; scale suggests a regional/European race sponsorship fit over global title-tier deal.,,X10b
123,Applied Systems,appliedsystems.com,United States,Insurance agency & brokerage management software,"3,000-3,300",1k-5k,sentiment,low,"PE-owned (Hg, GTCR, JMI Equity); a 2023 stake sale reportedly valued the company near $18B (Bloomberg/Reuters), implying major scale though revenue itself is undisclosed.",yes,X10a
124,Aptos,aptos.com,United States,"Unified retail commerce platform (POS, order management, merchandising)","1,000-1,300",1k-5k,sentiment,Private-equity owned; no disclosed funding round meeting $150M gate,Enterprise retail client base overlaps with F1 team commercial partners; scale is mid-market so more likely a regional/team-level sponsorship than title-tier.,,X10b
125,AutoFi,autofi.com,United States,Digital auto retail & finance platform,200-300,250-1k,sentiment,low,"Raised ~$100M total (Toyota Motor, Ford Motor Credit, Users Fund among backers); below the $150M threshold, included for OEM-adjacent digital retail fit.",,X10a
126,AutoLeap,autoleap.com,Canada,Auto repair shop management software,200-300,250-1k,sentiment,low,"Raised ~$137M Series C (2023, Series C led by growth investors); Canadian automotive-aftermarket SaaS just under the $150M funded threshold.",,X10a
127,Availity,availity.com,United States,Healthcare information exchange & payer-provider connectivity platform,"1,300-1,500",1k-5k,sentiment,low,Privately held health-information network jointly backed by major health plans; scale is significant (processes billions of transactions) but revenue is not publicly disclosed.,,X10a
128,Bidgely,bidgely.com,United States,AI-driven energy analytics platform for utilities,250-350,250-1k,sentiment,Raised ~$100M cumulative funding,"Utility-analytics vendor with global utility clients; funding scale below sponsorship gate, best suited to smaller activation.",yes,X10b
129,Bonfire,gobonfire.com,Canada,Government procurement SaaS,100-200,100-250,sentiment,Smaller private/PE-backed company,Niche procurement SaaS for public agencies; budget scale suggests grassroots-level engagement only.,,X10b
130,Branch Insurance,ourbranch.com,United States,Bundled home & auto insurance technology platform,300-400,250-1k,sentiment,low,"Raised ~$147M total across rounds (SignalFire, American Family Ventures); just under the $150M funded threshold, included for auto-insurance category fit.",,X10a
131,BriteCore,britecore.com,United States,Cloud core insurance platform for P&C carriers,150-250,250-1k,sentiment,low,Backed by FTV Capital with modest disclosed funding (reported low tens of millions); included for core-insurance-platform category coverage among smaller vendors.,,X10a
132,Bushel,bushelpowered.com,United States,Grain marketing and agribusiness commerce SaaS platform,300-500,250-1k,sentiment,Raised ~$47M cumulative venture funding,"Ag-fintech platform connecting farmers and grain elevators; scale is below sponsorship-tier budgets, best suited to niche/regional activation.",,X10b
133,Canary Technologies,canarytechnologies.com,United States,Hotel guest management & digital authorization platform,150-250,250-1k,sentiment,low,"Raised $80M Series C (2023, Insight Partners, Y Combinator); fast-growing hotel-tech vendor, funding below the $150M threshold so scored on momentum rather than confirmed scale.",,X10a
134,Cendyn,cendyn.com,United States,Hotel CRM & marketing technology,500-600,250-1k,sentiment,low,"PE-owned (Boldstart/Argand-backed history), serves major global hotel brands; no disclosed public revenue, included for hospitality-marketing fit with F1 host-city hotel partners.",,X10a
135,CentralSquare Technologies,centralsquare.com,United States,Public safety and local government operations software,"1,800-2,200",1k-5k,sentiment,PE-backed (Vista Equity/Bain Capital); no disclosed public revenue figure,Large PE-backed public-safety software platform; scale is meaningful but private-equity ownership without disclosed revenue keeps it at sentiment tier pending evidence.,yes,X10b
136,Cherre,cherre.com,United States,Real estate data integration and analytics platform,150-250,250-1k,sentiment,Raised ~$76M cumulative funding,Niche real estate data-integration vendor; funding scale below sponsorship gate.,yes,X10b
137,ChowNow,chownow.com,United States,Restaurant online ordering platform,300-400,250-1k,sentiment,low,"Backed by Origin Capital, ITA Ventures and Danny Meyer's Union Square Hospitality Group (reported <$100M raised); included for independent-restaurant brand fit.",,X10a
138,CivicPlus,civicplus.com,United States,Local government website and civic engagement SaaS,500-700,250-1k,sentiment,PE-backed mid-size vendor; no disclosed large funding round,Municipal-focused SaaS with thousands of local government clients; budget scale better suited to grassroots/community-level activation.,,X10b
139,Clariti,clariti.com,Canada,"Government permitting, licensing and regulatory software",150-250,250-1k,sentiment,Smaller private company; no disclosed large funding round,Niche civic-tech vendor; scale suggests activation would be limited to local/regional sponsorship rather than F1 team partnership.,,X10b
140,ClassDojo,classdojo.com,United States,K-12 classroom communication and family engagement app,150-250,250-1k,sentiment,Raised ~$135M cumulative funding,Consumer-facing classroom app with large user base but modest company scale; better fit for grassroots/brand-awareness activation.,,X10b
141,Conservis,conservis.com,United States,Farm management and grain accounting SaaS,100-150,100-250,sentiment,"Smaller private, PE-backed company; no disclosed large funding round",Niche farm-ERP vendor; scale is well below F1 sponsorship budgets.,,X10b
142,Cropin,cropin.com,India,Farm and agri-supply-chain data digitization SaaS,200-300,250-1k,sentiment,Raised ~$33M cumulative funding,Emerging-market ag-data platform; scale points to niche regional engagement rather than F1-level sponsorship.,,X10b
143,Crunchtime,crunchtime.com,United States,Restaurant operations & inventory software,400-500,250-1k,sentiment,low,"Backed by Tritium Partners/growth investors; serves large multi-unit restaurant brands (Just Salad, Five Guys) — no disclosed revenue figure, included on strategic fit with global QSR footprint.",yes,X10a
144,Daxko,daxko.com,United States,"Gym, YMCA & health-club management software","900-1,100",1k-5k,sentiment,low,"PE-owned (Vista Equity Partners/Level Equity backing history); serves thousands of YMCAs and health clubs across North America, no disclosed public revenue.",,X10a
145,Dealerware,dealerware.com,United States,Dealership fleet & loaner-vehicle management software,100-200,100-250,sentiment,low,"Smaller venture-backed startup (Enterprise Holdings-affiliated investors); included for automotive-dealer niche fit, funding below $150M per available reporting.",,X10a
146,Deliverect,deliverect.com,Belgium,Delivery order management integration platform,500-700,250-1k,sentiment,low,"Raised ~$110-130M across rounds (led by Deutsche Telekom Capital Partners, 2022 Series C); European-headquartered restaurant-tech scale-up in F1's home markets, evidence based on reported funding rounds.",,X10a
147,DTN,dtn.com,United States,"Weather, market data and decision-support platform for agriculture and energy","1,000+",250-1k,sentiment,Privately held (owned by TBG AG); no disclosed public revenue figure,Established data/analytics provider across ag and energy verticals; private ownership without disclosed revenue keeps evidence at sentiment tier.,yes,X10b
148,Duetto,duettocloud.com,United States,Hotel revenue management software,250-350,250-1k,sentiment,low,"Backed by Icon Ventures and other growth investors (reported <$100M raised); niche revenue-management fit with F1-adjacent luxury hotel partners, no confirmed large funding round.",,X10a
149,Edmunds,edmunds.com,United States,Automotive research & dealer marketing platform,500-700,250-1k,sentiment,low,"Acquired by CarMax (2021) for ~$404M; independently operated automotive media/software brand, included for category fit though standalone revenue is not separately disclosed.",,X10a
150,Energy Exemplar,energyexemplar.com,Australia,Energy market simulation and modeling software (PLEXOS),400-600,250-1k,sentiment,Majority owned by Vista Equity Partners,Specialist energy-modeling software vendor under PE ownership; scale suggests industry-conference-level engagement over F1 sponsorship.,,X10b
151,EnergyHub,energyhub.com,United States,Distributed energy resource management software (DERMS) for utilities,150-250,250-1k,sentiment,Privately held; no disclosed large funding round,Niche utility-grid software vendor; scale fits only small/industry-specific engagement.,yes,X10b
152,Euna Solutions,eunasolutions.com,Canada,"Public sector procurement, budgeting and payments SaaS (PE roll-up)",300-500,250-1k,sentiment,PE-backed roll-up (Golden Gate Capital); no disclosed $150M+ single round,"Consolidated govtech procurement platform; roll-up scale is still sub-core, better suited to smaller partnership tiers.",,X10b
153,Ever.Ag,ever.ag,United States,Dairy and food-supply-chain risk management/analytics SaaS,400-600,250-1k,sentiment,PE-backed roll-up; no disclosed large single funding round,Consolidated ag/dairy-tech platform; scale suggests smaller regional or industry-specific activation rather than F1-level sponsorship.,,X10b
154,Experity,experity.com,United States,Urgent care EHR & practice management software,700-900,250-1k,sentiment,low,"PE-owned (Warburg Pincus/Thoma Bravo backing history); serves the large urgent-care provider segment, no disclosed public revenue.",,X10a
155,Flipdish,flipdish.com,Ireland,Restaurant ordering & delivery technology,300-400,250-1k,sentiment,low,"Raised ~$100M Series C (2022, One Peak, Tencent); Irish/European restaurant-tech player, included on regional fit rather than confirmed $150M+ funding.",,X10a
156,Flow Power,flowpower.com.au,Australia,Renewable energy retail platform with real-time usage/technology layer (kWatch),100-200,100-250,sentiment,Privately held Australian energy retailer/tech company; no disclosed large funding round,Verified operating company but hybrid retailer/tech model and small scale place it well below F1 sponsorship budgets; included cautiously per vertical mapping.,,X10b
157,Fluent Commerce,fluentcommerce.com,Australia,Distributed order management SaaS for retailers,250-350,250-1k,sentiment,Raised ~$65M cumulative funding,Niche retail-ops vendor with global retail clients; small scale suggests only regional/grassroots F1 activation would fit budget.,,X10b
158,Fourth,fourth.com,United Kingdom,Hospitality workforce & inventory management,"1,000-1,300",1k-5k,sentiment,low,"PE-owned (Astorg, prior HotSchedules/Fourth merger under Vista); serves major hotel/restaurant chains globally including F1-host-city hospitality groups — no disclosed public revenue, so scored on strategic fit rather than confirmed scale.",yes,X10a
159,Fullpath,fullpath.com,United States,AI-driven dealer marketing & data platform,250-350,250-1k,sentiment,low,"Backed by Charlesbank Capital Partners with a reported nine-figure growth investment (2022); dealer-marketing AI platform relevant to automotive OEM/dealer sponsorship budgets, exact total undisclosed.",,X10a
160,GoGuardian,goguardian.com,United States,K-12 classroom management and student safety SaaS,400-600,250-1k,sentiment,PE-backed (Vista Equity); no disclosed $150M+ funding round,K-12 focused vendor with education-only buyer base; scale and market fit better suit small/local activation than F1 sponsorship.,,X10b
161,GovPilot,govpilot.com,United States,Cloud government management software for municipalities,100-200,100-250,sentiment,Smaller private company; no disclosed large funding round,Municipal-focused SaaS at early scale; better suited to local activation than F1-level sponsorship.,,X10b
162,HealthEdge,healthedge.com,United States,Payer core administration & care management software,"1,600-1,900",1k-5k,sentiment,low,"PE-owned (Blackstone, with additional 2023 investment from Blackstone/GIC); health-plan software vendor, revenue not publicly disclosed.",,X10a
163,HeavyConnect,heavyconnect.com,United States,Mobile compliance and food-safety platform for farm operations,50-100,100-250,sentiment,Raised ~$5.1M cumulative funding (Techstars Farm to Fork alum),"Very small ag-compliance SaaS vendor; well below sponsorship-tier budget, included for completeness of the vertical only.",,X10b
164,HqO,hqo.com,United States,Tenant/workplace experience platform for commercial real estate,250-350,250-1k,sentiment,Raised ~$140M cumulative funding,Growing proptech workplace-experience platform; funding just below the $150M gate.,yes,X10b
165,Insurity,insurity.com,United States,P&C insurance core & analytics software,"900-1,100",1k-5k,sentiment,low,"PE-owned (GI Partners, TA Associates); serves a large base of P&C insurers and MGAs, no disclosed public revenue.",yes,X10a
166,Jobber,getjobber.com,Canada,Field service management SaaS for home-service trades,700-900,250-1k,sentiment,Raised ~$100M+ cumulative funding (Series D),Fast-growing SMB field-service SaaS; scale currently below sponsorship gate but strong growth trajectory worth monitoring for future rounds.,yes,X10b
167,Keyloop,keyloop.io,United Kingdom,Automotive retail & dealer management software,"2,500-3,000",1k-5k,sentiment,low,"PE-owned (Carlyle Group, spun out of CDK's international business); serves dealer networks across Europe/UK where F1 has deep automotive-fan overlap; no disclosed public revenue.",,X10a
168,Linnworks,linnworks.com,United Kingdom,Multichannel e-commerce order and inventory management platform,250-350,250-1k,sentiment,Raised ~$88M in venture funding,UK-based e-commerce ops vendor; Silverstone home-race proximity offers a natural regional sponsorship story despite sub-scale funding.,,X10b
169,LogiNext,loginextsolutions.com,India,Logistics and delivery route optimization SaaS platform,250-350,250-1k,sentiment,Raised ~$50M+ cumulative funding,"Emerging-market logistics-optimization SaaS; scale below sponsorship gate, better fit for regional activation.",,X10b
170,Loop Returns,loopreturns.com,United States,Returns management platform for Shopify/DTC retailers,350-500,250-1k,sentiment,Raised ~$115M cumulative funding,DTC-focused returns platform with strong Shopify ecosystem ties; scale points to smaller/regional activation rather than title sponsorship.,,X10b
171,Majesco,majesco.com,United States,"Insurance core systems software (life, annuity, P&C)","1,700-2,000",1k-5k,sentiment,low,"Taken private by Thoma Bravo (2020, ~$729M deal); last public-company revenue (NASDAQ: MJCO) was ~$140M, below the $200M core threshold.",yes,X10a
172,MarginEdge,marginedge.com,United States,Restaurant back-office & invoice automation,150-250,250-1k,sentiment,low,"Modestly funded (reported <$50M raised); smaller player included for niche fit with restaurant hospitality spend, evidence limited to Crunchbase-reported seed/Series rounds.",yes,X10a
173,Measurabl,measurabl.com,United States,ESG and sustainability data platform for commercial real estate,150-250,250-1k,sentiment,Raised ~$106M cumulative funding,"ESG-focused proptech vendor aligning with F1's sustainability narrative, but funding scale below sponsorship gate.",yes,X10b
174,Modernizing Medicine (ModMed),modmed.com,United States,Specialty-specific EHR & practice management software,"2,300-2,600",1k-5k,sentiment,low,"PE-owned (Warburg Pincus, Marlin Equity); reported industry ARR estimates in the $300-400M range (unconfirmed by public filings), so scored on category fit rather than verified scale.",,X10a
175,Netsmart Technologies,ntst.com,United States,Behavioral health & human services EHR software,"2,300-2,600",1k-5k,sentiment,low,"PE-owned (GI Partners); serves large behavioral-health and human-services provider networks, no disclosed public revenue.",,X10a
176,Netstock,netstock.com,South Africa,Inventory planning SaaS for SMB retailers/distributors,200-300,250-1k,sentiment,Smaller PE-backed vendor; no disclosed large funding round,SMB-focused inventory SaaS; brand exposure value exists but budget scale points to grassroots/regional activation rather than team sponsorship.,,X10b
177,NewStore,newstore.com,United States,Unified commerce/mobile POS platform for retail brands,150-300,250-1k,sentiment,Raised ~$130M cumulative venture funding (sub $150M gate),"Serves premium DTC/retail brands (many already F1-adjacent); track hospitality could open co-marketing with luxury retail sponsors, though budget is below typical team-partner scale.",,X10b
178,Nextech Systems,nextech.com,United States,"Specialty EHR software (ophthalmology, dermatology, plastic surgery)","900-1,100",1k-5k,sentiment,low,"PE-owned (Thoma Bravo); no public revenue disclosed, included for specialty-healthcare SaaS category coverage.",,X10a
179,Notable Health,notablehealth.com,United States,Healthcare workflow automation & AI intake platform,200-300,250-1k,sentiment,low,"Raised ~$100M total (Series C, 2022, Greylock/F-Prime); below the $150M threshold, included for AI-healthcare-automation category coverage.",yes,X10a
180,Origami Risk,origamirisk.com,United States,Risk management & insurance claims software,"800-1,000",250-1k,sentiment,low,"PE-owned (Aquiline Capital Partners); serves large corporate risk and insurance-claims clients, no disclosed public revenue.",yes,X10a
181,Overhaul,overhaul.com,United States,"Supply chain visibility, security and risk-management platform",350-500,250-1k,sentiment,Raised ~$121M cumulative funding,Growing logistics-security platform serving pharma/high-value freight; funding just below the $150M gate.,yes,X10b
182,PointClickCare,pointclickcare.com,Canada,Post-acute & senior care EHR platform,"2,300-2,600",1k-5k,sentiment,low,"PE-backed (Dragoneer, KKR minority stake); large North American senior-care software footprint, no confirmed public revenue figure.",,X10a
183,Popmenu,popmenu.com,United States,Restaurant marketing & website/ordering platform,500-700,250-1k,sentiment,low,"Raised ~$67M Series C (2022, Norwest, Symphony); mid-scale restaurant-marketing SaaS included for category coverage, funding below the $150M threshold.",,X10a
184,PublicInput,publicinput.com,United States,Community and public engagement SaaS for government agencies,100-150,100-250,sentiment,Smaller private company; no disclosed large funding round,Small civic-engagement SaaS vendor; scale is below typical F1 sponsorship budgets.,,X10b
185,PushPress,pushpress.com,United States,Gym management software for boutique fitness studios,100-150,100-250,sentiment,low,"Raised ~$25M total across seed/Series A rounds; smaller player included for boutique-fitness-studio category coverage, well below the funded thresholds.",,X10a
186,Quorum Software,quorumsoftware.com,United States,"Energy sector ERP, land, and operations software","1,200-1,500",1k-5k,sentiment,PE-backed (ION Group); no disclosed public revenue figure,"Established energy-software platform under PE ownership; without disclosed revenue, evidence supports sentiment tier only.",,X10b
187,Rent Manager,rentmanager.com,United States,Property management software for residential/commercial portfolios,300-500,250-1k,sentiment,Privately held (London Computer Systems); no disclosed large funding round,Established mid-market property-management software vendor; scale points to smaller/regional sponsorship activation.,yes,X10b
188,RMS Cloud,rmscloud.com,Australia,Cloud property management software for hospitality,300-400,250-1k,sentiment,low,"Privately held, bootstrapped/lightly funded per public reporting; included for APAC hospitality-tech fit given F1's Australian and Asian race calendar, evidence limited to company self-reported growth.",,X10a
189,Securly,securly.com,United States,K-12 student safety and content filtering SaaS,250-350,250-1k,sentiment,Privately held; no disclosed large funding round,Niche K-12 safety SaaS vendor; scale is well below typical F1 sponsorship budgets.,,X10b
190,Semios,semios.com,Canada,Precision agriculture IoT and crop protection analytics platform,200-300,250-1k,sentiment,Raised ~$100M+ cumulative funding,Precision-ag IoT vendor with growing North American footprint; scale below typical sponsorship threshold.,yes,X10b
191,Service Fusion,servicefusion.com,United States,Field service management SaaS for SMB trades,50-100,100-250,sentiment,Smaller private company; no disclosed large funding round,Small SMB field-service SaaS vendor; scale well below F1 sponsorship budgets.,,X10b
192,ServiceCore,servicecore.com,United States,Field service management SaaS for portable sanitation/dumpster/waste trades,100-150,100-250,sentiment,Smaller private company; no disclosed large funding round,Niche vertical field-service SaaS; scale well below F1 sponsorship budgets.,,X10b
193,SevenRooms,sevenrooms.com,United States,Guest experience & reservation platform for hospitality,350-450,250-1k,sentiment,low,"Backed by Amazon, Comcast Ventures, PSG (~$100M+ raised); focuses on premium restaurant/nightlife venues, a natural overlap with F1 paddock-club hospitality partners.",,X10a
194,Shiji Group,shijigroup.com,China,"Hospitality technology (PMS, payments, distribution)","5,000-6,000",5k-10k,sentiment,medium,"Privately held with large global hotel-tech footprint (acquired Infrasys, Concept Software); no public revenue disclosed, included for scale and China/APAC F1 market expansion relevance.",,X10a
195,Shippo,goshippo.com,United States,Shipping label and multi-carrier API platform for e-commerce,250-350,250-1k,sentiment,Raised ~$115M cumulative funding,SMB/e-commerce shipping infrastructure vendor; brand fits digital/paddock-app style activation more than large trackside sponsorship.,,X10b
196,Shipsy,shipsy.io,India,Logistics and transportation management SaaS platform,250-350,250-1k,sentiment,Raised ~$32M cumulative funding,Emerging-market logistics SaaS vendor; funding scale well below sponsorship gate.,,X10b
197,Shopmonkey,shopmonkey.io,United States,Auto repair shop management software,250-350,250-1k,sentiment,low,"Raised ~$125M total (Bessemer, Headline); below the $150M threshold, included for automotive-aftermarket SaaS category coverage.",,X10a
198,Symplicity,symplicity.com,United States,Campus and public-sector case management/career services SaaS,300-500,250-1k,sentiment,Privately held; no disclosed large funding round,Mid-size public-sector/higher-ed SaaS vendor; scale points to smaller regional sponsorship tier.,,X10b
199,symplr,symplr.com,United States,"Healthcare governance, risk & compliance SaaS","2,500-2,800",1k-5k,sentiment,low,"PE-owned (Clearlake Capital, ~$3B acquisition 2021); reported ARR estimates of $400M+ circulated at acquisition (Reuters), unconfirmed by public filings so scored as sentiment.",yes,X10a
200,Synchroteam,synchroteam.com,France,Field service scheduling and dispatch SaaS,20-50,100-250,sentiment,Small privately held company; no disclosed funding round,"Very small field-service SaaS vendor; included for vertical completeness only, far below sponsorship-tier budget.",,X10b
201,Taranis,taranis.ag,United States,Precision agriculture aerial imagery and AI crop-scouting platform,150-250,250-1k,sentiment,Raised ~$95M cumulative funding,Well-regarded precision-ag AI vendor but sub-scale on funding; better suited to smaller sponsorship or content partnership.,yes,X10b
202,Tekmetric,tekmetric.com,United States,Auto repair shop management software,200-300,250-1k,sentiment,low,"Backed by Rearden Capital and Cox Automotive as a strategic investor; funding scale not fully disclosed, included for aftermarket-automotive fit and Cox Automotive linkage.",,X10a
203,ToolsGroup,toolsgroup.com,Italy,Retail demand forecasting and inventory optimization SaaS,300-500,250-1k,sentiment,Private-equity backed (mid-size); no disclosed $150M+ round,"European-headquartered retail-tech vendor; F1's Italian (Monza) and broader European rounds offer natural regional activation, though scale suggests smaller sponsorship tier.",,X10b
204,Tractable,tractable.ai,United Kingdom,AI-powered visual damage appraisal for insurance/auto claims,300-400,250-1k,sentiment,low,"Raised ~$120-130M total (Series E, 2021, SoftBank Vision Fund) at a ~$1B valuation; just under the $150M funded threshold, included for auto-insurance AI category fit.",yes,X10a
205,Trax Technologies,traxtech.com,United States,"Freight audit, payment and transportation spend management SaaS",600-800,250-1k,sentiment,PE-backed; no disclosed large single funding round,"Established freight-audit SaaS vendor with global logistics client base; without disclosed large funding, evidence supports sentiment tier.",,X10b
206,TrueCar,truecar.com,United States,Automotive marketplace & dealer software,350-450,250-1k,sentiment,low,"Public (NASDAQ: TRUE), FY23 revenue ~$180M — below the $200M core threshold; included for automotive-marketplace category coverage with disclosed public financials.",,X10a
207,Turvo,turvo.com,United States,Collaborative transportation management system (TMS) SaaS,200-300,250-1k,sentiment,Raised ~$67M cumulative funding,Mid-market logistics-collaboration SaaS vendor; funding scale below sponsorship gate.,,X10b
208,Urbint,urbint.com,United States,AI-based infrastructure and utility risk-prediction platform,150-250,250-1k,sentiment,Raised ~$60M cumulative funding,Niche utility-risk AI vendor; funding scale well below sponsorship gate.,yes,X10b
209,Vagaro,vagaro.com,United States,"Salon, spa & fitness business management software",500-700,250-1k,sentiment,low,Reported to be largely bootstrapped/profitable with limited external funding disclosed; included for wellness-scheduling-software category coverage.,,X10a
210,Vertafore,vertafore.com,United States,Insurance agency management & data software,"2,800-3,200",1k-5k,sentiment,low,"PE-owned (Bain Capital-led consortium, ~$5.35B financing in 2022 per reported deal terms); insurance-software scale implied by financing size, revenue not publicly disclosed.",yes,X10a
211,Vonigo,vonigo.com,Canada,Field service scheduling and management SaaS,50-100,100-250,sentiment,Smaller private company; no disclosed large funding round,"Small field-service SaaS vendor; scale well below F1 sponsorship budgets, included for vertical completeness only.",,X10b
212,Weave Communications,getweave.com,United States,Patient communication & engagement platform (dental/healthcare),700-800,250-1k,sentiment,low,"Public (NASDAQ: WEAV), FY23 revenue ~$180M — below the $200M core threshold; included for verified public financials in the dental/healthcare SMB SaaS niche.",yes,X10a
213,WeaveGrid,weavegrid.com,United States,EV-to-grid integration software for utilities,100-150,100-250,sentiment,Raised ~$55M cumulative funding,"EV/grid integration software with strong F1-adjacent EV narrative, but early-stage scale limits sponsorship-tier fit.",,X10b
214,WebPT,webpt.com,United States,Rehab therapy EHR & practice management software,600-800,250-1k,sentiment,low,"PE-owned (Vista Equity Partners/Net Health affiliate history); no disclosed public revenue, included for physical-therapy vertical SaaS coverage.",,X10a
215,WellnessLiving,wellnessliving.com,Canada,Business management software for fitness/wellness studios,200-300,250-1k,sentiment,low,"Privately held, modestly funded per available reporting; included for fitness-studio-software category coverage rather than confirmed large-scale funding.",,X10a
216,WellSky,wellsky.com,United States,Home health & post-acute care software,"2,600-3,000",1k-5k,sentiment,low,"PE-owned (TPG, Advent International since 2022 at a reported ~$2.55B enterprise value); post-acute care SaaS scale implied by deal size but revenue undisclosed.",,X10a
217,Workiz,workiz.com,United States,Field service scheduling SaaS for SMB trades,150-250,250-1k,sentiment,Raised ~$88M cumulative funding,SMB field-service SaaS vendor; funding scale below sponsorship gate.,,X10b
218,WorkWave,workwave.com,United States,Field service and route management SaaS (incl. RealGreen lawn-care software),400-600,250-1k,sentiment,Owned by IFCO/private equity ownership group (formerly EverCommerce-adjacent); no disclosed large disclosed round,Mid-size field-service SaaS platform serving lawn care/pest control trades; scale suggests smaller regional activation.,yes,X10b
219,Zencity,zencity.io,Israel,Government resident engagement and civic data analytics SaaS,150-250,250-1k,sentiment,Raised ~$91M cumulative funding,Emerging civic-analytics vendor; scale fits only small/regional sponsorship activation.,,X10b
220,Zywave,zywave.com,United States,Insurance agency sales & content management software,500-700,250-1k,sentiment,low,"PE-owned (Aurora Capital Partners); serves a broad base of US insurance agencies, no disclosed public revenue.",yes,X10a
