#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,source_batch
111,Sinfonia Technology,sinfo-t.jp,Japan,Wafer Transfer Robots / Vacuum Motors,2000,1k-5k,core,Public (TSE:6507); estimated annual revenue >$600M,Semiconductor wafer-handling robotics and vacuum-motor specialist inside fab process tools; unsponsored in F1,U05
112,SK enpulse,skenpulse.com,South Korea,CMP Pads / Blank Masks,1000,250-1k,core,"Public (KOSDAQ:341930); SK Group affiliate, estimated annual revenue >$400M","SK Group's semiconductor-materials arm (CMP pads, blank photomasks); unsponsored in F1 despite SK Group's EV/motorsport-adjacent scale",U05
113,SK Siltron,sksiltron.com,South Korea,Wafers / Substrates,2100,1k-5k,core,SK Group affiliate; estimated annual revenue >$2B on silicon and SiC wafers,"SK Group's semiconductor-wafer arm (silicon + SiC power wafers), no F1 sponsorship despite SK Group's deep motorsport-adjacent EV/battery push",S5a
114,SK Specialty (fmr. SK Materials),skspecialty.com,South Korea,Specialty Process Gases,1300,1k-5k,core,"SK Group affiliate; estimated annual revenue >$1B on specialty gases (NF3, WF6) for etch/deposition",SK Group's specialty-gas arm supplying critical etch/deposition process gases; F1-clean despite SK Group's broader motorsport-adjacent EV push,S5a
115,SMC Corporation,smcworld.com,Japan,"Subsystems / Components (vacuum, RF, gas/fluid delivery)",20000,10k+,core,Public (TSE:6273); FY2024 revenue >JPY800B (~$5.3B); world's largest pneumatics maker,Pneumatic control components used throughout wafer-fab automation and process tools; no F1 sponsorship despite huge industrial-marketing budget,S5a
116,Soitec SA,soitec.com,France,Wafers / Substrates,2300,1k-5k,core,Public (EPA:SOI); FY2024 revenue >EUR1B; global leader in engineered SOI substrates,"Pure-play SOI wafer innovator for RF/power/photonics chips, unsponsored in F1; French GP home-market tie-in",S5a
117,Soulbrain Co Ltd,soulbrain.co.kr,South Korea,Process Chemicals / Etchants / Precursors,1500,1k-5k,core,Privately held (Hahn & Co/Skylake-backed); estimated annual revenue >$700M on semiconductor etchants and precursor chemicals,"Leading Korean process-chemical (HF etchant, precursor) supplier to Samsung/SK hynix; F1-clean",S5a
118,SPEA SpA,spea.com,Italy,,1008,1k-5k,core,,"Privately-held automatic test equipment maker for ICs, MEMS and modules since 1976; verified size; unclaimed sponsor category with Italian GP tie-in.",S5b
119,Stella Chemifa Corporation,stella-chemifa.co.jp,Japan,Fluorine Process Chemicals (Etch),700,250-1k,core,Public (TSE:4109); estimated annual revenue >$400M,Leading fluorine-chemistry (HF/etchant) supplier critical to advanced-node etch steps; unsponsored in F1,U05
120,SUMCO Corporation,sumco.com,Japan,Wafers / Substrates,7300,5k-10k,core,Public (TSE:3436); FY2024 revenue >JPY400B (~$2.6B); world's #2 silicon wafer maker,"Core silicon-wafer supplier to every major fab; F1-clean, strong Japan/Asia GP relevance",S5a
121,Sumitomo Precision Products,spp.co.jp,Japan,Deep RIE Etch Equipment,1300,1k-5k,core,Public (TSE:6355); estimated annual revenue >$700M,Deep silicon (Bosch-process) RIE etch equipment maker for MEMS/power-semi fabs; unsponsored in F1,U05
122,SUSS MicroTec SE,suss.com,Germany,,1100,1k-5k,core,,"Mask aligners, wafer bonders and lithography-adjacent process equipment for advanced packaging and MEMS; unclaimed F1 category.",S5b
123,Taiyo Nippon Sanso (Nippon Sanso Holdings),tn-sanso.co.jp,Japan,Specialty Gases (Subsystems/Materials),21000,10k+,core,Public (TSE:4091); FY2024 revenue >JPY1.1T (~$7.3B); Electronics segment supplies semiconductor specialty gases,Major industrial/specialty gas supplier with dedicated semiconductor electronics segment; unsponsored in F1,S5a
124,TCL Zhonghuan Semiconductor,tzled.com,China,Wafers / Substrates,42000,10k+,core,Public (SZSE:002129); FY2024 revenue >RMB50B (~$7B),World's largest silicon wafer producer by volume (solar + expanding semiconductor-grade); no F1 sponsorship,S5a
125,Technoprobe S.p.A.,technoprobe.com,Italy,,2700,1k-5k,core,,"World's #1 probe-card supplier (Teradyne holds a 10% equity stake); verified revenue/headcount via annual report; unclaimed F1 category, Italian GP home-market fit.",S5b
126,Techwing Inc.,techwing.co.kr,South Korea,,600,250-1k,core,,Semiconductor test handler maker for memory/logic devices; unclaimed F1 category.,S5b
127,TES Co Ltd,tes.co.kr,South Korea,Deposition (CVD/ALD/PVD/Epi),600,250-1k,core,Public (KOSDAQ:095610); estimated annual revenue ~$150-200M on CVD deposition systems,Korean CVD deposition equipment specialist for memory fabs; unsponsored in F1,S5a
128,Test Research Inc. (TRI),testresearch.com,Taiwan,,1200,1k-5k,core,,Automated optical inspection (AOI) and electrical test systems maker for semiconductor/PCB assembly; unclaimed F1 category.,S5b
129,Thermo Fisher Scientific Inc. (Materials & Structural Analysis),thermofisher.com,United States,,100000,10k+,core,,Electron microscopy (SEM/TEM) tools used for semiconductor defect/failure analysis and metrology; massive parent scale; unclaimed F1 category.,S5b
130,Tokyo Electron,tel.com,Japan,Deposition (CVD/ALD/PVD/Epi),15000,10k+,core,Public (TSE:8035); FY2024 revenue >JPY2.3T (~$15B); global top-3 process equipment maker,"Leading coater/developer, etch and deposition supplier; huge Japanese engineering brand with zero F1 presence",S5a
131,Tokyo Ohka Kogyo (TOK),tok.co.jp,Japan,"Process Materials (resist, slurry, targets, chemicals)",3200,1k-5k,core,Public (TSE:4186); FY2024 revenue >JPY180B (~$1.2B),"Leading global photoresist and process-chemical supplier; F1-clean, strong Japanese-GP activation fit",S5a
132,Tokyo Seimitsu (Accretech),accretech.jp,Japan,CMP / Dicing / Grinding / Polish,3000,1k-5k,core,Public (TSE:7729); FY2024 revenue >JPY150B (~$1B),"Wafer dicing, grinding and probing equipment maker (Accretech brand) serving global fabs; F1-clean",S5a
133,Tosoh Corporation,tosoh.com,Japan,Sputtering Targets / Materials,12000,10k+,core,Public (TSE:4042); FY2024 revenue >JPY1.1T (~$7.3B); Electronics segment includes sputtering targets,Leading sputtering-target and high-purity chemical materials maker for semiconductor deposition; no F1 sponsorship,S5a
134,TOWA Corporation,towajapan.co.jp,Japan,,2100,1k-5k,core,,Global leader in resin molding/encapsulation systems for AI/HBM packaging; verified revenue/headcount via web search; unclaimed F1 category.,S5b
135,Trumpf SE,trumpf.com,Germany,"EUV Supply Chain (optics, lasers, pellicles, pods)",18000,10k+,core,Privately held; FY2024 revenue >EUR5.3B; sole supplier of CO2 drive lasers for ASML's EUV light sources,"Critical EUV supply-chain laser maker (via Trumpf/Cymer partnership); F1-clean, deep German precision-engineering identity",S5a
136,Ultra Clean Holdings,uct.com,United States,"Subsystems / Components (vacuum, RF, gas/fluid delivery)",7000,5k-10k,core,Public (NASDAQ:UCTT); FY2024 revenue >$2B,Major subsystem integrator and contract manufacturer for the process-equipment ecosystem; F1-clean,S5a
137,Ulvac Inc,ulvac.co.jp,Japan,Deposition (CVD/ALD/PVD/Epi),5300,5k-10k,core,Public (TSE:6728); FY2024 revenue >JPY220B (~$1.5B),"Leading vacuum/PVD deposition equipment maker across semiconductor, display and solar; F1-clean, strong Japanese-GP tie-in",S5a
138,Umicore,umicore.com,Belgium,Electro-Optic / CMP Slurry Materials,11000,10k+,core,Public (EBR:UMI); FY2024 revenue >EUR3B; Electro-Optic Materials a dedicated semiconductor materials unit,Global materials group with a dedicated semiconductor CMP slurry and electro-optic materials business; F1-clean,S5a
139,United Integrated Services Co (UIS),uis.com.tw,Taiwan,Fab Construction & Cleanrooms,3000,1k-5k,core,Public (TWSE:2593); estimated annual revenue >$1B,Leading Taiwanese semiconductor fab construction and cleanroom contractor tied to TSMC's global buildout; unsponsored in F1,U05
140,Ushio Inc.,ushio.co.jp,Japan,UV Light Sources (Lithography),4000,1k-5k,core,Public (TSE:6925); estimated annual revenue >$1.4B,"Leading UV/excimer light-source maker critical to exposure and curing steps across fabs; unsponsored in F1, strong Japan-GP tie-in",U05
141,VAT Group AG,vatvalve.com,Switzerland,"Subsystems / Components (vacuum, RF, gas/fluid delivery)",3400,1k-5k,core,Public (SIX:VACN); FY2024 revenue >CHF950M; global leader in vacuum valves,Near-monopoly vacuum-valve supplier for every deposition/etch chamber; no F1 sponsorship despite Swiss-precision brand fit,S5a
142,Veeco Instruments,veeco.com,United States,Deposition (CVD/ALD/PVD/Epi),1450,1k-5k,core,Public (NASDAQ:VECO); FY2024 revenue >$650M,"MOCVD, laser annealing and ion beam deposition leader serving compound semi/AI chip packaging; no F1 tie",S5a
143,Wacker Chemie AG,wacker.com,Germany,Hyperpure Polysilicon (Wafer Materials),14700,10k+,core,Public (FRA:WCH); FY2024 revenue >EUR6.6B; Polysilicon segment supplies semiconductor-grade material (incl. majority stake in Siltronic),World-leading hyperpure polysilicon producer feeding the wafer supply chain and majority owner of Siltronic; unsponsored in F1,S5a
144,"WinWay Technology Co., Ltd.",winwayglobal.com,Taiwan,,1000,250-1k,core,,IC test-socket maker riding the AI/HBM test-intensity boom; unclaimed F1 category.,S5b
145,Wonik IPS,wonikips.com,South Korea,Deposition (CVD/ALD/PVD/Epi),1500,1k-5k,core,Public (KOSDAQ:240810); FY2024 revenue ~KRW748B (~$548M),Leading Korean ALD/CVD deposition equipment maker for memory fabs; F1-clean,S5a
146,"Wuhan Jingce Electronic Group Co., Ltd.",jingce.com.cn,China,,4000,1k-5k,core,,Chinese semiconductor & display test/probe-station equipment maker expanding rapidly with domestic fab buildout; unclaimed F1 category.,S5b
147,"Yamaichi Electronics Co., Ltd.",yamaichi.co.jp,Japan,,3000,1k-5k,core,,Precision IC test sockets and high-speed connector maker for semiconductor test; unclaimed F1 category.,S5b
148,Zhejiang Jingsheng Mechanical & Electrical,jsme.com.cn,China,Crystal Growth Furnaces / Wafer Equipment,5000,1k-5k,core,Public (SZSE:300316); FY2024 revenue >RMB18B (~$2.5B),Major monocrystalline-silicon crystal-growth equipment maker expanding from solar into semiconductor-grade wafer tools; F1-clean,S5a
149,Asahi Kasei Corporation,asahi-kasei.com,Japan,Dry Film Resist / Packaging Materials,45000,10k+,adjacent,Public (TSE:3407); FY2024 revenue >$20B,Diversified Japanese materials giant supplying photosensitive/packaging materials to fabs; unsponsored in F1,U05
150,ASML Holding,asml.com,Netherlands,"Lithography-Adjacent (steppers, track, bonding, imprint)",44000,10k+,adjacent,Public (AMS:ASML); FY2024 revenue >EUR28B; world's only EUV lithography supplier,Global monopoly on EUV lithography systems; not an F1 sponsor; deep engineering-brand overlap with F1's technology narrative,S5a
151,Element Six (De Beers Group),e6.com,United Kingdom,Synthetic Diamond Materials (Cutting/Thermal),2000,1k-5k,adjacent,Division of Anglo American/De Beers (huge parent balance sheet),Synthetic-diamond materials maker supplying cutting tools and thermal-management substrates to semiconductor fabs; unsponsored in F1,U05
152,Huatian Technology (HT-Tech),huatiantech.com,China,OSAT — Packaging & Test Services,20000,10k+,adjacent,"Public (SZSE:002185); FY2024 revenue growth +26% YoY, fastest among top-10 global OSATs",Fastest-growing top-10 global OSAT; unsponsored in F1; China HQ warrants standard export-control screening,U05
153,Jenoptik AG,jenoptik.com,Germany,Optics / Photonics (Litho-Adjacent),4700,1k-5k,adjacent,Public (FRA:JEN); FY2024 revenue >EUR1B,Precision optics and photonics systems supplier into semiconductor lithography and metrology chains; unsponsored in F1,S5a
154,JGC Corporation,jgc.com,Japan,Fab Engineering & Construction,7000,5k-10k,adjacent,Public (TSE:1963); FY2024 revenue >$5B,Major Japanese industrial EPC firm with a growing semiconductor-fab construction practice; unsponsored in F1,U05
155,Morgan Advanced Materials plc,morganadvancedmaterials.com,United Kingdom,Technical Ceramics (Fab Components),9000,5k-10k,adjacent,Public (LSE:MGAM); estimated annual revenue >$1.3B,"Diversified technical-ceramics maker with semiconductor fab-component applications; unsponsored in F1, UK GP home-market fit",U05
156,Saint-Gobain Performance Ceramics & Refractories,saint-gobain.com,France,Technical Ceramics (Fab Components),160000,10k+,adjacent,Public parent (EPA:SGO); group FY2024 revenue >EUR47B,"Global materials giant with a technical-ceramics division serving semiconductor chamber parts; unsponsored in F1, French GP home-market fit",U05
157,Shanghai Micro Electronics Equipment (SMEE),smee.com.cn,China,"Lithography-Adjacent (steppers, track, bonding, imprint)",2500,1k-5k,adjacent,State-backed/privately held; revenue undisclosed but backed by large national IC-fund investment as China's flagship domestic lithography equipment maker,"China's only domestic stepper/scanner maker, central to national chip self-sufficiency push; unsponsored in F1",S5a
158,Aehr Test Systems,aehr.com,United States,Burn-in / Reliability Test (SiC Power Semi),180,100-250,sentiment,Public (NASDAQ:AEHR); small-cap riding SiC/AI power-semiconductor test demand,Niche wafer-level burn-in/test equipment maker tied to the SiC power-semiconductor growth story; unsponsored in F1,U05
159,Amtech Systems Inc,amtechsystems.com,United States,Diffusion Furnaces / Thermal Processing,400,250-1k,sentiment,Public (NASDAQ:ASYS); estimated annual revenue ~$80M,US-based thermal-processing (diffusion furnace) equipment maker serving semiconductor and solar fabs; unsponsored in F1,U05
160,Anji Microelectronics,anjimicroelectronics.com,China,CMP Slurry Materials,700,250-1k,sentiment,Public (SSE:688019 STAR Market); China's leading domestic CMP polishing slurry maker,"Leading Chinese CMP slurry supplier displacing imports in domestic fabs; materials carry moderate dual-use sensitivity, screen before outreach",U05
161,ASYS Group,asys-group.com,Germany,Fab Automation / Material Handling,800,250-1k,sentiment,Privately held; estimated annual revenue >$150M,Automation and handling-systems group serving electronics and semiconductor assembly lines; unsponsored in F1,U05
162,Beijing Huafeng Test & Control Technology,huafengtest.com,China,ATE / Semiconductor Test Equipment,900,250-1k,sentiment,Public (SSE:688200 STAR Market); leading domestic analog/mixed-signal ATE maker,"China's leading domestic semiconductor test-equipment maker benefiting from fab self-sufficiency push; ATE carries dual-use sensitivity, screen before outreach",U05
163,CS Clean Solutions,csclean.com,Germany,Gas Purification & Abatement Systems,500,250-1k,sentiment,Privately held (Busch Group-backed); established gas-purification/abatement niche leader,Specialty gas purification and abatement systems maker serving global fab process-gas infrastructure; unsponsored in F1,U05
164,CVD Equipment Corporation,cvdequipment.com,United States,CVD Deposition Systems (SiC/Compound Semi),200,100-250,sentiment,Public (NASDAQ:CVV); small-cap riding SiC/compound-semiconductor equipment demand,US-based CVD/deposition equipment maker with growing SiC power-semiconductor tool orders; unsponsored in F1,U05
165,DAS Environmental Expert GmbH,das-solution.de,Germany,Exhaust Gas Abatement Systems,600,250-1k,sentiment,Privately held; established fab-critical abatement systems maker,Exhaust-gas abatement system maker required at every etch/deposition tool install; unsponsored in F1,U05
166,Entrepix Inc,entrepix.com,United States,CMP Equipment & Refurbishment Services,200,100-250,sentiment,Privately held; established CMP tool refurbishment/services niche leader,Specialist CMP equipment and process-development services provider to mature-node and power-semi fabs; unsponsored in F1,U05
167,Feinmetall GmbH,feinmetall.de,Germany,Probe Cards / Contact Technology,500,250-1k,sentiment,Privately held; established German probe-card and contact-technology specialist,Long-established probe card and test-contact technology maker serving global fabs; unsponsored in F1,U05
168,Fujikin Incorporated,fujikin.co.jp,Japan,UHP Gas Delivery Valves & Fittings,2000,1k-5k,sentiment,Privately held; established fab-critical UHP components maker with global installed base,Ultra-high-purity gas delivery valve/fitting specialist embedded in every major fab's process-gas panels; unsponsored in F1,U05
169,H.C. Starck Group,hcstarck.com,Germany,Tungsten / Tantalum Sputtering Materials,1500,1k-5k,sentiment,Privately held; established refractory-metals materials group,Refractory-metal (tungsten/tantalum) sputtering-target materials maker for semiconductor interconnects; unsponsored in F1,U05
170,Hesse GmbH,hesse-mechatronics.com,Germany,Wire Bonding Equipment,350,250-1k,sentiment,Privately held; established German wire-bonder OEM,Long-established German wire-bonding equipment maker for power/automotive semiconductor packaging; unsponsored in F1,U05
171,inTEST Corporation,intest.com,United States,Semiconductor Test & Thermal Solutions,600,250-1k,sentiment,Public (NYSE American:INTT); estimated annual revenue ~$150M,Diversified semiconductor test-interface and thermal-management equipment maker; unsponsored in F1,U05
172,Kinetics,kineticsgroup.com,United States,UHP Gas/Chemical Delivery Systems & Fab Infrastructure,2500,1k-5k,sentiment,Privately held; large-scale fab-infrastructure contractor with major CHIPS Act project backlog,Leading US ultra-high-purity gas/chemical delivery systems integrator for new fab construction; unsponsored in F1,U05
173,Konfoong Materials International,konfoong.com,China,Silicon/Quartz Fab Components,1500,1k-5k,sentiment,Public (SSE STAR Market); revenue growing on domestic silicon-component demand,"Leading Chinese monocrystalline-silicon chamber-parts maker for etch/deposition tools; components carry dual-use sensitivity, screen before outreach",U05
174,Moov Technologies,moovtech.com,United States,Used Semiconductor Equipment Marketplace,150,100-250,sentiment,"Private, VC-backed; ~$45-72M raised (Tiger Global and others); surpassed $3B in active listings","Fast-growing online marketplace for used semiconductor equipment with $3B+ in active listings; unsponsored in F1, Silicon Valley tech-brand story",U05
175,NuFlare Technology,nuflare.co.jp,Japan,E-Beam Mask Writers / Epitaxy Equipment,1200,1k-5k,sentiment,Privately held (Toshiba/Toppan/DNP-backed); niche monopoly-tier supplier scale evidence,Near-monopoly e-beam mask-writer and epitaxy equipment maker backing the global photomask supply chain; unsponsored in F1,U05
176,Palomar Technologies Inc,palomartechnologies.com,United States,Die/Wire Bonding Equipment,250,250-1k,sentiment,Privately held; established capital-equipment maker with global installed base,Precision die/wire-bonding and photonics-packaging equipment maker serving advanced-packaging niches; unsponsored in F1,U05
177,Rasco GmbH,rasco.de,Germany,Device Handling Equipment (Test),200,100-250,sentiment,Privately held; established test-handler niche maker,German semiconductor device-handling/test equipment maker serving global fabs; unsponsored in F1,U05
178,"SICC Co., Ltd.",sicc.cn,China,SiC Wafers/Substrates,2000,1k-5k,sentiment,Public (Shanghai STAR Market); global #2-3 in 8-inch SiC substrates (~17% share of $1B+ market),Fast-scaling SiC substrate leader riding EV/power-semi boom; note China HQ warrants export-control/geopolitical screening before outreach,U05
179,SurplusGLOBAL,surplusglobal.com,South Korea,Used Semiconductor Equipment & Services,400,250-1k,sentiment,Privately held; established global leader in refurbished fab tool sales,World's largest used-semiconductor-equipment reseller/refurbisher serving mature-node fab expansion; unsponsored in F1,U05
180,TankeBlue Semiconductor,tankeblue.com,China,SiC Wafers/Substrates,1500,1k-5k,sentiment,"Private, STAR Market IPO application accepted to raise ~RMB2.78B (~$410M)",China's largest domestic SiC substrate supplier (~15-17% global share) mid-IPO with major capital raise; flag geopolitical/export-control review given China HQ and strategic-materials profile,U05
181,Tazmo Co Ltd,tazmo.co.jp,Japan,Coater/Developer & Wafer Handling Equipment,500,250-1k,sentiment,Public (TSE:6266); estimated annual revenue ~$150M,Japanese coater/developer and wafer-handling equipment maker serving compound-semi and display fabs; unsponsored in F1,U05
182,Zhongke Feice (Suzhou) Semiconductor Equipment,sh-feice.com,China,Process-Control Inspection/Metrology,1000,250-1k,sentiment,Public (SSE:688455 STAR Market); revenue growing rapidly on domestic fab metrology demand,"Rising Chinese process-control/inspection tool maker riding China fab self-sufficiency drive; metrology tools carry dual-use sensitivity, screen before outreach",U05
