#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
131,Luthra & Luthra Law Offices,luthra.com,India,Established India full-service corporate firm,450,250-1k,sentiment,sentiment,Established India corporate firm for which discreet hospitality-based marketing suits local advertising restrictions on lawyers.,,X09a
132,Macfarlanes,macfarlanes.com,United Kingdom,UK private equity & private client elite,1400,1k-5k,sentiment,core,Private client and family-office practice serves ultra-high-net-worth individuals who are core to F1's paddock hospitality audience.,,X09a
133,Malbek,malbek.io,United States,CLM platform for enterprise legal teams,150,100-250,sentiment,low,Growth-stage CLM vendor (~$30M raised); included for category coverage rather than confirmed sponsorship-scale budget.,yes,X09b
134,Marveri,marveri.com,United States,AI due diligence for M&A and venture financings,25,100-250,sentiment,low,"Verified seed-stage company (~$5M raised, per Legaltech Hub/PitchBook); genuinely exists but far below sponsorship-relevant scale today.",,X09b
135,Mattos Filho,mattosfilho.com.br,Brazil,Brazil's largest full-service law firm,1800,1k-5k,sentiment,core,"Brazil's largest firm by disclosed Análise Advocacia revenue, based in a country with passionate F1 heritage and a home Grand Prix.",,X09a
136,Mayer Brown,mayerbrown.com,United States,"Global banking, finance & disputes leader",3300,1k-5k,sentiment,core,"Global banking practice spans the same US-Europe-Asia axis as F1's calendar, supporting a multi-region hospitality program.",,X09a
137,McCarthy Tétrault,mccarthy.ca,Canada,Top-tier Canadian corporate & disputes firm,1500,1k-5k,sentiment,core,"Major Canadian firm with a large Montreal presence, home city of the Canadian Grand Prix.",,X09a
138,Milbank,milbank.com,United States,Elite leveraged finance & restructuring firm,1500,1k-5k,sentiment,core,Leveraged finance practice advises private credit sponsors increasingly involved in F1 team and commercial-rights financing.,,X09a
139,Minesoft,minesoft.com,United Kingdom,Patent search and IP intelligence software,150,100-250,sentiment,low,Established but modestly-sized patent search vendor; included for category coverage.,,X09b
140,MinterEllison,minterellison.com,Australia,Australia's largest full-service law firm,3000,1k-5k,sentiment,core,Revenue disclosed via Australian Financial Review rankings at roughly AU$1bn; largest domestic firm well placed for Australian Grand Prix hospitality.,,X09a
141,Morae,moraeglobal.com,United States,Legal operations consulting and managed services,300,250-1k,sentiment,low,Mid-size legal ops and managed-services consultancy; included for completeness.,yes,X09b
142,Mori Hamada & Matsumoto,mhm-global.com,Japan,Elite Japan M&A & capital markets firm,1400,1k-5k,sentiment,sentiment,Elite M&A practice serving Japanese manufacturers and financial institutions with existing motorsport brand affinity.,,X09a
143,NetDocuments,netdocuments.com,United States,Cloud document and email management for law firms,700,250-1k,sentiment,medium,PE-backed enterprise document management leader for AmLaw firms; sentiment-tier given undisclosed revenue.,yes,X09b
144,Nextpoint,nextpoint.com,United States,Cloud litigation and e-discovery software,80,100-250,sentiment,low,"Smaller independent e-discovery vendor; included for completeness, low affordability at current scale.",,X09b
145,Nishimura & Asahi,nishimura.com,Japan,Japan's largest law firm,1500,1k-5k,sentiment,sentiment,"Japan's largest firm, advising the automotive and manufacturing clients closely tied to F1's Japanese Grand Prix and manufacturer teams.",,X09a
146,Noerr,noerr.com,Germany,Top-tier German corporate & regulatory firm,1100,1k-5k,sentiment,sentiment,JUVE-ranked top German firm serving automotive and industrial clients directly tied to F1 manufacturer partners.,,X09a
147,Norton Rose Fulbright,nortonrosefulbright.com,United Kingdom,"Energy, infrastructure & financial institutions leader",7500,5k-10k,sentiment,core,Energy and infrastructure practice overlaps heavily with F1's own sustainability and host-nation infrastructure sponsors.,yes,X09a
148,Nuix,nuix.com,Australia,"Investigative analytics and e-discovery software (public company, ASX: NXL)",600,250-1k,sentiment,medium,"Publicly listed on the ASX with disclosed revenue near AUD 180M — below the USD $200M core bar, but public financials support a sentiment-tier case.",yes,X09b
149,Omni Bridgeway,omnibridgeway.com,Australia,Global publicly listed litigation & enforcement funder,350,250-1k,sentiment,core,ASX-listed with disclosed revenue; global litigation funding brand-building benefits from association with a high-visibility international sport.,,X09a
150,OneNotary,onenotary.co,United Kingdom,Online notarization and remote witnessing platform,30,100-250,sentiment,low,Small UK-based online notary platform; included for category coverage.,,X09b
151,Onit,onit.com,United States,"Legal operations, CLM, and enterprise legal management software",450,250-1k,sentiment,medium,PE-backed (Astorg) legal-ops suite serving Fortune 500 legal departments; scale supports sentiment-tier sponsorship interest.,yes,X09b
152,Osborne Clarke,osborneclarke.com,United Kingdom,European tech & digital economy specialist,2000,1k-5k,sentiment,core,"Digital economy focus aligns with F1's data, streaming and fan-engagement tech sponsor categories.",,X09a
153,"Osler, Hoskin & Harcourt",osler.com,Canada,Elite Canadian M&A & capital markets firm,1100,1k-5k,sentiment,core,Elite Canadian M&A practice advising institutional investors for whom Canadian Grand Prix hospitality is a natural home-market perk.,,X09a
154,Parabellum Capital,parabellumcap.com,United States,US-based commercial litigation funder,40,100-250,sentiment,sentiment,"Privately held US funder with undisclosed revenue; a niche, low-cost hospitality package would suit its smaller scale relative to listed peers.",,X09a
155,Paragon Legal,paragonlegal.com,United States,Flexible legal talent and ALSP staffing,150,100-250,sentiment,low,"Boutique flexible-legal-talent provider; included for category coverage, modest scale.",,X09b
156,Parley,parley.so,United States,AI drafting platform for immigration law practices,30,100-250,sentiment,low,Confirmed YC-backed startup (founded 2024) automating immigration visa drafting; too early-stage for a funded sponsorship tier.,,X09b
157,Patlytics,patlytics.ai,United States,AI patent analytics and litigation intelligence,40,100-250,sentiment,low,Early-stage patent-AI startup; included for completeness rather than confirmed funded scale.,,X09b
158,Paul Hastings,paulhastings.com,United States,Leveraged finance & real estate elite,2200,1k-5k,sentiment,core,Leveraged finance practice serves private credit and infrastructure sponsors overlapping with F1 team ownership groups.,,X09a
159,Paul Weiss,paulweiss.com,United States,"Elite M&A, private equity & litigation boutique-scale",2200,1k-5k,sentiment,core,"Highest revenue-per-lawyer in the industry, giving it capacity for marquee-level sponsorship activation aimed at PE sponsor relationships.",,X09a
160,Pavaso,pavaso.com,United States,Digital mortgage closing and e-notary platform,120,100-250,sentiment,low,Mid-size digital closing platform; included for category coverage.,,X09b
161,Perkins Coie,perkinscoie.com,United States,"Leading tech, VC & emerging companies firm",2500,1k-5k,sentiment,core,"Tech and venture client base overlaps with the younger, digitally engaged demographic driving F1's US audience growth.",,X09a
162,Pinheiro Neto Advogados,pinheironeto.com.br,Brazil,Top-tier Brazilian corporate & disputes firm,1200,1k-5k,sentiment,core,"Top-tier Brazilian firm with disclosed revenue, well positioned to host clients at the Sao Paulo Grand Prix.",,X09a
163,Pinsent Masons,pinsentmasons.com,United Kingdom,"UK infrastructure, energy & construction leader",4000,1k-5k,sentiment,core,Infrastructure and energy practice mirrors host-market construction and sustainability sponsors on the F1 calendar.,,X09a
164,ProfitSolv,profitsolv.com,United States,"Legal practice management software portfolio (CosmoLex, Rocket Matter, Bill4Time)",350,250-1k,sentiment,medium,PE-backed roll-up of multiple practice-management brands; sentiment-tier given undisclosed consolidated revenue.,,X09b
165,Proskauer Rose,proskauer.com,United States,Leading sports law & entertainment practice,1700,1k-5k,sentiment,core,"One of the most active US sports law practices, advising leagues and teams; motorsport sponsorship is a direct extension of its own sector brand.",,X09a
166,Questel,questel.com,France,IP management software and services,2700,1k-5k,sentiment,medium,"Large PE-backed (Sagard) global IP services group; scale is significant though revenue undisclosed, so tagged sentiment.",yes,X09b
167,Quinn Emanuel,quinnemanuel.com,United States,World's largest pure litigation firm,2000,1k-5k,sentiment,core,"Largest litigation-only firm globally, with a growing motorsport and IP-in-sport dispute docket that a paddock presence would spotlight.",yes,X09a
168,QuisLex,quislex.com,United States,Managed legal services and contract review outsourcing,800,250-1k,sentiment,low,Established managed-legal-services provider with large India-based delivery centers; included for category coverage.,yes,X09b
169,Rajah & Tann,rajahtann.com,Singapore,Leading Southeast Asia regional network,1800,1k-5k,sentiment,sentiment,"Largest ASEAN legal network, headquartered in the host city of F1's marquee Singapore Grand Prix night race.",,X09a
170,Reed Smith,reedsmith.com,United States,"Global disputes, energy & shipping practice",3500,1k-5k,sentiment,core,Energy and transport-sector disputes practice gives it a natural affinity with F1's logistics and energy-transition sponsors.,,X09a
171,Reveal,revealdata.com,United States,AI-powered e-discovery platform (incl. Logikcull),700,250-1k,sentiment,medium,PE-backed (ParkerGale) roll-up combining Reveal and Logikcull into a scaled e-discovery platform; sentiment-tier given undisclosed revenue.,yes,X09b
172,Robin AI,robinai.com,United Kingdom,AI contract review and negotiation assistant,150,100-250,sentiment,medium,"Backed by Point72 Ventures and others with a ~$26M Series B; growing enterprise legal ops client base, but funding is below the $150M threshold so tag rests on sentiment/traction evidence.",,X09b
173,Ropes & Gray,ropesgray.com,United States,"Asset management, life sciences & PE leader",3000,1k-5k,sentiment,core,Asset management client base overlaps with institutional investors backing F1 team ownership groups and commercial rights holders.,yes,X09a
174,Shardul Amarchand Mangaldas,amsshardul.com,India,Top-tier India M&A & disputes practice,900,250-1k,sentiment,sentiment,Top India M&A brand for which race hospitality offers a discreet alternative marketing route given advertising restrictions on lawyers.,,X09a
175,Sheppard Mullin,sheppardmullin.com,United States,US full-service corporate & litigation firm,2100,1k-5k,sentiment,core,Strong West Coast and entertainment-industry practice overlaps with the Las Vegas Grand Prix's sponsor and media ecosystem.,,X09a
176,Sidley Austin,sidley.com,United States,"Global M&A, litigation & regulatory leader",4500,1k-5k,sentiment,core,Global top-10 revenue firm with a sizable London base positioned to use British and European rounds for transatlantic client hospitality.,yes,X09a
177,Simmons & Simmons,simmons-simmons.com,United Kingdom,European finance & asset management specialist,1900,1k-5k,sentiment,core,Asset management and fintech clients overlap with the financial sponsors increasingly visible on F1 team liveries.,,X09a
178,Simpson Thacher & Bartlett,stblaw.com,United States,Elite private equity & M&A powerhouse,2200,1k-5k,sentiment,core,Leading private equity practice advising sponsors that increasingly hold stakes in motorsport and team commercial rights.,yes,X09a
179,Skadden,skadden.com,United States,"M&A, private equity & white-collar defense elite",3500,1k-5k,sentiment,core,Highest-profile M&A brand where race-weekend entertaining fits an established playbook of marquee sports and cultural sponsorship-adjacent client events.,yes,X09a
180,Slaughter and May,slaughterandmay.com,United Kingdom,Magic Circle elite advisory practice,1500,1k-5k,sentiment,core,"Ultra-premium single-office model where highly selective F1 hospitality would fit its exclusive, relationship-led client model.",yes,X09a
181,Smokeball,smokeball.com,United States,Legal practice management software for small firms,300,250-1k,sentiment,medium,PE-backed practice management vendor for small/mid-size firms; sentiment-tier pending confirmed revenue.,,X09b
182,Solve Intelligence,solveintelligence.com,United States,AI patent drafting and IP workflow platform,50,100-250,sentiment,low,"YC-backed patent-drafting AI in early growth stage; included for category completeness, not yet at a funded sponsorship tier.",,X09b
183,Spellbook,spellbook.legal,Canada,AI contract drafting add-in for Word,90,100-250,sentiment,low,"Fast-growing Word-native contract AI with strong SMB/mid-market law firm adoption; funding remains early-stage (Series A range), so affordability skews modest.",,X09b
184,Squire Patton Boggs,squirepattonboggs.com,United States,Global public policy & cross-border disputes,3000,1k-5k,sentiment,core,"Public policy practice with government-relations clients for whom race-weekend access is a differentiated, non-lobbying entertaining channel.",,X09a
185,Stavvy,stavvy.com,United States,Digital mortgage closing and remote notarization platform,150,100-250,sentiment,low,Raised ~$71M; digital closing/notary platform included on growth trajectory rather than confirmed funded scale.,,X09b
186,Stephenson Harwood,shlegal.com,United Kingdom,"UK shipping, aviation & finance specialist",1100,1k-5k,sentiment,sentiment,Undisclosed revenue mid-market firm with shipping and aviation clients that share F1's global mobility and logistics footprint.,,X09a
187,Sullivan & Cromwell,sullcrom.com,United States,Wall Street M&A & financial institutions elite,2000,1k-5k,sentiment,core,"Financial-institutions client base includes banks already active as F1 team title sponsors, making hospitality a natural cross-sell.",,X09a
188,Summize,summize.com,United Kingdom,AI contract review and CLM for in-house teams,100,100-250,sentiment,low,Early-growth UK CLM/contract-review vendor; sentiment-tier given modest disclosed funding.,,X09b
189,Supio,supio.com,United States,AI evidence/medical-record analysis for personal injury firms,150,100-250,sentiment,medium,Raised a ~$60M Series B serving high-volume plaintiff firms; funding below the $150M gate but a fast-growing niche leader.,,X09b
190,Tabs3,tabs3.com,United States,Legal billing and practice management software,150,100-250,sentiment,low,"Independent, long-established legal billing software vendor; included for category coverage.",,X09b
191,Taylor Wessing,taylorwessing.com,United Kingdom,"European IP, tech & life sciences leader",2500,1k-5k,sentiment,core,IP and brand-protection practice is directly relevant to F1 teams' own merchandising and licensing programs.,,X09a
192,Therium Capital Management,therium.com,United Kingdom,Litigation funder navigating financial restructuring,50,100-250,sentiment,sentiment,Flagged for a financial health-check: publicly reported funding and restructuring difficulties in 2023-2024 mean any outreach should confirm current solvency before proceeding.,,X09a
193,Travers Smith,traverssmith.com,United Kingdom,UK private equity & funds boutique-scale elite,700,250-1k,sentiment,sentiment,Privately held partnership with undisclosed revenue but a top-tier UK PE and funds client base; smaller-scale hospitality packages would suit its boutique size.,,X09a
194,Trellis,trellis.law,United States,State court litigation analytics platform,90,100-250,sentiment,low,Series A-stage litigation-analytics vendor; sentiment-tier given early funding scale.,,X09b
195,Trilegal,trilegal.com,India,Fast-growing India full-service firm,600,250-1k,sentiment,sentiment,"Fast-growing full-service firm building international brand recognition, for which global sport sponsorship visibility supports overseas client wins.",,X09a
196,Trust & Will,trustandwill.com,United States,"Online estate planning (wills, trusts) platform",200,100-250,sentiment,low,Consumer legal-tech platform with ~$70M raised; included on growth trajectory rather than confirmed funded-tier scale.,,X09b
197,UnitedLex,unitedlex.com,United States,Legal managed services and technology (incl. e-discovery),3000,1k-5k,sentiment,medium,Large PE-backed (CVC Capital) ALSP with a global delivery footprint; scale supports sentiment-tier consideration.,yes,X09b
198,Uría Menéndez,uria.com,Spain,Elite Spanish corporate & disputes firm,1000,250-1k,sentiment,core,"Elite Spanish firm with disclosed Iberian Lawyer revenue figures, well matched to Spanish Grand Prix hospitality for its banking clients.",,X09a
199,Vinson & Elkins,velaw.com,United States,Global energy & infrastructure M&A leader,1500,1k-5k,sentiment,core,Leading energy M&A practice serving the same oil-major and energy-transition sponsors that anchor several F1 team title deals.,,X09a
200,Watson Farley & Williams,wfw.com,United Kingdom,"Global shipping, energy & aviation specialist",1100,1k-5k,sentiment,sentiment,"Undisclosed partnership revenue, but its shipping, energy and aviation clients mirror F1's logistics-heavy global sponsor base.",,X09a
201,"Weil, Gotshal & Manges",weil.com,United States,Elite restructuring & private equity leader,2400,1k-5k,sentiment,core,"Restructuring and PE practice regularly touches sports and media rights holders, a natural entry point into motorsport sponsorship conversations.",,X09a
202,White & Case,whitecase.com,United States,"Global finance, disputes & emerging markets leader",5500,5k-10k,sentiment,core,"Deep emerging-markets and project finance practice spanning Middle East, Asia and Latin America host markets on the F1 calendar.",yes,X09a
203,Willkie Farr & Gallagher,willkie.com,United States,"Elite M&A, PE & antitrust practice",1700,1k-5k,sentiment,core,Growing PE and antitrust practice with sponsor-side clients for whom exclusive race hospitality differentiates client development.,,X09a
204,WilmerHale,wilmerhale.com,United States,"IP litigation, tech & regulatory elite",2500,1k-5k,sentiment,core,IP and tech litigation practice serves innovation-driven clients for whom F1's engineering narrative is an easy brand fit.,,X09a
205,Wilson Sonsini,wsgr.com,United States,Silicon Valley's leading tech & VC law firm,2200,1k-5k,sentiment,core,Deep venture capital relationships give it access to tech founders who are a growing segment of F1's new fanbase and sponsor pool.,yes,X09a
206,Winston & Strawn,winston.com,United States,Global litigation & sports law practice,2100,1k-5k,sentiment,core,Established sports law group makes motorsport sponsorship a natural showcase to prospective team and league clients.,,X09a
207,Withers,withersworldwide.com,United Kingdom,Global private client & family office specialist,1300,1k-5k,sentiment,sentiment,Private client and family-office practice serves ultra-high-net-worth individuals who are precisely F1's core paddock hospitality audience.,,X09a
208,WongPartnership,wongpartnership.com,Singapore,Top-tier Singapore corporate & disputes firm,700,250-1k,sentiment,sentiment,Elite Singapore corporate practice for which race-week hospitality in its home city is a low-friction client relationship tool.,,X09a
209,Xact Data Discovery,xactdatadiscovery.com,United States,E-discovery and digital forensics services,250,250-1k,sentiment,low,Regional e-discovery/forensics provider; included for category completeness rather than confirmed sponsorship-scale budget.,,X09b
210,Zapproved,zapproved.com,United States,Legal hold and e-discovery preservation software,100,100-250,sentiment,low,"Niche legal-hold software vendor; included for category coverage, modest scale limits affordability.",,X09b
211,Zhong Lun Law Firm,zhonglun.com,China,One of China's largest full-service firms,3500,1k-5k,sentiment,sentiment,"One of China's largest firms by lawyer count, well placed to host domestic corporate clients at the return of the Shanghai race.",,X09a
