#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,source_batch
97,Mitsubishi Heavy Industries (KM CDR Process),mhi.com,Japan,CO2 Capture Equipment,"~80,000 (Group)",10k+,core,TSE-listed parent (7011.T); Group FY2024 revenue >JPY 5 trillion (~USD 33B); KM CDR Process is MHI's leading carbon-capture licensing technology,World's most-licensed post-combustion carbon-capture technology; huge industrial conglomerate balance sheet,S3b
98,MSA Safety Incorporated,msasafety.com,United States,Gas Detection & Safety Equipment,"~5,000+",1k-5k,core,"NYSE: MSA; FY2024 revenue >USD 1.9B, profitable global gas-detection and safety-equipment leader",Category-leading portable/fixed gas-detection instruments used across industrial-gas facilities worldwide,S3b
99,Nakilat (Qatar Gas Transport Company),nakilat.com,Qatar,LNG carrier shipping,"~1,500",1k-5k,core,"Qatar Exchange-listed; owns/operates world's largest LNG carrier fleet, revenue >USD1B",World's largest LNG-shipping fleet operator; Middle East energy-market narrative fit for F1.,W03
100,Navin Fluorine International,navinfluorine.com,India,Fluorochemicals & specialty gases,"~1,500",1k-5k,core,NSE/BSE-listed; revenue est. ~$300M,Fast-growing Indian specialty-fluorogas maker serving pharma/agro/electronics.,U03
101,Nederman Holding,nederman.com,Sweden,Welding-Gas & Cutting Equipment,"~2,200",1k-5k,core,"Nasdaq Stockholm-listed (NMAN); FY2024 revenue >SEK 4B (~USD 380M), profitable global welding-fume/gas-extraction equipment leader",Category-leading welding fume and industrial-gas extraction equipment brand; Swedish engineering-safety narrative,S3b
102,Neuman & Esser Group,neuman-esser.com,Germany,Air-Separation Plants & Gas Compression,"~2,000",1k-5k,core,"Private family-owned Mittelstand group; estimated revenue EUR 400-500M, global gas and hydrogen compressor maker",Century-old German compressor specialist serving industrial-gas and green-hydrogen plants,S3b
103,New Fortress Energy Inc.,newfortressenergy.com,United States,LNG Small/Mid-Scale Infrastructure,~700+,250-1k,core,"Nasdaq: NFE; FY2024 revenue >USD 2B, small-scale/modular LNG (Fast LNG) infrastructure developer and operator",Pioneer of modular 'Fast LNG' small-scale liquefaction units; high-growth US energy-infrastructure story,S3b
104,Nexair LLC,nexair.com,United States,Regional welding & industrial gas distributor,"~1,000",250-1k,core,Private; revenue est. ~USD200-300M,One of the largest independent welding-gas distributors in the US Southeast; US GP triple-market fit.,W03
105,"Nikkiso Co., Ltd. (Nikkiso Cryo / Cryoquip)",nikkiso.com,Japan,Cryogenic Equipment & Gas Cylinders/Tanks,"8,000+ (Nikkiso Group; Cryoquip/Cryogenic Industries brand ~150-500)",5k-10k,core,"TSE-listed parent; Group revenue >USD 1.5B; Cryoquip/Cryogenic Industries is Nikkiso's cryogenic-equipment brand (pumps, vaporizers, LNG/industrial-gas equipment)",Global cryogenic pump/vaporizer leader (Cryoquip brand) backed by a large listed parent; unactivated in motorsport,S3b
106,Nippon Sanso Holdings Corporation,nipponsanso-hd.co.jp,Japan,"Global gas major (owns Matheson US, Nippon Gases Europe brands)",19300,10k+,core,"revenue ~$7.5B (JPY ~1.1T, verified group figure)",No evidence of F1 sponsorship; group brand not present in F1 paddock.,S3a_v2
107,"Norco, Inc.",norco-inc.com,USA,Regional US independent welding/medical/industrial gas distributor-producer,700,250-1k,core,"revenue est. ~$220-260M (private, estimated)",No evidence of F1 sponsorship found.,S3a_v2
108,Ohmium International,ohmium.com,United States,Hydrogen Electrolyzers & Infrastructure,~550+,250-1k,core,"Private, Series C; raised >USD 311M cumulative (incl. USD 250M Series C led by TPG Rise Climate); valuation ~USD 850M",Fast-growing modular PEM electrolyzer maker with strong India/US manufacturing footprint,S3b
109,Orbia Advance Corporation,orbia.com,Mexico,Fluorochemicals & refrigerant-gas producer,"~22,000",10k+,core,BMV-listed; revenue ~$7B,"Major LatAm-headquartered fluorochemical/specialty-gas group, strong regional narrative fit.",U03
110,Osaka Gas Co,osakagas.co.jp,Japan,LNG & hydrogen infrastructure utility,"~20,000+",10k+,core,TSE-listed; revenue >$10B,Major Japanese gas utility with LNG and hydrogen infrastructure investment; Suzuka GP tie-in.,U03
111,OTC Daihen Corporation,otc-daihen.com,Japan,Welding-Gas & Cutting Equipment,"~4,500",1k-5k,core,"Parent Daihen Corp TSE-listed (6622.T); Group revenue >JPY 150B (~USD 1B), profitable welding-robot/equipment maker",Leading Japanese welding-robot and arc-welding equipment brand; Suzuka GP tie-in,S3b
112,Oxiquim S.A.,oxiquim.cl,Chile,Industrial chemicals & gas distributor,~500,250-1k,core,Private; revenue est. ~$200-300M,Leading Chilean industrial gas/chemicals distributor; LatAm regional-champion narrative.,U03
113,Panasonic Welding Systems,panasonic.com,Japan,Welding-Gas & Cutting Equipment,"~230,000 (Panasonic Group)",10k+,core,TSE-listed parent (6752.T); Group FY2024 revenue >JPY 8.5 trillion (~USD 57B); dedicated welding-robotics division,"Global electronics giant's welding-automation arm; huge parent balance sheet, no F1 activation",S3b
114,Parker Hannifin,parker.com,United States,"Gas-Handling, Regulators & Fluid Control","~60,000+",10k+,core,"NYSE: PH; FY2024 revenue >USD 19.6B, highly profitable; Gas Separation and Filtration is a dedicated Parker division",Global gas-separation and filtration technology brand with vast motion-and-control engineering credibility,S3b
115,Plastic Omnium,plasticomnium.com,France,Hydrogen storage tank systems (New Energies division),"~40,000 (Group)",10k+,core,Euronext Paris-listed; Group revenue ~EUR10B,Major French auto-supplier group's hydrogen-tank division; French GP hospitality fit.,U03
116,Praj Industries,praj.net,India,CO2 Capture Equipment,"~1,800+",1k-5k,core,"NSE/BSE-listed; FY2024 revenue >INR 35B (~USD 420M), profitable bioenergy and gas-processing equipment maker",Leading compressed-biogas (CBG) and gas-processing equipment maker; India GP growth-market and sustainability-narrative fit,S3b
117,Robert Bosch GmbH (Hydrogen),bosch.com,Germany,Hydrogen Electrolyzers & Infrastructure,"~430,000 (Group)",10k+,core,"Private foundation-owned; Group FY2024 revenue >EUR 90B, highly profitable; entering electrolyzer stack manufacturing",Massive German engineering group building a new hydrogen-electrolyzer-stack business line; huge balance sheet,S3b
118,Samator Group,samator.com,Indonesia,Largest domestic industrial/medical gas producer in Indonesia,5000,1k-5k,core,"revenue est. ~$300-400M (group scale, private/partly-listed)",No evidence of F1 sponsorship found.,S3a_v2
119,Samsung Heavy Industries,samsungshi.com,South Korea,Cryogenic Equipment & Gas Cylinders/Tanks,"~9,000+",5k-10k,core,"KRX-listed (010140.KS); FY2024 revenue >KRW 9.7 trillion (~USD 7B), major global LNG-carrier and cryogenic-containment builder",Top-3 global LNG-carrier builder with deep cryogenic-engineering credibility; Asia GP calendar market fit,S3b
120,Sempra Infrastructure,semprainfrastructure.com,United States,LNG export & energy infrastructure,"~2,000 (est., division)",1k-5k,core,"Subsidiary of Sempra (NYSE: SRE, parent revenue >USD17B)",Major North American LNG export infrastructure platform backed by a large listed energy parent.,W03
121,SIAD Group,siad.com,Italy,Industrial/medical gases and gas engineering,2000,1k-5k,core,"revenue ~$650M (EUR ~600M, estimated)",No evidence of F1 sponsorship found.,S3a_v2
122,Sichuan Air Separation Plant Group (SASG),casc-china.com,China,Air-Separation Plants & Gas Compression,"~6,000+ (state-owned group estimate)",5k-10k,core,"State-owned enterprise under China National Machinery; major national ASU/cryogenic-equipment builder, revenue >USD 500M (estimate)",One of China's two dominant air-separation-plant manufacturers; large state-backed balance sheet,S3b
123,Siemens Energy AG,siemens-energy.com,Germany,Hydrogen Electrolyzers & Infrastructure,"~100,000+",10k+,core,"Frankfurt-listed (ENR); FY2024 revenue >EUR 34B, profitable; Silyzer PEM electrolyzer platform is a core hydrogen product line",Major PEM-electrolyzer technology brand inside one of Europe's largest energy-equipment companies | Separate listed company from Siemens AG (an F1 partner),S3b
124,Sinoma Science & Technology Co,sinomatech.com,China,Composite hydrogen storage cylinders,"~5,000+",1k-5k,core,SSE-listed; revenue substantial,Major Chinese composite-materials group producing hydrogen storage cylinders at scale.,U03
125,Snam S.p.A,snam.it,Italy,Gas transmission & hydrogen-ready pipeline infrastructure,"~3,000",1k-5k,core,"Milan-listed; large market cap, profitable",Europe's leading gas-infrastructure operator converting pipelines for hydrogen; Italian GP home-market fit.,U03
126,SOL Group,sol.it,Italy,Independent European gas major - industrial/medical gases,5600,5k-10k,core,"revenue ~$1.7B (EUR ~1.55B, estimated)",No evidence of F1 sponsorship found; privately held family group.,S3a_v2
127,Solar Turbines Incorporated,solarturbines.com,United States,Industrial gas turbines,"~7,000",5k-10k,core,"Wholly owned by Caterpillar Inc (NYSE: CAT, parent revenue >USD60B)","World's largest maker of industrial gas turbines for oil, gas and industrial-gas processing plants; US GP triple-market fit.",W03
128,Solvay SA,solvay.com,Belgium,Fluorochemicals & specialty/refrigerant gases,"~9,000",5k-10k,core,Euronext Brussels-listed; revenue ~EUR5B,Major European specialty-gas/fluorochemical producer with deep pockets and no F1 tie.,U03
129,SRF Limited,srf.com,India,"Fluorochemicals, refrigerant & specialty gases","~6,000+",5k-10k,core,"NSE/BSE-listed; revenue ~$2.5B, profitable",Large diversified Indian chemicals group with specialty-gas division; India GP tie-in.,U03
130,Stabilus SE,stabilus.com,Germany,Gas springs & damper systems,"~7,000",5k-10k,core,"Frankfurt-listed (STM); FY2024 revenue >EUR1.1B, profitable, world's leading gas-spring maker","Global leader in gas-spring technology (automotive and industrial); German precision-engineering brand, no F1 activation.",W03
131,Sulzer AG,sulzer.com,Switzerland,Air-Separation Plants & Gas Compression,"~13,000",10k+,core,"SIX-listed (SUN); FY2024 revenue >CHF 3.4B (~USD 3.8B), profitable global pump/compressor group","Swiss precision pump and gas-handling technology across industrial-gas, hydrogen and LNG applications",S3b
132,Sunfire GmbH,sunfire.de,Germany,Hydrogen Electrolyzers & Infrastructure,~500-650,250-1k,core,"Private, Series E; raised >EUR 500M (~USD 540M) cumulative including a EUR 215M Series E; current valuation ~USD 1.7B",Fast-scaling German alkaline/solid-oxide electrolyzer unicorn; clears the growth-projected gate cleanly,S3b
133,Superior Plus Corp,superiorplus.com,Canada,Propane & specialty chemicals distribution,"~2,700",1k-5k,core,"TSX-listed (SPB); FY2024 revenue >USD1.9B, profitable",Major listed Canadian propane and specialty-gas distribution group; North American GP market fit.,W03
134,Svante Inc.,svanteinc.com,Canada,CO2 Capture Equipment,~300-350,250-1k,core,"Private, Series E; raised >USD 685M cumulative (incl. USD 318M Series E led by Chevron); enterprise value ~USD 1B",Leading solid-sorbent carbon-capture filter technology maker; clears the growth-projected gate,S3b
135,Swagelok Company,swagelok.com,United States,"Gas-Handling, Regulators & Fluid Control","~6,000",5k-10k,core,"Private, employee-owned; estimated revenue >USD 2B, world's leading fluid-system fittings/valves/regulators maker","Ubiquitous gas and fluid-handling components brand across industrial-gas, hydrogen and LNG systems; huge distributor network for hospitality",S3b
136,Tech Air LLC,techair.com,United States,Welding & industrial gas distributor,"~1,000+",250-1k,core,Private; revenue est. ~$300-400M,Large independent US welding-gas distribution network; US GP triple-market fit.,U03
137,Technip Energies,technipenergies.com,France,Air-Separation Plants & Gas Compression,"~17,000",10k+,core,"Euronext Paris-listed (TE); FY2024 revenue >EUR 6.7B, profitable global LNG/gas-processing EPC leader","World-leading LNG-plant engineering house (Qatar, US Gulf Coast mega-trains); French motorsport-nation identity, no F1 deal found",S3b
138,The Chemours Company,chemours.com,United States,"Refrigerant & specialty fluorogases (Freon, Opteon)","~6,300",5k-10k,core,NYSE: CC; FY2024 revenue ~$5.8B,"Iconic US refrigerant-gas brand with global industrial reach, no F1 activation found.",U03
139,Thermax Limited,thermaxglobal.com,India,Air-Separation Plants & Gas Compression,"~7,000+",5k-10k,core,"NSE/BSE-listed; FY2024 revenue >INR 90B (~USD 1.1B), profitable energy and environment engineering group",Major Indian energy/gas-processing and heat-recovery equipment maker; India GP direct market fit,S3b
140,Thyssenkrupp Nucera,thyssenkrupp-nucera.com,Germany,Hydrogen Electrolyzers & Infrastructure,"~1,000+",250-1k,core,"Frankfurt-listed (NCH2); FY2024 revenue >EUR 900M, backed by thyssenkrupp/de Nora; leading chlor-alkali and green-hydrogen electrolyzer maker","One of the world's largest electrolyzer-capacity suppliers; recently public, actively building brand awareness",S3b
141,Time Technoplast,timetechnoplast.com,India,Cryogenic Equipment & Gas Cylinders/Tanks,"~5,000+",1k-5k,core,"NSE/BSE-listed; FY24 revenue ~INR 40B (~USD 480M), profitable diversified polymer/composite-cylinder maker",Composite LPG/CNG cylinder division serving India and export markets; India GP growth-market fit,S3b
142,Tokuyama Corporation,tokuyama.co.jp,Japan,Silane & specialty gases for semiconductors,"~5,000",1k-5k,core,TSE-listed; revenue ~$3B,Key silane-gas producer for global semiconductor and solar industries.,U03
143,Tokyo Gas Co,tokyo-gas.co.jp,Japan,LNG & hydrogen infrastructure utility,"~16,000",10k+,core,TSE-listed; revenue ~$14B,Japan's largest city-gas utility building LNG and hydrogen infrastructure at national scale.,U03
144,Toray Industries,toray.com,Japan,Carbon fiber for hydrogen storage tanks,"~50,000",10k+,core,TSE-listed; revenue ~$18B,Global carbon-fiber leader supplying hydrogen-tank materials; Suzuka GP tie-in.,U03
145,UBE Corporation,ube.co.jp,Japan,Specialty chemicals incl. industrial ammonia/gases,"~10,000+",5k-10k,core,TSE-listed; revenue ~$4B,Diversified Japanese chemicals major with ammonia/industrial-gas production; Suzuka GP tie-in.,U03
146,Venture Global LNG Inc,venturegloballng.com,United States,LNG export infrastructure,"~1,500",1k-5k,core,NYSE: VG (2025 IPO); FY2024 revenue >USD5B,"Fast-scaling US LNG export developer, one of the largest recent US energy IPOs; no F1 activation found.",W03
147,voestalpine Böhler Welding,voestalpine.com,Austria,Welding-Gas & Cutting Equipment,"~50,000 (voestalpine Group)",10k+,core,Vienna-listed parent (VOE); Group FY2024/25 revenue >EUR 15B; Böhler Welding is voestalpine's global welding-consumables brand,"Top-3 global welding-consumables brand inside a huge, profitable Austrian steel group",S3b
148,Wison Engineering Services,wisongroup.com,China,Air-Separation Plants & Gas Compression,"~5,000+",1k-5k,core,"HKEX-listed (2236.HK); revenue >RMB 10B (~USD 1.4B), major China LNG/petrochemical/gas-processing EPC contractor",Builds LNG and gas-processing plants across Asia; Shanghai GP tie-in and growing global EPC footprint,S3b
149,Worthington Enterprises,worthingtonenterprises.com,United States,Cryogenic Equipment & Gas Cylinders/Tanks,"~3,000",1k-5k,core,"NYSE: WOR; FY2024 revenue >USD 1.2B, profitable, spun off from Worthington Industries 2023",Leading North American propane/industrial-gas cylinder and tank maker; US GP market fit (Austin/Miami/Vegas),S3b
150,Wärtsilä Corporation (Gas Solutions),wartsila.com,Finland,LNG Small/Mid-Scale Infrastructure,"~17,000",10k+,core,"Nasdaq Helsinki-listed (WRT1V); FY2024 revenue >EUR 6.2B, profitable; Gas Solutions builds LNG cryogenic tanks/systems for marine and industrial use","Leading marine LNG cryogenic-tank and fuel-system brand; Finnish engineering story, no F1 activation",S3b
151,Yaskawa Electric (Motoman),yaskawa.com,Japan,Welding-Gas & Cutting Equipment,"~15,000",10k+,core,"TSE-listed (6506.T); FY2024 revenue >JPY 550B (~USD 3.7B), profitable global robotics/welding-automation leader",Motoman welding robots automate gas-shielded arc welding worldwide; Suzuka GP home-market tie-in,S3b
152,Zhejiang Juhua Co Ltd,juhua.com,China,Fluorochemicals & specialty/refrigerant gases,"~10,000+",5k-10k,core,SSE-listed; revenue est. ~$2B,China's largest fluorochemical/refrigerant-gas producer; Shanghai GP tie-in.,U03
153,Zhejiang Sanmei Chemical Industry Co,sanmeichem.com,China,HFC refrigerant gas producer,"~3,000",1k-5k,core,"SSE-listed (603379); FY2024 revenue ~RMB4.0B (~USD560M), up 44% YoY (verified) - domain unverified, FLAGGED",Fast-growing listed Chinese HFC refrigerant producer riding tight global refrigerant-gas supply; Shanghai GP tie-in.,W03
154,2G Energy AG,2-g.com,Germany,Gas-engine combined heat & power systems,"~1,000",250-1k,adjacent,Frankfurt-listed (2GB); revenue est. ~EUR300-400M,Listed German gas-engine CHP maker serving biogas and industrial-gas cogeneration markets.,W03
155,Aerzener Maschinenfabrik (Aerzen),aerzen.com,Germany,Blowers & compressors for gas and process industries,"~2,700",1k-5k,adjacent,Private family-owned; revenue est. ~EUR500M,Century-old German blower/compressor specialist serving industrial-gas and wastewater process markets; unactivated in motorsport.,W03
156,ALMiG Kompressoren GmbH,almig.de,Germany,Compressed-air systems,~400,250-1k,adjacent,Private; revenue est. ~EUR100-150M,Mid-size German compressor maker serving industrial-gas-adjacent manufacturing plants.,W03
157,Anest Iwata Corporation,anest-iwata.co.jp,Japan,Compressors & vacuum pumps,"~2,500",1k-5k,adjacent,TSE-listed; revenue est. ~USD400-500M,Listed Japanese compressor and vacuum-pump maker serving industrial and coating markets; Suzuka GP tie-in.,W03
158,Aventics (Emerson),aventics.com,Germany,Pneumatic components & systems,"~2,000 (est., division)",1k-5k,adjacent,"Subsidiary of Emerson Electric (NYSE: EMR, parent revenue >USD17B)","German pneumatics brand inside a large, deep-pocketed US industrial conglomerate.",W03
159,Baltur S.p.A.,baltur.it,Italy,Industrial & commercial burners,~350,250-1k,adjacent,Private; revenue est. ~EUR80-120M,Established Italian industrial-burner manufacturer with global export distribution; Italian GP home-market fit.,W03
160,Baosteel Gases Co. (China Baowu Steel Group),baosteel.com,China,Captive+merchant industrial gas subsidiary of world's largest steelmaker,5000,1k-5k,adjacent,"revenue not separately reported by parent Baowu - estimated large scale, FLAGGED",No evidence of F1 sponsorship found. Added by agent; subsidiary financials not separately disclosed - flagged.,S3a_v2
161,Bauer Kompressoren GmbH,bauer-kompressoren.de,Germany,High-pressure breathing-air & industrial gas compressors,"~1,200",1k-5k,adjacent,Private; revenue est. ~EUR200-250M,"German high-pressure compressor specialist (breathing air, CNG, industrial gas) with global distribution; no F1 tie.",W03
162,Bhuruka Gases Limited,bhurukagases.com,India,South India regional CO2/industrial gas producer,500,250-1k,adjacent,revenue est. ~$40-60M - below core bar; included as adjacent per prior verified run,No evidence of F1 sponsorship found.,S3a_v2
163,Bloom Engineering Inc,bloomeng.com,United States,Industrial combustion & burner systems,~400,250-1k,adjacent,"Subsidiary of Amsted Industries (private, large diversified industrial group)","US industrial-burner specialist serving steel, glass and process-gas industries; deep-pocketed private parent.",W03
164,BOGE Kompressoren,boge.com,Germany,Compressed-air systems & industrial compressors,~700,250-1k,adjacent,Private; revenue est. ~EUR150-200M,Established German compressor maker serving industrial-gas-adjacent process industries; no F1 presence.,W03
165,Carl Cloos Schweisstechnik (Cloos),cloos.de,Germany,Welding robots & equipment,~800,250-1k,adjacent,Private; revenue est. ~EUR150-200M,German welding-robotics and equipment specialist serving automotive and industrial-fabrication markets.,W03
166,Caterpillar Energy Solutions (MWM),mwm.net,Germany,Gas engines for industrial power,"~1,000",250-1k,adjacent,Wholly owned by Caterpillar Inc (parent revenue >USD60B),"Caterpillar's German gas-engine brand (MWM) serving biogas, landfill-gas and industrial-gas power markets.",W03
167,Cebora S.p.A.,cebora.it,Italy,Welding & plasma-cutting equipment,~400,250-1k,adjacent,Private family-owned; revenue est. ~EUR100M,Established Italian welding and plasma-cutting equipment maker; Italian GP home-market fit.,W03
168,"CF Industries Holdings, Inc.",cfindustries.com,USA,"Nitrogen/ammonia producer, low-carbon ammonia and CO2 capture projects",3000,1k-5k,adjacent,"revenue ~$5.9B FY2024 (public, verified)",No evidence of F1 sponsorship found.,S3a_v2
169,Compressor Controls Corporation,cccglobal.com,United States,Turbomachinery & compressor control systems,~500,250-1k,adjacent,"Subsidiary of Roper Technologies (Nasdaq: ROP, parent revenue >USD5B)",Leading control-systems provider for industrial-gas and LNG compressor trains worldwide; deep-pocketed listed parent.,W03
170,Coregas Pty Ltd,coregas.com.au,Australia,"Australian/NZ industrial, medical and specialty gas producer (Wesfarmers-owned)",400,250-1k,adjacent,revenue est. ~$150-200M standalone; backed by ASX-major parent Wesfarmers,No evidence of F1 sponsorship found.,S3a_v2
171,DCC plc,dcc.ie,Ireland/United Kingdom,LPG & energy distribution conglomerate,"~13,000+",10k+,adjacent,"LSE-listed (DCC); revenue >GBP20B, profitable",Large listed Irish energy-distribution conglomerate with an extensive LPG business.,U03
172,Dynagas LNG Partners LP,dynagaspartners.com,Greece,LNG carrier shipping,~150,100-250,adjacent,NYSE American-listed (DLNG); annual revenue est. ~USD100-150M,Listed niche LNG-shipping operator serving Yamal and global LNG trades.,W03
173,EWM AG,ewm-group.com,Germany,Welding technology & power sources,~700,250-1k,adjacent,Private; revenue est. ~EUR150M,German precision arc-welding technology brand serving industrial fabrication markets.,W03
174,Forbes Marshall,forbesmarshall.com,India,Industrial boilers & burners,"~2,000",1k-5k,adjacent,Private family-owned; revenue est. ~USD250-300M,Leading Indian steam-engineering and combustion-equipment group; India GP growth-market fit.,W03
175,Fusheng Industrial Co Ltd,fusheng.com,Taiwan,Air compressors (owns ABAC brand),"~2,500",1k-5k,adjacent,TWSE-listed; revenue est. ~USD400-500M,Taiwan's leading listed compressor manufacturer with global distribution across industrial-gas-adjacent markets.,W03
176,GasLog Ltd,gaslogltd.com,Monaco,LNG carrier shipping & FSRU operations,~300,250-1k,adjacent,"Private (BlackRock-led take-private, 2021); fleet-scale revenue est. >USD400M",Major independent LNG-shipping operator serving global gas-supply chains; unactivated in motorsport.,W03
177,Gasum Oy,gasum.com,Finland,LNG & biogas distribution infrastructure,~500,250-1k,adjacent,State-owned; revenue est. >USD1B,Nordic LNG and biogas infrastructure operator building regional clean-fuel supply chains.,W03
178,Gebrüder Becker (Becker Pumps),becker-international.com,Germany,Vacuum pumps & compressors,"~1,600",1k-5k,adjacent,Private family-owned; revenue est. ~EUR300-400M,Global vacuum-pump and compressor manufacturer serving industrial-gas and process markets; unactivated in motorsport.,W03
179,Goyal MG Gases Pvt. Ltd.,goyalmggases.com,India,North/West India industrial and specialty gas producer,1000,250-1k,adjacent,"revenue est. ~$150-200M (private, estimated)",No evidence of F1 sponsorship found. Added by agent - Indian regional producer.,S3a_v2
180,"Guangdong Huate Gas Co., Ltd.",huategas.com,China,Electronic/specialty gases for semiconductor and display industries (STAR-listed),2000,1k-5k,adjacent,"revenue est. ~$300-400M (listed, estimated)",No evidence of F1 sponsorship found.,S3a_v2
181,Habas Sinai ve Tibbi Gazlar Istihsal Endustrisi A.S. (Habas),habas.com.tr,Turkey,Turkish industrial gas producer within a larger steel/energy/shipping conglomerate,3500,1k-5k,adjacent,"conglomerate revenue ~$3B+ (steel+gas+power+shipping combined) - gas-only revenue not separately confirmed, FLAGGED","No evidence of F1 sponsorship found; affordability basis is conglomerate-wide, flagged per brief.",S3a_v2
182,Hamon & Cie (International),hamon.com,Belgium,"Industrial combustion, cooling & environmental equipment","~1,500",1k-5k,adjacent,Euronext-listed (restructured); revenue est. ~EUR200-300M,Belgian listed industrial-process equipment group with combustion and gas-cooling technology lines.,W03
183,Hangzhou Oxygen Plant Group (HOPG),hopg.com.cn,China,Major Chinese ASU equipment manufacturer and industrial gas producer,3000,1k-5k,adjacent,"revenue not independently confirmed - estimated large scale, FLAGGED",No evidence of F1 sponsorship found. Added by agent; financials unverified - flagged.,S3a_v2
184,Industrial and Medical Gases Nigeria Plc,img-ng.com,Nigeria,Indigenous industrial & medical gas producer,~300,250-1k,adjacent,NGX-listed (IMG); revenue est. ~USD20-40M,Nigeria's leading indigenous listed industrial-gas producer; African-market growth narrative for F1.,W03
185,Kaifeng Air Separation Group (KASG),kasg.com.cn,China,Major Chinese air separation equipment manufacturer and gas producer,3000,1k-5k,adjacent,"revenue not independently confirmed - estimated large scale, FLAGGED",No evidence of F1 sponsorship found. Added by agent; financials unverified - flagged.,S3a_v2
186,Kjellberg Finsterwalde,kjellberg.de,Germany,Plasma & laser cutting systems,~500,250-1k,adjacent,Private family-owned; revenue est. ~EUR100-150M,German plasma/laser-cutting technology specialist serving industrial-gas-adjacent fabrication markets.,W03
187,KNF Neuberger GmbH,knf.com,Germany,Diaphragm pumps & compressors,~900,250-1k,adjacent,Private family-owned; revenue est. ~EUR150-200M,Specialist diaphragm pump/compressor maker used in gas sampling and specialty-gas handling worldwide.,W03
188,Knutsen Group (Knutsen NYK Offshore Tankers),knutsenoas.com,Norway,LNG carriers & offshore gas shipping,"~1,000",250-1k,adjacent,Private family-owned; fleet-scale revenue est. >USD500M,Norwegian LNG and offshore gas-shipping specialist with a large modern fleet; unactivated in motorsport.,W03
189,Kohler Power Systems,kohlerpower.com,United States,Industrial generators & gas engines,"~3,000 (est., Kohler Energy division)",1k-5k,adjacent,Private family-owned; Kohler Co Group revenue est. >USD8B,US industrial power-generation brand with gas-engine and generator lines serving industrial-gas sites; no F1 tie.,W03
190,Kryo Afrika,kryoafrika.com,South Africa,Independent industrial gas distributor across Africa,~200,100-250,adjacent,Private; revenue est. ~USD20-40M,"Independent gas-supply company operating across Nigeria, Kenya, Zambia, Namibia and DRC; distinctive pan-African footprint.",W03
191,Linweld Inc,linweld.com,United States,Regional welding & industrial gas distributor,~700,250-1k,adjacent,Private; revenue est. ~USD150-200M,Established independent US Midwest welding/industrial-gas distribution network.,W03
192,Magmaweld,magmaweld.com,Turkey,Welding consumables & equipment,~500,250-1k,adjacent,Private; revenue est. ~USD100-150M,Turkish welding-consumables exporter with growing international distribution.,W03
193,Mattei Group,mattei.it,Italy,Rotary-vane air & gas compressors,~500,250-1k,adjacent,Private family-owned; revenue est. ~EUR150-200M,Italian rotary-vane compressor specialist serving industrial-gas-adjacent process industries; Italian GP home-market fit.,W03
194,Megmeet Welding Technology,megmeet.com,China,Welding & cutting equipment,"~1,000 (est., division of Megmeet Group)",250-1k,adjacent,Shenzhen-listed parent (Megmeet Electric); Group revenue est. >USD500M,Chinese listed-group welding-technology division serving industrial fabrication markets; Shanghai GP tie-in.,W03
195,Metal Work Pneumatic S.p.A.,metalwork.it,Italy,Pneumatic components,~600,250-1k,adjacent,Private family-owned; revenue est. ~EUR150-200M,Italian pneumatic-components manufacturer with global export distribution.,W03
196,Migatronic A/S,migatronic.com,Denmark,Arc-welding equipment,~700,250-1k,adjacent,Private family-owned; revenue est. ~EUR150-200M,Established Nordic arc-welding equipment maker with global distribution; no F1 tie.,W03
197,National Industrial Gas Plants (NIGP),nigp.com.sa,Saudi Arabia,Major Saudi industrial gas producer (est. 1985),1000,250-1k,adjacent,"revenue not publicly confirmed - regional-major scale estimate, FLAGGED as unverified",No evidence of F1 sponsorship found. Added by agent; financials could not be independently confirmed - flagged.,S3a_v2
198,NextDecade Corporation,next-decade.com,United States,LNG export infrastructure (Rio Grande LNG),~200,100-250,adjacent,"Nasdaq: NEXT; developer-stage, market cap >USD2B",Developer of a major new US Gulf Coast LNG export terminal; high-growth US energy-infrastructure story.,W03
199,OCI Global N.V.,oci.com,Netherlands,"Nitrogen/ammonia/methanol producer, blue/green ammonia projects",3800,1k-5k,adjacent,"revenue ~$2.4B FY2024 (public, verified, post-divestitures)",No evidence of F1 sponsorship found.,S3a_v2
200,Quincy Compressor LLC,quincycompressor.com,United States,Air & gas compressors,"~1,200",1k-5k,adjacent,"Private, owned by American Industrial Partners; revenue est. ~USD300-400M",Century-old US compressor brand serving industrial-gas and manufacturing customers; US GP triple-market fit.,W03
201,Riello S.p.A.,riello.com,Italy,Industrial burners,"~1,500 (est., division)",1k-5k,adjacent,"Subsidiary of Carrier Global Corporation (NYSE: CARR, parent revenue >USD20B)",Leading Italian burner brand inside a large listed US HVAC/industrial conglomerate; Italian GP home-market fit.,W03
202,Rubis SA,rubis.fr,France,LPG distribution & energy logistics,"~4,500",1k-5k,adjacent,Euronext Paris-listed; revenue ~EUR5B,Major French-listed LPG distribution group; French GP home-market hospitality fit.,U03
203,SAACKE GmbH,saacke.com,Germany,Industrial burners & combustion systems,~500,250-1k,adjacent,Private family-owned; revenue est. ~EUR100-150M,German industrial-burner and combustion-technology specialist serving marine and industrial-gas markets.,W03
