#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,source_batch
90,ifm electronic gmbh,ifm.com,Germany,Industrial sensors & IIoT,8500,5k-10k,core,"Revenue ~EUR 1.5B (est., private/foundation-owned)",Large private sensor/IIoT group; F1 data-driven performance story aligns with ifm's condition-monitoring pitch to industrial customers.,S7b_v2
91,IMI plc (Norgren),imiplc.com,UK,Precision pneumatic & fluid motion control,7300,5k-10k,core,"Revenue ~GBP 2.0B, public (LSE: IMI)",UK precision-motion-control group (Norgren); direct engineering and geographic fit with UK-based F1 teams.,S7b_v2
92,Index-Werke GmbH & Co. KG,index-werke.de,Germany,CNC lathes & turning-automation systems,2300,1k-5k,core,"Private, family-owned; estimated revenue ~EUR 500M from global machine-tool sales",Precision CNC-lathe builder (Index and Traub brands) supplying components to automotive and aerospace lines; direct precision-machining alignment with F1 parts manufacturing.,W05
93,Inductive Automation,inductiveautomation.com,USA,SCADA/HMI software (Ignition),400,250-1k,core,"Revenue ~$200M+ (est., private, bootstrapped, dominant Ignition install base)","Fast-growing, unusually profitable private SCADA/HMI software company; F1 gives brand credibility to accelerate enterprise sales.",S7b_v2
94,"Inovance Technology Co., Ltd.",inovance.com,China,"Industrial robots, servo drives & automation",16000,10k+,core,"Revenue ~RMB 32B (~USD 4.4B, 2024), listed on Shenzhen SE, highly profitable China automation leader","China's largest domestic servo/automation and fast-growing robot-arm supplier; scale rivals global players, giving genuine F1-tier budget capacity.",S7a
95,Interlake Mecalux,interlakemecalux.com,Spain,Warehouse racking & automated storage systems,5000,1k-5k,core,Parent Mecalux S.A. is public (BME: MCLX); group revenue ~EUR 900M+ (2023),Global storage and warehouse-automation systems provider with a listed European parent; scale supports premium sponsorship investment.,W05
96,"Intralox, L.L.C.",intralox.com,United States,Modular plastic conveyor belting,3000,1k-5k,core,Private (part of Laitram LLC); global category leader in modular plastic belting with multi-continent manufacturing footprint,"World-leading modular-belting innovator feeding food, logistics and industrial lines globally; engineering-pride story for F1 audiences.",W05
97,"inVia Robotics, Inc.",inviarobotics.com,United States,Warehouse AMR-as-a-service (goods-to-person),150,100-250,core,Total funding >USD 100M; robotics-as-a-service model serving 3PL and e-commerce fulfillment centers,US warehouse-automation-as-a-service challenger to Locus/6 River-era incumbents; F1 platform would support enterprise-sales credibility building.,S7a
98,Iscar Ltd. (IMC Group),iscar.com,Israel,Metal-cutting tools & tooling systems,13000,10k+,core,"Part of IMC Group, wholly owned by Berkshire Hathaway (NYSE: BRK.A); backed by parent's scale/profitability",Berkshire-owned global cutting-tool leader competing directly with Sandvik/Kennametal; Berkshire's balance sheet gives long-run sponsorship stability.,W05
99,ISRA VISION AG (Atlas Copco),isravision.com,Germany,Machine vision & surface inspection,700,250-1k,core,"Subsidiary of Atlas Copco Group (parent revenue ~$13B, public)","Surface-inspection machine-vision brand under a well-capitalized industrial parent; quality-inspection precision is a strong F1 fit (dup-ok, distinct division as with prior precedent).",S7b_v2
100,J. Schmalz GmbH,schmalz.com,Germany,Vacuum grippers & handling technology,1500,1k-5k,core,"Revenue ~EUR 380M (~USD 410M, 2023), private family-owned German vacuum-technology leader","Global vacuum-gripping technology leader (robotics, logistics, glass/solar handling); F1's lightweight-materials handling (carbon fiber, aero parts) is an authentic use-case tie-in.",S7a
101,JR Automation (Hitachi Ltd.),jrautomation.com,United States,Robotic systems integration (parent: Hitachi),2200,1k-5k,core,"Wholly owned subsidiary of Hitachi Ltd. (parent revenue >USD 80B, TSE-listed, highly profitable)","Major North American robotic-systems integrator for automotive, EV-battery and life-sciences lines, backed by Hitachi's global balance sheet and its own motorsport-adjacent industrial brand ambitions.",S7a
102,JTEKT Corporation,jtekt.co.jp,Japan,"Precision bearings, driveline & machine tool automation",45000,10k+,core,"Revenue ~JPY 1.8T (~USD 12B), public (TSE: 6473)",Diversified Japanese bearings/driveline and machine-tool group (owns Koyo and Toyoda brands) with global automotive-manufacturing ties; scale supports a marquee sponsorship.,W05
103,Kassow Robots ApS,kassowrobots.com,Denmark,"Collaborative robots (7-axis cobots, parent: Kawasaki)",150,100-250,core,"Acquired by Kawasaki Heavy Industries (2023); parent Group revenue ~USD 13B, listed, profitable",Danish 7-axis cobot specialist now backed by Kawasaki's balance sheet; distinct standalone brand within KHI's robotics portfolio (dup note vs Kawasaki Robotics entry).,S7a
104,KEB Automation KG,keb.de,Germany,"Drives, servo & motion control",1900,1k-5k,core,"Revenue ~EUR 300M (est., private/family-owned)",Mid-size Mittelstand drive/motion specialist seeking global brand differentiation against larger listed peers.,S7b_v2
105,Kennametal Inc.,kennametal.com,United States,Precision cutting tools & tooling systems,8700,5k-10k,core,"Revenue ~$2.0B (FY2024), public (NYSE: KMT)",Major listed cutting-tool and wear-technology maker serving aerospace and automotive manufacturers; precision-machining engineering story fits F1 directly.,W05
106,Keyence Corporation,keyence.com,Japan,"Machine vision, sensors, measurement",11000,10k+,core,"Revenue ~$5.6B, public (TSE: 6861), highest-margin industrial name in sector","Premium machine-vision brand with a high-margin, high-marketing-spend culture; F1's global engineering-precision narrative fits Keyence positioning directly.",S7b_v2
107,KHS GmbH,khs.com,Germany,Filling & packaging robotics integration (parent: Salzgitter),5500,5k-10k,core,"Subsidiary of Salzgitter AG (parent revenue ~EUR 9B, listed, profitable German industrial group)",German bottling/packaging-line robotics integrator inside a major listed steel/industrial conglomerate; global beverage-client hospitality overlap with F1's drinks sponsors.,S7a
108,Klüber Lubrication (Freudenberg Group),klueber.com,Germany,Specialty industrial lubricants,2300,1k-5k,core,"Division of Freudenberg Group (private, family-owned); parent group revenue ~EUR 11B (2023)","Specialty lubricant maker inside a large private German industrial group, serving robotics, automotive and food-processing lines; friction-and-wear-reduction story pairs with F1 performance engineering.",W05
109,Kollmorgen (Regal Rexnord Corporation),kollmorgen.com,United States,Servo motors & motion control for robotics,1500,1k-5k,core,"Parent Regal Rexnord Corporation revenue ~USD 6.3B (2024), NYSE-listed, profitable industrial-motion group","Precision servo-motor/motion-control brand feeding robot-arm and AMR drivetrains; F1's electrified-motion narrative (ERS, actuation) is an authentic technical fit.",S7a
110,Kontron AG,kontron.com,Germany,Industrial computing & IoT hardware,2200,1k-5k,core,"Revenue ~EUR 665M, public (FSE: KBC)",Embedded/industrial-computing supplier for automation OEMs; F1's real-time computing demands are a natural technical parallel.,S7b_v2
111,Krohne Group,krohne.com,Germany,Flow & level measurement instrumentation,4000,1k-5k,core,"Revenue ~EUR 700M (est., private/family-owned)",Family-owned flow/level instrumentation specialist; F1 offers international visibility beyond its process-industry niche.,S7b_v2
112,Krones AG,krones.com,Germany,Packaging automation & robotic palletizing systems,19000,10k+,core,"Revenue ~EUR 5.6B (2024), listed on Frankfurt SE, profitable global bottling/packaging automation leader",Global beverage/packaging automation group with a growing robotic-palletizing (Robobox) line; large industrial-client base and German-engineering brand fit for F1.,S7a
113,KUKA AG,kuka.com,Germany,"Industrial robot OEM (arms, welding, systems)",14000,10k+,core,Revenue ~EUR 3.4B (2024); standalone listed brand though majority-owned by Midea Group (include per brief note),Iconic orange-arm robot brand already visible in motorsport supply chains; Midea ownership gives deep pockets while KUKA brand stays independent for sponsorship purposes.,S7a
114,Lenze SE,lenze.com,Germany,"Drives, servo & motion control",3800,1k-5k,core,"Revenue ~EUR 800M (est., private/foundation-owned)",Motion-control specialist for machine builders; F1's motion-engineering pedigree is directly relevant to its customer base.,S7b_v2
115,Leuze electronic GmbH,leuze.com,Germany,Industrial sensors & safety light curtains,1700,1k-5k,core,"Revenue ~EUR 300M (est., private)",Mittelstand sensor specialist; F1 gives international brand recognition beyond its German engineering niche.,S7b_v2
116,LimX Dynamics,limxdynamics.com,China,Humanoid & legged robots,300,250-1k,core,"Total funding >USD 100M across 2023-25 rounds incl. Alibaba, Northern Light Venture Capital",Legged/humanoid robotics maker among China's fast-growing embodied-AI cohort; expanding export presence in step with Unitree/AgiBot.,S7a
117,LMI Technologies Inc.,lmi3d.com,Canada,3D machine vision smart sensors for robotic inspection,250,250-1k,core,"Wholly owned by AMETEK, Inc. (NYSE: AME, FY2023 revenue ~USD 6.9B) — far exceeds all gates via parent",3D-scanning sensor specialist inside a deep-pocketed NYSE-listed precision-instruments group; F1's obsessive tolerance culture is a direct product-fit story.,U07
118,Locus Robotics Corp.,locusrobotics.com,United States,Warehouse AMRs (goods-to-person picking),700,250-1k,core,"Total funding ~USD 438M; valuation ~USD 2B (Series F, 2022), backed by Goldman Sachs Asset Mgmt, G2VP","Leading US warehouse-picking AMR platform serving DHL, CEVA and major 3PLs; unicorn scale plus a US-manufacturer story fits F1's growing American audience.",S7a
119,MAPAL Dr. Kress KG,mapal.com,Germany,Precision tooling & workholding systems,5700,5k-10k,core,"Private, family-owned; estimated revenue ~EUR 600M from global tooling sales",Precision-tooling and workholding specialist supplying automotive-engine and aerospace-component manufacturers; direct tolerance-engineering fit for F1.,W05
120,Maschinenfabrik Berthold Hermle AG,hermle.de,Germany,5-axis machining centers & automation systems,2000,1k-5k,core,"Revenue ~EUR 500M (est.), public (Frankfurt SDAX: MBH3)",Publicly listed maker of high-precision 5-axis machining centers used across aerospace and motorsport-parts manufacturing; a direct fit for F1's component-tolerance culture.,W05
121,maxon international ag,maxongroup.com,Switzerland,Precision motors & motion control,3000,1k-5k,core,"Revenue ~CHF 500M (est., private, foundation-owned)","High-precision motor maker (space, medtech, industrial); Swiss-engineering-precision brand fits F1's technical-excellence narrative.",S7b_v2
122,Mobile Industrial Robots (MiR),mobile-industrial-robots.com,Denmark,Autonomous mobile robots (AMRs),700,250-1k,core,"Backed by profitable parent Teradyne (group revenue ~USD 2.8B, NASDAQ-listed); category-leading AMR unit shipments",Danish AMR pioneer under the same Teradyne umbrella as Universal Robots; factory-logistics automation storyline (dup ok alongside UR entry).,S7a
123,Moog Inc.,moog.com,USA,"Precision motion control, servo/actuators",13000,10k+,core,"Revenue ~$3.3B, public (NYSE: MOG.A)",Precision servo-actuation supplier to aerospace/defense/industrial; extreme-performance engineering culture mirrors F1.,S7b_v2
124,MTS Systems (Amphenol),mts.com,USA,"Position/motion sensors, test systems",1800,1k-5k,core,"Division of Amphenol Corporation (parent revenue ~$15B, public NYSE: APH)",High-precision position-sensing and test-systems brand under a well-capitalized parent; motion-measurement pedigree fits F1 directly.,S7b_v2
125,Nachi-Fujikoshi Corp.,nachi-fujikoshi.co.jp,Japan,Industrial robot OEM & precision machinery,5300,5k-10k,core,"Revenue ~JPY 180B (~USD 1.2B, FY2024), listed on TSE, profitable diversified robotics/bearings/tooling group",Robot arms plus cutting tools/bearings used across auto and aerospace supply chains; low Western brand awareness that F1 would directly address.,S7a
126,Neura Robotics GmbH,neura-robotics.com,Germany,Humanoid & cognitive robots,700,250-1k,core,"Raised up to ~USD 1.4B (2026 round) with Nvidia, Qualcomm, Amazon, Tether participating; among Europe's best-funded humanoid makers",Germany's flagship humanoid-robotics unicorn with marquee tech-investor backing; strong cultural fit for F1's German teams/fanbase and engineering-precision narrative.,S7a
127,Nidec Corporation (Drive Technology & Motion),nidec.com,Japan,"Servo motors, drives, motion control",110000,10k+,core,"Parent revenue ~$16B, public (TSE: 6594)",World's largest motor maker; motor/drive precision engineering is a strong thematic overlap with F1 power units.,S7b_v2
128,Nifco Inc.,nifco.co.jp,Japan,Plastic fasteners & joining components,15000,10k+,core,"Revenue ~JPY 260B (~USD 1.7B), public (TSE: 7988)",Global plastic-fastening component maker supplying automotive manufacturers worldwide; lightweight-joining technology aligns with F1's materials-engineering focus.,W05
129,"Nimble Robotics, Inc.",nimblerobotics.com,United States,AI-powered warehouse fulfillment robotics,500,250-1k,core,"Total funding ~USD 255M+ (2024 round); valuation reported >USD 1B, backed by Cedar Pine, Bezos Expeditions",End-to-end AI warehouse-robotics operator (fulfillment-as-a-service) scaling fast with e-commerce clients; growth profile matches Figure/Apptronik-tier humanoid peers.,S7a
130,Norma Group SE,normagroup.com,Germany,Clamps & connection technology,8000,5k-10k,core,"Revenue ~EUR 1.1B (2023), public (XETRA: NOEJ)","Publicly listed connection-technology leader (clamps, fluid connectors) serving automotive and industrial manufacturers globally; scale supports meaningful sponsorship investment.",W05
131,NTN Corporation,ntnglobal.com,Japan,Precision bearings for industrial & robotics applications,22000,10k+,core,"Revenue ~JPY 750B (~USD 5B), public (TSE: 6472)","Major global bearing manufacturer feeding automation, robotics and automotive drivetrains; F1's Japan GP and precision-engineering culture offer a natural regional tie-in.",W05
132,OMRON Robotics (OMRON Corporation),omron.com,Japan,Industrial & mobile robot OEM (ex-Adept Technology),4500,1k-5k,core,"Parent OMRON Corporation revenue ~JPY 810B (~USD 5.5B, FY2024), listed, profitable industrial automation group",Factory-automation and mobile-robot (LD/MoMa) portfolio under a well-capitalized listed parent; F1 differentiates OMRON's automation arm from Siemens/Rockwell.,S7a
133,"Oriental Motor Co., Ltd.",orientalmotor.com,Japan,"Small AC/DC motors, stepper & servo motion products",2600,1k-5k,core,"Revenue ~JPY 130B (~$900M), public (TSE: 6104), profitable",World-leading precision small-motor maker whose motion components sit inside countless automation lines; F1 offers a global stage beyond its engineering-buyer niche.,U07
134,OSG Corporation,osg.co.jp,Japan,"Cutting tools (taps, drills, end mills)",8000,5k-10k,core,"Revenue ~JPY 140B (~USD 950M), public (TSE: 6136)",Global precision cutting-tool leader supplying automotive and aerospace manufacturers worldwide; F1's Japan GP offers a natural regional activation channel.,W05
135,Panasonic Industry (Factory Automation),industry.panasonic.eu,Japan,"PLC, servo & automation components (division)","parent 220,000+",10k+,core,"Division of Panasonic Holdings (parent revenue ~$60B, public)",Global electronics conglomerate's factory-automation arm; deep parent balance sheet easily supports a marquee F1 partnership.,S7b_v2
136,"Path Robotics, Inc.",path-robotics.com,United States,Autonomous robotic welding (AI-guided),500,250-1k,core,"Total funding ~USD 260M+ (2023 Series D); valuation ~USD 1.5B, backed by Tiger Global, Coatue, Addition",AI-guided autonomous welding robots addressing the same skilled-labor gap as F1 fabrication shops; authentic welding-precision storyline for chassis/component manufacturing sponsors.,S7a
137,Pepperl+Fuchs SE,pepperl-fuchs.com,Germany,"Industrial sensors, explosion protection",6500,5k-10k,core,"Revenue ~EUR 800M (est., private/foundation-owned)",Sensor pioneer (invented the proximity switch); precision-engineering pedigree maps well to F1 technology storytelling.,S7b_v2
138,Phoenix Contact GmbH & Co. KG,phoenixcontact.com,Germany,"Industrial connectivity, terminal blocks, automation electronics",22000,10k+,core,"Revenue ~EUR 3.7B (est., private)",Large private Mittelstand automation-electronics group with strong global OEM ties; scale supports major sponsorship spend.,S7b_v2
139,"Physical Intelligence, Inc.",physicalintelligence.company,United States,Robot foundation models / general-purpose robot AI,150,100-250,core,"Total funding ~USD 1.07B across Seed/Series A/B; valuation ~USD 5.6-11B (Nov 2025-2026 rounds) — backers incl. OpenAI, Jeff Bezos, Thrive, CapitalG",Foundation-model layer for general-purpose robotics (dup ok across AI-robotics passes); F1's data/AI storyline plus marquee-investor halo make this a premium partnership target.,S7a
140,Piab AB,piab.com,Sweden,Vacuum grippers & automation components,800,250-1k,core,"Revenue ~SEK 2B+ (~USD 200M+, 2023), owned by Patricia Industries (Investor AB / Wallenberg family, well-capitalized)",Swedish vacuum-gripping technology leader backed by the Wallenberg family's Investor AB; Nordic-engineering precision story with strong institutional financial backing.,S7a
141,Pilz GmbH & Co. KG,pilz.com,Germany,"Machine safety controllers, sensors & safe automation",2600,1k-5k,core,"Private, family-owned; estimated revenue ~EUR 400M from global safety-technology sales","Category-defining machine-safety technology leader (safety relays, safe PLCs) whose systems protect robot cells worldwide; safety-under-extreme-speed narrative resonates with F1.",W05
142,Productive Robotics Inc.,productiverobotics.com,United States,Collaborative robots (OB7 cobots),120,100-250,core,Revenue est. USD 20-50M; privately held US cobot maker with expanding dealer network,US-made cobot alternative to UR/Fanuc; F1's American fanbase growth is a natural audience for a homegrown automation brand.,S7a
143,Quicktron (Kuainiao Technology),quicktron.com,China,"Warehouse AMRs (goods-to-person, parent-backed by Alibaba)",600,250-1k,core,Total funding >USD 100M incl. Alibaba-affiliated investors; deployed across e-commerce mega-warehouses in Asia,Alibaba-ecosystem warehouse-robotics leader with major domestic scale seeking international expansion; F1 aids credibility with global retail buyers.,S7a
144,RBC Bearings Incorporated,rbcbearings.com,United States,Precision engineered bearings,3300,1k-5k,core,"Revenue ~$1.4B (FY2024), public (NASDAQ: RBC)","High-precision bearing maker serving aerospace, defense and industrial automation; extreme-tolerance engineering culture is a direct product-fit story for F1.",W05
145,Regal Rexnord Corporation,regalrexnord.com,USA,"Industrial motors, drives & power transmission",30000,10k+,core,"Revenue ~$6.3B, public (NYSE: RRX)",Large public motor/power-transmission group (parent of Kollmorgen); scale supports a marquee sponsorship independent of its subsidiary brand.,S7b_v2
146,Rockwell Automation,rockwellautomation.com,USA,"PLC/DCS, industrial software (FactoryTalk), drives",28000,10k+,core,"Revenue ~$8.5B FY2024, public (NYSE: ROK)",Largest pure-play US industrial automation vendor; sells directly to the same OEM/plant-engineering buyers F1 teams already court for technical partnerships; F1-clean.,S7b_v2
147,"Rokae Technology Co., Ltd.",rokae.com,China,Industrial & collaborative robot OEM,1200,1k-5k,core,"Total funding >USD 200M across multiple rounds; valuation ~USD 1B+ (2024 Series D, investors incl. Sequoia China/HongShan)",Fast-scaling Chinese arm/cobot maker with unicorn-level backing pursuing global (Europe/US) expansion; F1 would accelerate Western brand recognition.,S7a
148,Schaeffler AG,schaeffler.com,Germany,"Precision bearings, linear motion & industrial drive components",83000,10k+,core,"Revenue ~EUR 16.3B (2023), public (FSE: SHA3)","Verified F1-clean (current motorsport ties limited to DTM/Formula E, not F1); precision-bearing and motion-technology giant whose components sit inside countless automation and drivetrain systems.",W05
149,Schmersal Group,schmersal.com,Germany,"Safety switches, relays & machine-safety systems",2100,1k-5k,core,"Private, estimated revenue ~EUR 350M from global safety-technology sales","Broad machine-safety portfolio (switches, sensors, safety controllers) competing with Pilz/Euchner; F1 offers brand elevation across its global manufacturing customer base.",W05
150,SCHUNK GmbH & Co. KG,schunk.com,Germany,Robot grippers & clamping technology,3800,1k-5k,core,"Revenue ~EUR 750M (~USD 810M, 2023), private family-owned German precision-automation group","World's leading gripping-systems maker (grippers, clamps) supplying every major robot OEM; F1's precision-under-pressure narrative is a direct brand fit for an ingredient-technology leader.",S7a
151,Seegrid Corporation,seegrid.com,United States,Autonomous forklifts & pallet-handling AMRs,400,250-1k,core,"Total funding >USD 100M+ across rounds incl. Fontinalis, G2VP, Giant Eagle; 25+ years operating history","Longest-running US AMR/autonomous-forklift maker, deployed across automotive and CPG plants; F1 gives a global-manufacturer visibility boost.",S7a
152,Sensata Technologies,sensata.com,USA,Industrial & automotive sensors,17000,10k+,core,"Revenue ~$3.6B, public (NYSE: ST)",Large-scale sensing company already deep in automotive/industrial; motorsport-adjacent sensor precision is a direct fit.,S7b_v2
153,SEW-Eurodrive GmbH & Co KG,sew-eurodrive.com,Germany,"Gearmotors, drives & motion control",21000,10k+,core,"Revenue ~EUR 4.7B (est., private/family-owned)",One of the largest private drive-technology companies globally; scale and engineering pedigree easily clear the affordability bar.,S7b_v2
154,SFS Group AG,sfs.com,Switzerland,Precision fastening components & systems,13000,10k+,core,"Revenue ~CHF 2.1B (2023), public (SIX: SFSN)","Publicly listed precision fastening-components group serving automotive, construction and electronics manufacturers; Swiss-engineering scale fits F1's technical-partner positioning.",W05
155,"Shibaura Machine Co., Ltd. (ex-Toshiba Machine)",shibaura-machine.co.jp,Japan,Industrial robots & precision machine tools,4000,1k-5k,core,"Revenue ~JPY 155B (~USD 1.05B, FY2024), listed on TSE, profitable",Precision robots and injection-molding machinery brand rebranded from Toshiba Machine; global manufacturer client base for premium B2B hospitality.,S7a
156,"Siasun Robot & Automation Co., Ltd.",siasun.com,China,Industrial robot OEM & automation systems,3000,1k-5k,core,"Revenue ~RMB 2.5B (~USD 345M, 2023), listed on Shanghai SE (STAR Market), state-backed robotics champion",China's oldest robotics company (spun out of Chinese Academy of Sciences); national-champion status plus growing export ambitions make global sports marketing attractive.,S7a
157,SICK AG,sick.com,Germany,Industrial sensors & safety systems,12000,10k+,core,"Revenue ~EUR 2.4B, public (FSE: SAE)",German sensor-technology icon; motorsport engineering credibility resonates with SICK's precision-sensing brand identity.,S7b_v2
158,"Skild AI, Inc.",skild.ai,United States,Robot foundation models (general-purpose robot AI),150,100-250,core,"Total funding ~USD 300M+ (2024 round); valuation ~USD 4.5B, backed by SoftBank, Nvidia, Samsung, Coatue",Carnegie Mellon-spinout building a foundation model for general-purpose robot control; premium AI-robotics brand courting the same OEM ecosystem F1 already reaches.,S7a
159,SMS group GmbH,sms-group.com,Germany,Metallurgical plant engineering & automation systems,14000,10k+,core,"Private, family-owned; estimated group revenue ~EUR 3.4B","Global heavy-industry plant-engineering and automation group (steel, aluminum, copper); large-scale German-engineering brand seeking consumer-facing visibility beyond its industrial-buyer niche.",W05
160,"Spectris plc (Red Lion, Omega, Malvern Panalytical)",spectris.com,UK,Precision instrumentation conglomerate (incl. Red Lion Controls),7300,5k-10k,core,"Revenue ~GBP 1.4B, public (LSE: SXS)",Precision-measurement conglomerate; portfolio brands (Red Lion HMI/SCADA hardware) sell into the same industrial buyers F1 courts.,S7b_v2
161,SSI Schäfer Group,ssi-schaefer.com,Germany,Warehouse automation & robotics integration,10000,5k-10k,core,"Revenue ~EUR 1.5B (~USD 1.6B, 2023), private family-owned German intralogistics group",One of the world's largest privately held warehouse-automation/robotics integrators; deep German-engineering pedigree and global retail/3PL client base for F1 hospitality.,S7a
162,Stanley Engineered Fastening (Stanley Black & Decker),stanleyengineeredfastening.com,United States,Industrial fastening & assembly systems,6500,5k-10k,core,"Division of Stanley Black & Decker, Inc. (public, NYSE: SWK); parent revenue ~$15.4B (2023)",Automotive- and aerospace-grade fastening and assembly-technology division of a NYSE-listed industrial giant; join-integrity-under-stress story mirrors F1's structural engineering.,W05
163,Stäubli International AG,staubli.com,Switzerland,"Industrial robot OEM (arms, connectors, textile)",6000,5k-10k,core,"Revenue ~CHF 1.6B (~USD 1.8B, 2023), profitable private Swiss industrial group across robotics, connectors and textile machinery",Swiss-precision robotics brand serving cleanroom/pharma/EV clients; F1's Swiss-team presence (Sauber/Audi) and precision-engineering narrative are a strong cultural fit.,S7a
164,Sumitomo Electric Hardmetal Corp.,sumitool.com,Japan,Cutting tools & hard-metal materials,2000,1k-5k,core,"Division of Sumitomo Electric Industries, Ltd. (public, TSE: 5802); parent revenue ~JPY 3.9T (~USD 26B)",Cutting-tool division of a major Japanese industrial conglomerate; parent's global manufacturing scale easily supports a marquee sponsorship.,W05
165,"Sumitomo Heavy Industries, Ltd. (Power Transmission & Controls)",shi.co.jp,Japan,Gearmotors & precision drive systems,20000,10k+,core,"Parent revenue ~JPY 940B (~USD 6.3B), public (TSE: 6302), profitable diversified industrial group",Major Japanese industrial conglomerate's drive-technology arm with global machine-builder reach; F1's Japan GP and engineering culture offer a natural regional tie-in.,U07
166,Swisslog Holding AG,swisslog.com,Switzerland,Warehouse robotics & healthcare logistics automation,2500,1k-5k,core,Subsidiary of KUKA AG / Midea Group; standalone brand with revenue ~CHF 700M+ (~USD 780M) contribution to KUKA's logistics segment,Warehouse-robotics arm of the KUKA/Midea group (dup note vs KUKA entry) serving major retail and hospital clients globally; Swiss-precision automation story.,S7a
167,Symbotic Inc.,symbotic.com,United States,Warehouse robotics (AI-directed AMR fulfillment),2700,1k-5k,core,"Revenue ~USD 1.8B (FY2024), NASDAQ-listed; backed/commercialized with Walmart and SoftBank as strategic partners",AI-directed robotic warehouse platform reshaping grocery/retail fulfillment at scale; NASDAQ-listed with a marquee retail customer base primed for premium sports sponsorship.,S7a
168,"Syrius Robotics Co., Ltd.",syrius.tech,China,Warehouse AMRs & robotics-as-a-service,300,250-1k,core,"Total funding >USD 100M across multiple rounds incl. GGV Capital, ZhenFund; global RaaS deployments (Aramex, DB Schenker)",China-to-global AMR/RaaS provider with marquee logistics customers already; F1's logistics-partner roster (DHL etc.) is a natural extension.,S7a
169,TE Connectivity Ltd. (Industrial Sensors),te.com,Switzerland,Industrial connectivity & sensors,85000,10k+,core,"Revenue ~$16B, public (NYSE: TEL)",World-scale connectivity and sensor supplier already active in motorsport-grade harnessing; strong capacity for major sponsorship.,S7b_v2
170,Techman Robot Inc.,tm-robot.com,Taiwan,"Collaborative robots (cobots, vision-integrated)",900,250-1k,core,"Revenue est. ~USD 150-250M; majority-owned subsidiary of Quanta Computer (parent revenue >USD 50B, Taiwan Stock Exchange-listed)",Vision-integrated cobot pioneer inside one of the world's largest electronics manufacturers; F1 gives a standout platform versus UR/Fanuc cobot lines.,S7a
171,Teledyne Technologies (DALSA / FLIR imaging),teledyne.com,USA,Machine vision & industrial imaging sensors,15000,10k+,core,"Revenue ~$5.7B, public (NYSE: TDY)","Major machine-vision/imaging portfolio (Teledyne DALSA, FLIR); high-speed imaging story overlaps directly with F1 broadcast and car-diagnostic camera technology.",S7b_v2
172,TGW Logistics Group GmbH,tgw-group.com,Austria,Warehouse robotics & automation integration,4500,1k-5k,core,"Revenue ~EUR 1.0B (~USD 1.1B, 2023/24), private Austrian intralogistics automation leader",Global warehouse-automation integrator (robotic shuttle/AMR systems) for major fashion and grocery retailers; Alpine-engineering brand story fits F1's European base.,S7a
173,The Timken Company,timken.com,United States,Precision bearings & power-transmission components,19000,10k+,core,"Revenue ~$4.5B (2023), public (NYSE: TKR)",Global bearings and mechanical-power-transmission leader (also owns Rollon linear motion); precision-under-load engineering story mirrors F1 mechanical demands.,W05
174,"THK Co., Ltd.",thk.com,Japan,Linear motion components for robots & machine tools,5300,5k-10k,core,"Revenue ~JPY 280B (~USD 1.9B, FY2024), listed on TSE, profitable global motion-control leader",World-leading linear-guide/ballscrew maker whose components sit inside most industrial and collaborative robots; F1's motion-precision story fits directly (dup note vs a general Industrial & Engineering pass).,S7a
175,TMEIC (Toshiba Mitsubishi-Electric Industrial Systems Corp.),tmeic.com,Japan,High-power industrial drives & motors,3800,1k-5k,core,"Revenue ~$1.5B (est.), joint venture of Toshiba & Mitsubishi Electric",Heavy-industrial drives/motors JV backing major global infrastructure and manufacturing projects; scale supports significant sponsorship.,S7b_v2
176,Turck (Hans Turck GmbH),turck.com,Germany,Industrial sensors & connectivity,4500,1k-5k,core,"Revenue ~EUR 700M (est., private)",Family-owned sensor/connectivity specialist competing globally against public peers; F1 offers differentiated visibility.,S7b_v2
177,UBTECH Robotics Corp Ltd,ubtrobot.com,China,Humanoid & service robots,2000,1k-5k,core,Hong Kong Stock Exchange-listed (IPO Dec 2023); market cap has exceeded USD 5-10B through 2025-26 humanoid-sector rally,Publicly listed humanoid/service-robot pioneer (Walker series) with deep automotive-factory pilot deployments; public listing plus surging market cap support a major marketing investment.,S7a
178,Unitree Robotics (Hangzhou Yushu Technology),unitree.com,China,Humanoid & quadruped robots,900,250-1k,core,"Raised ~USD 100M+ pre-IPO (2025 round at ~USD 1.7B valuation); Shanghai STAR Market IPO (Aug 2026) saw shares surge 460%+, implying a market cap around USD 60B+","Best-known consumer-facing humanoid/quadruped brand globally (viral dancing-robot videos); newly public with an enormous market cap, actively building international brand awareness ahead of Western retail push.",S7a
179,Universal Robots A/S,universal-robots.com,Denmark,Collaborative robots (cobots),1100,1k-5k,core,"Revenue ~USD 300M+ (2023); backed by profitable parent Teradyne (group revenue ~USD 2.8B, NASDAQ-listed)",Category-creating cobot brand with SME-manufacturer reach worldwide; pit-lane precision-automation storyline (dup ok — appears alongside Teradyne's MiR unit).,S7a
