#,company,domain,hq_country,sector,subsector,employees_est,affordability,why_f1
95,Kinetico Incorporated,kinetico.com,USA,Premium Home & Smart Appliances,Water Filtration/Purifiers,800,"Private; est. revenue $150-250M/yr, moderate-confidence estimate",Established US water-softening/filtration technology leader with dealer network across 100+ countries
96,King Living,kingliving.com,Australia,Premium Home & Smart Appliances,Premium furniture manufacturer,1100,"Privately held Australian design furniture manufacturer with international showrooms (US, UK, Asia); estimated revenue in the AUD200-300M range.",Global-reach Australian design house well matched to the Melbourne/Australian GP market and international expansion goals; no F1 tie.
97,Klipsch / Premium Audio Company,klipsch.com,USA,Premium Home & Smart Appliances,Speakers & home AV components (incl. Onkyo/Pioneer/Jamo brands),800,"Voxx International segment revenue $427.5M; Voxx now a Gentex Corporation company (public, revenue $1B-10B)",No F1 sponsorship found; iconic US speaker brand with strong Americana/motorsport-adjacent heritage marketing
98,Kvadrat,kvadrat.dk,Denmark,Premium Home & Smart Appliances,Luxury upholstery & interior textiles,1700,"Estimated group revenue >EUR300M; profitable, family/foundation-linked Danish textile house supplying luxury furniture, auto and hospitality interiors.","The world's leading high-design textile house (Kvadrat/Raf Simons, Kvadrat Febrik) with deep design-world credibility and history of art/design collaborations; no F1 relationship."
99,"Kyungdong Navien Co., Ltd.",navien.com,South Korea,Premium Home & Smart Appliances,"Premium water heating, boilers & home comfort systems","~2,000-3,000 (est.)",KOSDAQ-listed (092790); revenue estimated ~$1B,Fast-growing premium major-appliance category (water heating/HVAC) leader expanding hard in North America; adjacent to core kitchen/appliance bucket as a 'major appliance' regional champion.
100,L. & J.G. Stickley (Stickley Furniture),stickley.com,United States,Premium Home & Smart Appliances,Premium American furniture manufacturer (heritage),1000,Family-owned since 1900 with large vertically integrated US factories (NY and NC); estimated revenue in the $150-250M range.,"Iconic heritage American premium furniture brand with strong manufacturing scale and design credibility; revenue near threshold, backed by long-run profitability; no F1 tie."
101,La Marzocco S.r.l.,lamarzocco.com,Italy,Premium Home & Smart Appliances,Luxury espresso machines & grinders,~700-800,"Revenue >€220M and growing (last disclosed figure, Riverside Company growth-equity backed); trajectory implies current revenue near/above $250M",Cult premium Italian espresso brand central to specialty-coffee culture globally; Riverside's growth-capital backing supports a marquee sponsorship push into new territories.
102,Landmann GmbH & Co KG,landmann.de,Germany,Premium Home & Smart Appliances,Grills & Outdoor Cooking,500,"Private; est. revenue €150-250M/yr, moderate-confidence estimate",European grill brand with broad distribution across DACH and export markets
103,Le Creuset SAS,lecreuset.com,France,Premium Home & Smart Appliances,Premium Cookware,2100,Private; est. revenue well above $250M/yr as globally iconic luxury cookware brand,Globally recognized premium French cookware brand with strong gifting/retail business and brand equity to leverage
104,LEDVANCE,ledvance.com,Germany,Premium Home & Smart Appliances,Smart lighting,2680,Publicly traded; revenue $500M-1B,"Not an F1 sponsor (distinct from Signify/Philips Hue, which IS excluded); OSRAM's former general-lighting arm with a growing smart-lighting line"
105,Levantina,levantina.com,Spain,Premium Home & Smart Appliances,Luxury natural stone surfaces,1500,Major Spanish natural stone/quartz surfaces company (Cosentino peer); estimated revenue in the EUR300-400M range.,Global premium natural-stone and engineered-surfaces manufacturer supplying luxury real estate worldwide; positioned as a Cosentino-scale alternative that still fits the employee band; no F1 tie.
106,Lexington Home Brands,lexington.com,United States,Premium Home & Smart Appliances,Premium American furniture manufacturer,1100,"Privately held multi-brand US furniture company (Lexington, Tommy Bahama Home, Tommy Bahama Outdoor Living); estimated revenue in the $300-400M range.",Established premium/lifestyle American furniture group with strong licensed-brand marketing experience directly transferable to sponsorship activation; no F1 tie.
107,Ligne Roset,ligne-roset.com,France,Premium Home & Smart Appliances,Design furniture house,2000,"Family-owned French design furniture house with several vertically integrated French factories employing an estimated ~2,000 people; profitable multi-generational business.","Named seed brand; one of the largest vertically integrated design furniture manufacturers in France with a genuinely large manufacturing workforce, indicating substantial scale despite private ownership; no F1 tie."
108,Lodge Manufacturing (Lodge Cast Iron),lodgecastiron.com,USA,Premium Home & Smart Appliances,Premium Cookware,1700,"Private, family-owned, profitable; est. revenue >$250M/yr as America's largest cast-iron cookware maker",Iconic heritage American cookware brand with broad outdoor-cooking crossover appeal; no F1 sponsorship history
109,Loxone,loxone.com,Austria,Premium Home & Smart Appliances,Home & building automation,1000,"Privately held; ~1,000 employees at 45 locations, revenue estimated $300M-1B range","Not an F1 sponsor; Europe's leading independent whole-home automation platform (300,000+ projects)"
110,Lutron Electronics,lutron.com,United States,Premium Home & Smart Appliances,Smart lighting controls & shades,3373,"Privately held, family-owned; long-standing market leader in lighting controls, decades of profitability","Not an F1 sponsor; verified employee count (3,373) confirms it is inside the size band despite its scale/market dominance"
111,M-KOPA,m-kopa.com,"United Kingdom (operations across Kenya, Nigeria, Uganda, Ghana, South Africa)",Premium Home & Smart Appliances,Pay-as-you-go home solar & connected-device financing,3360,"Revenue in the $1B-10B band per company data; extended $2B+ in consumer credit, 7M+ customers","Not an F1 sponsor; Africa's largest connected pay-as-you-go solar-home-system platform, strong Africa footprint for the target's global-spread goal"
112,Marshall Group,marshall.com,Sweden,Premium Home & Smart Appliances,Heritage headphones & speakers with home lines,653,Revenue ~$389M (2023) after Zound Industries + Marshall Amplification merger,"Not found on any 2026 F1 team/global partner list; culture-forward brand already active in live music/festival sponsorship, seed flagged as clean"
113,Maytronics,maytronics.com,Israel,Premium Home & Smart Appliances,Robotic pool cleaners,662,"Public company; revenue $200-500M (Clay est., consistent with historical ~$300-400M); ~2M active Dolphin users worldwide",Category-defining robotic pool cleaner brand (Dolphin) with global distribution across 50+ countries; F1's affluent poolside/outdoor-living demographic is a natural fit for premium pool robotics.
114,Molteni Group,molteni.it,Italy,Premium Home & Smart Appliances,"Luxury furniture & kitchens (incl. Dada, Unifor, Citterio)",1137,"FY2025 group revenue ~EUR560M (record year), 1,137 employees -- comfortably clears the $250M revenue bar.","Fast-growing, profitable Italian design conglomerate spanning residential and contract furniture/kitchens; scale and growth trajectory support a multi-year sponsorship; no current F1 tie."
115,Multilaser (Grupo Multilaser),multilaser.com.br,Brazil,Premium Home & Smart Appliances,Smart home devices & consumer electronics,4578,Revenue $500M-1B; one of Brazil's 200 largest companies,Not an F1 sponsor; Brazil's leading consumer-tech conglomerate with a growing Multilaser Smart Home line
116,Napoleon (Wolf Steel Ltd),napoleon.com,Canada,Premium Home & Smart Appliances,Grills & Outdoor Cooking,1800,"Private, family-owned; est. revenue >$400M/yr across grills+fireplaces (multi-plant manufacturer)",Leading premium grill/outdoor-living manufacturer with global distribution and no existing motorsport platform
117,Narwal Robotics,narwal.com,China,Premium Home & Smart Appliances,Robot vacuums & mops,1200,"Revenue $200-500M band (Clay est.); total funding $100-250M, Series E closed April 2025",Top-tier Chinese robot vacuum/mop challenger (700K+ households) with fresh Series E capital and IPO ambitions; a global motorsport platform would support its push into Western premium retail.
118,National Presto Industries Inc,gopresto.com,USA,Premium Home & Smart Appliances,Cookware & Small Kitchen Appliances,700,"Public NYSE:NPK; revenue ~$400M/yr, debt-free balance sheet","Profitable, diversified US appliance manufacturer with strong cash position for premium brand repositioning"
119,Natuzzi,natuzzi.com,Italy,Premium Home & Smart Appliances,Premium upholstered furniture,3205,"Public (NYSE: NTZ); FY2025 revenue EUR308.2M; 3,205 employees -- verified within band and revenue threshold.","Only Italian furniture maker listed on NYSE, giving full financial transparency; strong global upholstery brand seeking growth catalysts; not affiliated with any F1 team."
120,Netgear,netgear.com,United States,Premium Home & Smart Appliances,Home networking,784,Public (NASDAQ: NTGR); 2025 revenue ~$694M,"Not an F1 sponsor; iconic home Wi-Fi/router brand, employee count verified well under the 5,000 cap"
121,Nice S.p.A.,niceforyou.com,Italy,Premium Home & Smart Appliances,"Smart shades, gates & home security",1758,"Publicly traded, ~2,000 employees on 5 continents; revenue estimated $200-500M","Not an F1 sponsor; leading European home-management brand for gate automation, shading and wireless alarms"
122,Nick Scali,nickscali.com.au,Australia,Premium Home & Smart Appliances,Premium furniture retailer (public),800,Public (ASX: NCK); revenue ~AUD450M (~$300M).,Listed Australian premium furniture retailer with strong margins and an appetite for brand-building tied to the Australian GP; transparent financials; no F1 tie.
123,Novita Pte Ltd,novita.com.sg,Singapore,Premium Home & Smart Appliances,Water Purification & Air Treatment,400,"Private; est. revenue $150-250M/yr, moderate-confidence estimate",Fast-growing Southeast Asian premium home-appliance brand with a natural home-market tie-in to the Singapore GP
124,Onward Manufacturing Company (Broil King),broilkingbbq.com,Canada,Premium Home & Smart Appliances,Grills & Outdoor Cooking,700,"Private; est. revenue $200-350M/yr, moderate-confidence estimate",Established North American premium grill brand with global distribution; no motorsport sponsorship
125,Ooni (CookOut Ventures Ltd),ooni.com,UK,Premium Home & Smart Appliances,Pizza Ovens,400,"Private; revenue £208M (~$260M) reported FY, 254% growth trajectory",Fast-growing global DTC outdoor-cooking brand with strong social/content culture; unsponsored in motorsport
126,Optoma (Coretronic),optoma.com,Taiwan,Premium Home & Smart Appliances,Home cinema projectors,700,"Parent Coretronic Corporation (TWSE: 5371, public) revenue $1B-10B",No F1 sponsorship found; leading 4K UHD home-cinema projector brand
127,Ozner Water International Holding,ozner.net,China,Premium Home & Smart Appliances,Water Purification,2200,Publicly listed (Hong Kong); est. revenue $150-250M/yr,Chinese premium water-dispenser/purifier company with commercial and residential product lines
128,Panariagroup Industrie Ceramiche,panariagroup.it,Italy,Premium Home & Smart Appliances,Luxury ceramic surfaces (public),1800,Public company (Borsa Italiana: PAN); consolidated revenue in the EUR350-400M range.,"Listed Italian premium tile/surfaces group (Panaria, Cotto d'Este, Lea Ceramiche, Florida Tile in the US) with transparent financials confirming affordability; no F1 tie."
129,Polywood Inc,polywood.com,USA,Premium Home & Smart Appliances,Outdoor Furniture,2000,Private; est. revenue >$250M/yr as vertically-integrated recycled-plastic furniture category leader,Largest US recycled-plastic outdoor furniture manufacturer with strong DTC and retail growth
130,Porcelanosa Group,porcelanosa.com,Spain,Premium Home & Smart Appliances,Luxury ceramic surfaces & kitchens,4980,"Revenue ~$1.4B; employees verified at ~4,980 -- just inside the 5,000 cap (per brief's request to verify hard).","Family-owned Spanish tile/surfaces & kitchen giant with premium architecture and hospitality client base; revenue far exceeds threshold; headcount confirmed just under the 5,000 ceiling; not an F1 sponsor."
131,Positec Group (Worx / Kress),positec.com,China,Premium Home & Smart Appliances,Robotic lawn mowers & power tools,4300,Revenue $681.6M (2025); raised $250M from Bain Capital in 2025 to fund global growth,"Global robotics/power-tool group (Worx Landroid, Kress robotic mowers) with fresh PE capital earmarked for brand growth; F1's global, affluent homeowner audience aligns with its premium outdoor robotics push."
132,Purmo Group,purmogroup.com,Finland,Premium Home & Smart Appliances,"Climate control (radiators, underfloor heating, smart controls)",2700,"2,700 employees across 20 countries; European indoor-climate-comfort leader, revenue estimated in hundreds of millions",Not an F1 sponsor; leading European home-climate/heating brand recently listed on Nasdaq Helsinki
133,Purple Innovation,purple.com,United States,Premium Home & Smart Appliances,Premium mattress & sleep tech,1100,"Public (NASDAQ: PRPL); trailing-12-month revenue ~$460M; 1,100 employees.",Publicly traded US premium mattress/sleep-tech brand with proprietary GelFlex material story well suited to performance marketing; distinct from Eight Sleep (Mercedes) and Tempur Sealy; not an F1 partner.
134,Qinyuan Group Co Ltd,qinyuan.com,China,Premium Home & Smart Appliances,Water Purification,3200,Publicly listed (Shanghai); est. revenue >$300M/yr,Major Chinese water-purifier/kitchen-appliance maker with international expansion ambitions
135,Reolink,reolink.com,China / United States,Premium Home & Smart Appliances,Smart security cameras,700,Estimated revenue $200-500M; trusted by 2M+ families/businesses across 110+ countries,Not an F1 sponsor; fast-growing DIY home-camera brand and a genuine Ring/Arlo rival
136,Roche Bobois,roche-bobois.com,France,Premium Home & Smart Appliances,Design furniture house,2500,"Public (Euronext Paris: RBO); FY2025 revenue EUR402.5M, well above the $250M revenue bar.",Publicly listed with disclosed financials confirming affordability; global design-furniture retailer (58 countries) with brand ambitions matching F1's international reach; not a 2026 F1 sponsor.
137,Room & Board,roomandboard.com,United States,Premium Home & Smart Appliances,Premium furniture retailer,1800,Employee-owned US premium modern furniture retailer; estimated revenue in the $400-500M range.,One of the most respected American modern-design furniture retailers with US-made manufacturing and a loyal affluent customer base; no F1 tie.
138,Saatva,saatva.com,United States,Premium Home & Smart Appliances,Luxury mattress & sleep,300,Multiple third-party estimates place revenue in the $300-450M range as the largest online luxury mattress brand in the US.,"Category-leading US luxury mattress DTC brand with premium price points and showroom expansion; strong revenue base for a lean, profitable headcount; no F1 affiliation."
139,SALTO Systems,saltosystems.com,Spain,Premium Home & Smart Appliances,Smart locks & access control,1038,Estimated revenue $200-500M; global access-control leader across 5 continents,Not an F1 sponsor; one of the world's largest independent electronic-lock/access-control makers
140,Savant Systems,savant.com,USA,Premium Home & Smart Appliances,Smart-home & home entertainment control,231,PE-backed ($50-100M raised); combined group revenue (incl. 2020 GE Lighting acquisition) estimated above $250M -- recommend confirming latest financials,No F1 sponsorship found; premium smart-home/home-cinema control brand
141,Scavolini,scavolini.com,Italy,Premium Home & Smart Appliances,Premium kitchens,600,"Italy's largest kitchen manufacturer; turnover reported in the EUR170-220M range and growing; profitable, privately held with decades of design-world sponsorship activity (design fairs, Formula-adjacent motorsport partnerships historically explored).",Category-leading premium Italian kitchen brand seeking international brand-building; revenue near threshold backed by strong profitability and export share; no current F1 deal.
142,Sennheiser electronic,sennheiser.com,Germany,Premium Home & Smart Appliances,Immersive home audio (Ambeo soundbars) & headphones,2171,"Revenue €463.1M (~$500M) FY2025, family-owned and profitable",No F1 sponsorship found in team/global partner checks; Ambeo home-cinema soundbar line is a direct AV-receiver/home-cinema category fit
143,"SharkNinja, Inc.",sharkninja.com,United States,Premium Home & Smart Appliances,"Premium small kitchen appliances, blenders, coffee & cleaning tech","~4,100 (2025)",NYSE-listed (SN); FY2024 revenue ~$4.9B — far above threshold,"Fast-growing, marketing-forward consumer brand with heavy media spend and celebrity/influencer partnerships already; not yet in motorsport, and F1's global/affluent audience matches its premiumization push (Ninja Luxe, Shark FlexStyle)."
144,Shure,shure.com,USA,Premium Home & Smart Appliances,Microphones & headphones with home listening lines,2342,"Private, family/ESOP-owned, profitable; revenue in the $1B-10B bracket",No F1 sponsorship found; century-old audio engineering brand with deep live-event/music sponsorship history
145,Silentnight Group,silentnight.co.uk,United Kingdom,Premium Home & Smart Appliances,Premium mattress & sleep,850,PE-backed (H.I.G. Capital) UK bed/mattress manufacturer; estimated revenue near/above GBP200M.,UK's best-known premium bed manufacturer with PE ownership providing marketing budget flexibility; revenue near threshold; no F1 tie.
146,SimpliSafe,simplisafe.com,United States,Premium Home & Smart Appliances,DIY home security systems,1250,"PE-backed (GTCR acquired Sept 2025); revenue ~$300-400M/yr, well above $250M threshold","Not an F1 sponsor; scaled US home security leader with strong DTC brand and PE capital behind it, fits smart locks/security systems bucket squarely"
147,"SK Magic Co., Ltd.",skmagic.com,South Korea,Premium Home & Smart Appliances,"Premium kitchen appliances, water purifiers & dishwashers","~1,500-2,000 (est.)","Privately held (SK Networks-affiliated); revenue estimated ~$700M — estimate, not independently confirmed","Fast-growing Korean premium appliance/rental brand pushing overseas (Malaysia, Vietnam, Middle East) expansion and would use F1 to build export credibility."
148,SMA Solar Technology,sma.de,Germany,Premium Home & Smart Appliances,Home solar inverters,3500,Public (XETRA: S92); revenue $500M-1B,Not an F1 sponsor; legacy German solar-inverter leader with dedicated Home & Business Solutions division
149,Smeg S.p.A.,smeg.com,Italy,Premium Home & Smart Appliances,"Luxury ranges, ovens & retro-styled small appliances",500-999,"Revenue ~€634M / ~$680M (2024, official Italian filings) — well above $250M threshold; family-owned, consistently profitable","Globally recognized retro-luxury design icon expanding aggressively in North America and Asia; kitchen/lifestyle category is open on the F1 grid and Smeg already sponsors design, fashion and culinary events, a natural adjacency to motorsport hospitality."
150,Snap One Holdings,snapone.com,USA,Premium Home & Smart Appliances,"Home entertainment/AV control & distribution (Control4, Episode)",2700,"Public company (NASDAQ: SNPO), revenue estimated $700-800M",No F1 sponsorship found; leading custom-install home-cinema/AV brand portfolio
151,Society Limonta,societylimonta.com,Italy,Premium Home & Smart Appliances,Luxury textile mill (interiors),800,Privately held Italian textile mill supplying major luxury fashion and interiors houses; estimated revenue in the EUR150-200M range -- affordability should be treated as a secondary-tier lead given data limitations.,"Go-to premium textile supplier for luxury interiors and fashion houses, giving it strong design-world credibility and likely access to co-marketing budgets; no F1 tie."
152,SolarEdge Technologies,solaredge.com,Israel,Premium Home & Smart Appliances,Home solar inverters & battery systems,3576,Public (NASDAQ: SEDG); revenue ~$1.3B (rev/employee $372K x headcount),"Not an F1 sponsor; verified employee count (3,576) confirms it sits inside the size band despite past scale"
153,SolaX Power,solaxpower.com,China,Premium Home & Smart Appliances,Home solar & battery storage inverters,1200,Estimated revenue $200-500M; residential storage systems rank top-3 worldwide,Not an F1 sponsor; major residential hybrid-inverter brand active in 130+ countries
154,Solo Brands Inc,solobrands.com,USA,Premium Home & Smart Appliances,Outdoor Living / Fire Pits,700,Public NYSE; implied total revenue ~$500M/yr (DTC segment alone $316.6M = 63.5% of sales),"Premium outdoor-living portfolio (Solo Stove, Isle, Oru) with heavy social/influencer marketing fit for F1's fan growth strategy"
155,Sonos,sonos.com,USA,Premium Home & Smart Appliances,Wireless multi-room speakers & soundbars,1840,"Revenue $1.44B FY2025 (NASDAQ: SONO), profitable public company, well above $250M floor",Not a current F1 team/global sponsor per 2026 partner lists; category-defining premium home audio DTC brand with strong lifestyle/affluent-audience fit
156,STIGA Group,stiga.com,Italy,Premium Home & Smart Appliances,Robotic lawn mowers,872,Revenue $500M-1B band (Clay est.); sells 1M+ garden machines/year across 85 countries,"90-year-old Italian garden-equipment group (STIGA, Alpina, Mountfield, Castelgarden, Atco) with a dedicated robot-mower division; European manufacturing base and affluent-homeowner customer base align with F1's European fan core."
157,"Sub-Zero Group, Inc.",subzero-wolf.com,United States,Premium Home & Smart Appliances,"Luxury refrigeration & ranges (Sub-Zero, Wolf, Cove)","~1,870 (2024/2025)","Revenue ~$728M — above threshold; privately held, family/employee-owned and decades-profitable","The definitive US luxury kitchen brand with an affluent-homeowner customer base that mirrors F1's fanbase demographics; no motorsport presence today, high design/precision-engineering story fit."
158,Summer Classics Inc,summerclassics.com,USA,Premium Home & Smart Appliances,Outdoor Furniture,600,"Private; est. revenue $200-250M/yr, moderate-confidence estimate",Premium outdoor furniture and lifestyle brand with growing retail footprint; no sports sponsorship yet
159,Sun King,sunking.com,Kenya,Premium Home & Smart Appliances,Off-grid home solar power,2219,Revenue $200-500M; $100-250M raised; powers 20M+ homes across 40+ countries,"Not an F1 sponsor; leading global off-grid home-solar provider, strong Africa/South Asia presence"
160,Synology,synology.com,Taiwan,Premium Home & Smart Appliances,Home networking & connected storage,1000,Publicly traded (TWSE: 5285); revenue reported well over $250M in company filings,Not an F1 sponsor; category-leading NAS/home-network brand with Surveillance Station security software
161,Teka Group,teka.com,Spain,Premium Home & Smart Appliances,"Premium built-in kitchen appliances (hobs, ovens, hoods, sinks)","~3,500-4,500 (est.)","Cinven private-equity owned; revenue estimated ~€700-800M — estimate, needs verification",Century-old European premium kitchen brand with broad EMEA/LatAm distribution seeking a global platform beyond its traditional design-fair marketing.
162,The AZEK Company Inc,azekco.com,USA,Premium Home & Smart Appliances,Outdoor Living (Composite Decking),2300,Public NYSE:AZEK; revenue ~$1.4B/yr,Fast-growing premium outdoor-living materials brand; direct rival dynamic to Trex creates category-exclusivity pitch
163,The Cookware Company (GreenPan),greenpan.com,Belgium,Premium Home & Smart Appliances,Premium Cookware (Ceramic Non-stick),450,"Private; est. revenue $250-300M/yr, sold in 90+ countries as category leader",European ceramic-cookware innovator seeking global brand-building platform outside sponsorship-crowded categories
164,The Vollrath Company LLC,vollrath.com,USA,Premium Home & Smart Appliances,Premium & Commercial Cookware,1600,"Private, century-old, profitable; est. revenue >$300M/yr","Established premium metal cookware/foodservice equipment maker with strong balance sheet, no sports sponsorship yet"
165,Tiger Corporation,tiger-corporation.com,Japan,Premium Home & Smart Appliances,"Premium rice cookers, thermoses & cooking appliances","~1,900-2,200 (est., group)","TSE-listed; revenue estimated $400-500M — figure is an estimate, needs confirmation from latest annual report","Long-established premium Japanese heat-tech appliance brand ('Heat to Heart') expanding in the US, China and Southeast Asia; motorsport sponsorship would be a first for the category in Japan."
166,Traeger Inc,traeger.com,USA,Premium Home & Smart Appliances,Grills & Outdoor Cooking (Pellet Grills),800,Public NYSE:COOK; revenue ~$550-600M/yr,Premium DTC outdoor-cooking brand with strong influencer/content marketing DNA suited to F1's younger fanbase push
167,Trex Company Inc,trex.com,USA,Premium Home & Smart Appliances,Outdoor Living (Composite Decking),2700,Public NYSE:TREX; revenue ~$1.2B/yr,Market-leading sustainable outdoor-living materials brand with substantial consumer marketing budget; unsponsored in motorsport
168,Tropitone Furniture Co,tropitone.com,USA,Premium Home & Smart Appliances,Outdoor Furniture,700,"Private; est. revenue $200-250M/yr, moderate-confidence estimate",One of the largest US contract/premium outdoor furniture manufacturers with hospitality-industry ties
169,Tuya Inc.,tuya.com,China,Premium Home & Smart Appliances,IoT/smart-home cloud platform,2700,"Public (NYSE: TUYA); 2025 revenue $321.8M, up 7.8% YoY","Not an F1 sponsor; the cloud platform powering millions of third-party smart locks, lights, cameras and sensors globally"
170,Ubiquiti,ui.com,United States,Premium Home & Smart Appliances,Home & prosumer networking,1667,Public (NYSE: UI); FY2025 revenue $2.6B,"Not an F1 sponsor; large, profitable networking brand with strong prosumer/home following"
171,V-ZUG Holding AG,vzug.com,Switzerland,Premium Home & Smart Appliances,Luxury built-in kitchen & laundry appliances,"~1,700-1,900",SIX Swiss Exchange-listed (VZUG); revenue ~CHF500-550M,Switzerland's premium built-in appliance leader with precision-engineering DNA and an affluent European customer base; no current motorsport presence.
172,Verkada,verkada.com,United States,Premium Home & Smart Appliances,Smart cameras & access control,2780,Raised $300M in 2025 (Feb $200M Series E + Dec $100M) at $5.8B valuation; revenue ~$357M ARR,Not an F1 sponsor; both revenue and recent-funding tests satisfied independently
173,VeSync Co Ltd (Levoit/Cosori),vesync.com,USA,Premium Home & Smart Appliances,Air Purifiers & Smart Home,600,Public Nasdaq:VESY; revenue ~$400-500M/yr,Fast-growing smart air-quality brand (Levoit) with e-commerce/influencer marketing DNA appealing to younger F1 fanbase
174,ViewSonic,viewsonic.com,USA,Premium Home & Smart Appliances,Projectors & premium displays,1303,Established private company; industry-estimated global revenue $700M-1B,No F1 sponsorship found; global home/business projector and display brand with strong esports sponsorship history
175,"Viomi Technology Co., Ltd.",viomi.com,China,Premium Home & Smart Appliances,Smart kitchen & water-purification appliances,"~800-1,200 (est.)","Nasdaq-listed ADR (VIOT); revenue estimated ~RMB2-2.5B (~$300-350M) — smaller/riskier on the affordability threshold, verify before outreach","Smart-kitchen ecosystem brand (Xiaomi-ecosystem-adjacent, independently listed) seeking international brand credibility beyond China/APAC."
176,Vitamix Corporation,vitamix.com,United States,Premium Home & Smart Appliances,Premium countertop blenders,"~700-1,000","Privately held (Barnard family); category-leading revenue estimated in the several-hundred-million range, decades profitable — treat revenue precisely as an estimate pending deeper verification",Iconic US premium blender brand with global expansion ambitions and strong health/performance-lifestyle positioning that overlaps with F1's fitness/precision brand story.
177,Vitra,vitra.com,Switzerland,Premium Home & Smart Appliances,Design furniture house,1800,Family-owned (Fehlbaum family) Swiss design icon; estimated group revenue in the hundreds of millions from global contract/residential furniture and the Vitra Design Museum platform.,"One of the world's most prestigious design furniture houses (Eames, Design Museum) with global architecture/design-world reach; well within the employee band; no F1 relationship."
178,Vivitek,vivitek.com,Taiwan,Premium Home & Smart Appliances,Home & business projectors,300,"Parent Delta Electronics (TWSE: 2308, public) revenue >$10B","No F1 sponsorship found; global projector brand under a major electronics manufacturer, standalone-brand subsidiary"
179,VIVOTEK,vivotek.com,Taiwan,Premium Home & Smart Appliances,IP security cameras,1200,Public (TWO: 3454); estimated revenue $200-500M,Not an F1 sponsor; long-standing global IP-camera and NVR brand
180,Voltas Limited,voltas.com,India,Premium Home & Smart Appliances,Premium air conditioning & commercial refrigeration,"~2,000-2,500 (est., asset-light manufacturing model)",BSE/NSE-listed (Tata Group JV with own P&L); revenue ~$1.3B,"Tata Group heritage brand and India's AC/cooling market leader; strong existing sports-sponsorship culture within Tata group companies and a large, growing F1 fanbase in India."
181,Weber Inc,weber.com,USA,Premium Home & Smart Appliances,Grills & Outdoor Cooking,2500,"Private (BDT Capital take-private 2023); revenue ~$1.3B/yr, far exceeds $250M bar",Category-defining global grill brand with huge outdoor/tailgate lifestyle audience overlapping F1 fandom; not a current F1 sponsor
182,Whirlpool of India Ltd,whirlpoolindia.com,India,Premium Home & Smart Appliances,Major kitchen & laundry appliances,"~2,500-3,000 (est.)","Separately BSE/NSE-listed (own P&L and minority public shareholders, though majority-owned by Whirlpool Corp); revenue estimated ~$800M",India's premiumizing appliance market and F1's growing Indian fanbase make this standalone-listed entity a distinct regional sponsorship opportunity separate from the (excluded) global Whirlpool parent.
183,Winix Inc.,winix.com,South Korea,Premium Home & Smart Appliances,Premium air purifiers & air-treatment appliances,"~500-700 (est., global)",KOSDAQ-listed (044340); revenue estimated ~$400-450M — estimate pending confirmation,Category leader in premium air purification in the US big-box channel; air-quality/performance-engineering story is a plausible motorsport tie-in (cabin/garage air systems).
184,XGIMI Technology,xgimi.com,China,Premium Home & Smart Appliances,Premium home projectors,1500,"Public company (Shanghai STAR Market: 688696), revenue $200-500M","No F1 sponsorship found; fastest-growing global home-cinema projector brand, actively expanding in Europe/US"
185,Xperi Inc. (DTS),xperi.com,USA,Premium Home & Smart Appliances,Home cinema audio technology licensing (DTS),1000,"Public company (NASDAQ: XPER), revenue ~$400-500M",No F1 sponsorship found; DTS audio is embedded across premium AV receivers and soundbars globally
186,Zojirushi Corporation,zojirushi.com,Japan,Premium Home & Smart Appliances,"Premium rice cookers, thermoses & small kitchen appliances","~1,300",TSE-listed (7965); FY2024 revenue ~¥87.2B (~$595M),Century-old premium Japanese heritage brand pushing global (non-Japan) growth; F1's Japan/Asia race weekends and audience offer a culturally resonant platform.
187,Zwilling J.A. Henckels,zwilling.com,Germany,Premium Home & Smart Appliances,Premium Cookware & Cutlery,4000,"Private, family-owned; group revenue ~€830M/yr (~$900M), well over $250M bar",300-year German heritage premium cookware/cutlery house with strong European retail footprint; no F1 presence
188,Zyxel Networks,zyxel.com,Taiwan,Premium Home & Smart Appliances,Home networking,1500,Public (TWSE: 2609); estimated revenue $200-500M,Not an F1 sponsor; 35-year home/SMB networking brand with 100M+ devices shipped
189,Ananth Technologies,ananthtech.com,India,Satellite & Space Connectivity,Spacecraft/launch-vehicle systems integration & geospatial services,1019,"Profitable-at-scale: ~$75-200M revenue, privately held since 1992, systems integrated into ~50 launch vehicles and ~100 spacecraft — India's largest private space-hardware supplier by headcount","India's largest independent aerospace/space manufacturing company (not a space-agency arm), a scaled, profitable private supplier riding India's commercial space liberalization."
190,Anuvu,anuvu.com,United States,Satellite & Space Connectivity,Inflight & maritime connectivity and entertainment,931,PE-backed (post Global Eagle restructuring); revenue estimated ~$400-500M,"Major inflight/maritime connectivity provider serving airlines, cruise and government fleets; mobility-connectivity brand story aligns with F1 team-travel and fan-experience content. Not a current F1 sponsor."
191,Apex Space,apexspace.com,United States,Satellite & Space Connectivity,Satellite Bus Manufacturer,393,"Private; $100-250M raised incl. ~$200M Series C (2025), meeting the $150M/24-month bar","Solving the satellite-manufacturing bottleneck with productized, configurable buses at scale; a16z/Point72-backed high-growth challenger to legacy primes."
