#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_master,source_batch
101,HBD Additive Manufacturing,hbd3d.com,China,Metal laser powder-bed-fusion 3D printers,300,250-1k,sentiment,Low-Medium ($50K-250K),Emerging Chinese metal-AM OEM at gate-level scale with an active commercial product line per industry directories; no F1 sponsorship found.,,X03b
102,Impossible Objects,impossibleobjects.com,United States,Composite-Based Additive Manufacturing (CBAM) for polymer parts,50,100-250,sentiment,Low-Medium ($50K-250K),US composite-AM startup; no F1 activity identified.,,X03b
103,INDEX-Werke GmbH & Co. KG (Index/Traub),index-werke.de,Germany,CNC turning and multi-spindle lathes,"~2,000",1k-5k,sentiment,"Privately held (Hahn family); no public financials disclosed — sized via ~2,000 employees and long-standing tier-1 status in precision turning; sentiment-tier evidence.","Multi-spindle CNC lathes used for high-volume precision turned parts, a category shared with motorsport component supply chains.",yes,X03a
104,Ingersoll Machine Tools,ingersoll.com,United States,Large-format additive manufacturing & 5-axis machine tools,300,250-1k,sentiment,Medium ($100K-500K),US large-format AM/machine-tool builder owned by Italy's Camozzi Group; no F1 sponsorship found for either entity.,,X03b
105,InssTek,insstek.com,South Korea,Directed energy deposition (DED) metal 3D printing & repair,60,100-250,sentiment,Low (<$100K),Korean DED metal-AM OEM; no F1 activity identified.,,X03b
106,INTAMSYS,intamsys.com,China,High-temperature industrial polymer 3D printers,200,100-250,sentiment,Low-Medium ($50K-250K),Chinese industrial polymer-AM exporter; no F1 ties found.,,X03b
107,JuggerBot 3D,juggerbot3d.com,United States,Large-format pellet-extrusion 3D printers,30,100-250,sentiment,Low (<$100K),US pellet-based large-format AM startup; no F1 ties found.,,X03b
108,KASTO Maschinenbau GmbH & Co. KG,kasto.com,Germany,Sawing machines and material storage automation,~700,250-1k,sentiment,Privately held German sawing/storage automation specialist (~700 employees) — sentiment-tier evidence.,Sawing and material storage automation systems used in precision machining supply chains.,,X03a
109,Kern Microtechnik GmbH,kern-microtechnik.com,Germany,Ultra-precision micro-machining centers,~150,100-250,sentiment,Privately held small specialist (~150 employees); no disclosed revenue meets core thresholds — included on niche/sentiment grounds as a recognized ultra-precision leader.,Ultra-precision micro-machining specialist whose sub-micron tolerances mirror the extreme-precision culture of F1 component manufacturing.,,X03a
110,Lithoz GmbH,lithoz.com,Austria,Ceramic vat-photopolymerization (LCM) 3D printing,130,100-250,sentiment,Low-Medium ($50K-250K),Austrian ceramic-AM pioneer at gate-level scale; no F1 ties found.,,X03b
111,LVD Company nv,lvdgroup.com,Belgium,"Press brakes, laser cutting and punching systems",~900,250-1k,sentiment,"Privately held Belgian sheet-metal machinery builder (Dewulf family heritage); ~900 employees, no disclosed revenue confirming the core bar — sentiment-tier evidence.","Press brake, laser and punching systems used in precision sheet-metal fabrication for automotive and motorsport bodywork.",,X03a
112,Markforged Holding Corp.,markforged.com,United States,Composite & metal desktop/industrial 3D printers,300,250-1k,sentiment,Medium ($100K-500K),"Formerly NYSE-listed (MKFG), acquired by Nano Dimension in 2025; no F1 sponsorship found; flagged for financial-health review given prior stock volatility ahead of the acquisition.",,X03b
113,Massivit 3D Printing Technologies,massivit3d.com,Israel,Large-format gel-dispensing 3D printing systems,100,100-250,sentiment,Medium ($100K-500K),Nasdaq-listed (MSVT) large-format AM OEM; no F1 sponsorship found.,,X03b
114,Matsuura Machinery Corporation,matsuura.co.jp,Japan,5-axis machining centers and hybrid metal additive manufacturing,~600,250-1k,sentiment,Privately held mid-size specialist (~600 employees); no confirmed revenue meeting the core threshold — sentiment-tier evidence.,5-axis machining centers and hybrid additive/subtractive systems used for complex aerospace/motorsport geometries.,,X03a
115,Meltio,meltio3d.com,Spain,Wire-laser metal 3D printing systems,150,100-250,sentiment,Medium ($100K-500K),Backed by strategic investment from Nano Dimension and Ibarmia/Sanferi; no F1 sponsorship identified.,,X03b
116,Metal Powder Works,metalpowderworks.com,United States,Plasma-atomized reactive metal powders for AM,25,100-250,sentiment,Low (<$100K),US early-stage metal-powder-for-AM startup; no F1 activity found.,,X03b
117,Metalysis Ltd.,metalysis.com,United Kingdom,Electrolytic titanium & tantalum powder production for AM,60,100-250,sentiment,Medium ($100K-500K),UK electrolytic-metal-powder innovator with over $100M raised historically; no F1 sponsorship found.,,X03b
118,Modix 3D Printing,modix3d.com,Israel,Large-format desktop FDM 3D printers,30,100-250,sentiment,Low (<$100K),Israeli large-format desktop-FDM maker; no F1 activity identified.,,X03b
119,ONA Electroerosión S.A.,ona-edm.com,Spain,Wire and sinker EDM machines,~150,100-250,sentiment,"Privately held Spanish EDM specialist (~150 employees) — sentiment-tier evidence, below any confirmed core-level revenue disclosure.",EDM machines used in precision mold and tooling production supporting motorsport component manufacturing.,,X03a
120,One Click Metal,oneclickmetal.com,Germany,"Compact, affordable metal LPBF 3D printing systems",60,100-250,sentiment,Low (<$100K),Early-stage German metal-AM startup with credible funded product line; no F1 activity identified.,,X03b
121,Optomec Inc.,optomec.com,United States,Directed energy deposition (LENS) & Aerosol Jet printed electronics,120,100-250,sentiment,Medium ($100K-500K),US DED/Aerosol Jet AM systems maker; no F1 sponsorship found.,,X03b
122,Peel 3D,peel-3d.com,Canada,Handheld consumer/prosumer 3D scanners,30,100-250,sentiment,Low (<$100K),Canadian handheld-3D-scanner maker; no F1 ties found.,,X03b
123,Photocentric Group,photocentricgroup.com,United Kingdom,Large-format LCD/resin 3D printing systems,80,100-250,sentiment,Low-Medium ($50K-250K),UK resin-AM OEM at gate-level scale; no F1 ties found.,,X03b
124,Polyga Inc.,polyga.com,Canada,Structured-light 3D scanners,25,100-250,sentiment,Low (<$100K),Canadian structured-light-scanner OEM; no F1 sponsorship identified.,,X03b
125,Prusa Research,prusa3d.com,Czech Republic,Desktop FDM & resin 3D printers,800,250-1k,sentiment,Medium-High ($250K-1M),"Founder-owned, profitable Czech desktop-3D-printer maker with reported revenue above $100M; no F1 sponsorship found.",,X03b
126,Qidi Technology,qidi-tech.com,China,Consumer/prosumer FDM 3D printers,400,250-1k,sentiment,Low-Medium ($50K-250K),Chinese prosumer-FDM printer maker; no F1 activity found.,,X03b
127,Raise3D,raise3d.com,China,Professional/desktop FDM 3D printers,300,250-1k,sentiment,Medium ($100K-500K),China/US professional-desktop-AM maker; no F1 activity identified.,,X03b
128,Rosswag Engineering,rosswag-engineering.com,Germany,Metal AM part production services (forging + printing),200,100-250,sentiment,Medium ($100K-500K),German forging/AM manufacturing group; no F1 sponsorship identified.,,X03b
129,RPM Innovations (RPMI),rpm-innovations.com,United States,Directed energy deposition metal AM production & repair services,60,100-250,sentiment,Low-Medium ($50K-250K),US DED metal-AM production house; no F1 ties identified.,,X03b
130,Röders GmbH,roeders.de,Germany,High-speed precision milling machines,~200,100-250,sentiment,Privately held small specialist high-speed milling builder (~200 employees) — sentiment-tier evidence; notable for a documented track record with F1 aerodynamic model and mold makers.,"High-speed milling machines are used by F1 aerodynamic model/mold shops and several team tooling departments — a category with direct, documented F1 usage.",,X03a
131,Salvagnini Group,salvagnini.com,Italy,Automated sheet-metal panel bending systems,"~1,300",1k-5k,sentiment,"Privately held (Salvagnini family); ~1,300 employees globally with no disclosed revenue confirming the core bar — sentiment-tier evidence.",Automated sheet-metal panel bending systems used in precision fabrication shops serving automotive/motorsport clients.,,X03a
132,Sciaky Inc.,sciaky.com,United States,Electron Beam Additive Manufacturing (EBAM) for large metal parts,150,100-250,sentiment,Medium ($100K-500K),Subsidiary of privately held Phillips Service Industries; no F1 sponsorship found for Sciaky or its parent.,,X03b
133,Shining 3D Tech Co.,shining3d.com,China,3D scanning & dental/industrial additive manufacturing systems,1000,250-1k,sentiment,Medium ($100K-500K),Chinese 3D-scanning and AM OEM; no F1 sponsorship found.,yes,X03b
134,Sintavia LLC,sintavia.com,United States,Metal AM contract production for aerospace & defense,250,250-1k,sentiment,Medium ($100K-500K),Private aerospace-grade metal-AM producer; no F1 sponsorship found.,,X03b
135,Sinterit,sinterit.com,Poland,Desktop SLS (powder-bed polymer) 3D printers,60,100-250,sentiment,Low (<$100K),Polish desktop-SLS pioneer; no F1 ties found.,,X03b
136,Sisma S.p.A.,sisma.com,Italy,"Metal AM systems & precision micro-machining (jewelry, watchmaking, medical)",250,250-1k,sentiment,Medium ($100K-500K),Italian precision-manufacturing group with a metal-AM product line; no F1 sponsorship identified.,,X03b
137,Snapmaker,snapmaker.com,China,Modular desktop 3-in-1 3D printers,200,100-250,sentiment,Low-Medium ($50K-250K),Crowdfunding-backed Chinese desktop-AM brand; no F1 sponsorship found.,,X03b
138,Spinner Werkzeugmaschinenfabrik GmbH,spinner-group.com,Germany,CNC turning and milling machines,~450,250-1k,sentiment,"Privately held, mid-size German machine tool builder (~450 employees); no disclosed revenue meets core thresholds — sentiment-tier evidence.",CNC turning/milling machines used by precision component suppliers in motorsport and aerospace.,,X03a
139,Tekna Plasma Systems,tekna.com,Canada,Plasma-atomized & spheroidized metal powders for AM,250,250-1k,sentiment,Medium ($100K-500K),Canadian plasma-powder producer for AM; no F1 ties identified.,,X03b
140,Thermwood Corporation,thermwood.com,United States,Large-Scale Additive Manufacturing (LSAM) & CNC machine tools,250,250-1k,sentiment,Medium ($100K-500K),Publicly traded (OTC: THMO) US large-format AM/CNC machine builder; no F1 sponsorship found.,,X03b
141,Titan Robotics,titan3drobotics.com,United States,Large-format industrial pellet/filament 3D printers,25,100-250,sentiment,Low (<$100K),US large-format industrial AM OEM; no F1 activity identified.,,X03b
142,Tornos SA,tornos.com,Switzerland,Swiss-type CNC lathes,~750,250-1k,sentiment,"Publicly listed (SIX: TOHN); revenue in recent years has run around CHF 150-200M, near but not confirmed above the $200M bar — sentiment-tier evidence.","Swiss-type CNC turning specialist for miniature high-precision parts, a category used in F1 hydraulic and fuel-system components.",,X03a
143,UltiMaker,ultimaker.com,Netherlands,Desktop & professional FDM 3D printers,300,250-1k,sentiment,Medium ($100K-500K),"Dutch desktop-FDM leader, merged with MakerBot in 2022; no F1 sponsorship identified.",,X03b
144,WAAM3D,waam3d.com,United Kingdom,Wire-arc additive manufacturing systems & software,40,100-250,sentiment,Low (<$100K),UK WAAM spin-out from Cranfield University; no F1 sponsorship found.,,X03b
145,Wayland Additive,waylandadditive.com,United Kingdom,Electron beam metal 3D printing (Calibur3 system),40,100-250,sentiment,Low (<$100K),UK e-beam metal-AM startup; no F1 ties identified.,,X03b
146,Willemin-Macodel SA,willemin-macodel.com,Switzerland,5-axis micro-machining centers,~150,100-250,sentiment,Privately held (part of the DT Group/Isatis ownership circle); small-specialist scale with no disclosed financials — sentiment-tier evidence.,5-axis micro-machining centers used for miniature high-precision components such as those in F1 hydraulic and electronic systems.,,X03a
147,Xact Metal,xactmetal.com,United States,Affordable metal laser powder-bed fusion 3D printers,40,100-250,sentiment,Low (<$100K),US low-cost metal-AM OEM; no F1 activity identified.,,X03b
148,XJet Ltd.,xjet3d.com,Israel,NanoParticle Jetting for ceramic & metal 3D printing,80,100-250,sentiment,Medium ($100K-500K),Israeli ceramic/metal inkjet-AM company with over $100M raised historically; no F1 sponsorship found.,,X03b
149,Zimmer & Kreim GmbH & Co. KG,zimmer-kreim.de,Germany,EDM systems and automation for mold/tool making,~150,100-250,sentiment,Independently and privately held German EDM/automation specialist (~150 employees); no confirmed acquisition by a larger group was found in verification — sentiment-tier evidence.,EDM and automation systems for tool/mold making directly feed motorsport composite-mold and metal-tooling production.,,X03a
150,Zortrax,zortrax.com,Poland,Professional desktop FDM/LCD 3D printers,150,100-250,sentiment,Low-Medium ($50K-250K),Polish professional-desktop-AM maker; no F1 sponsorship identified.,,X03b
