#,company,domain,hq_country,niche,employees_est,size_band,tag,affordability,why_f1,already_in_earlier_list,source_batch
94,Jura Elektroapparate,jura.com,Switzerland,Commercial Coffee Machines,"~2,000",1k-5k,core,"Private, estimated revenue ~CHF700M in coffee machines (incl. commercial/office segment). Meets gate (a) revenue (estimate).","Premium Swiss coffee-machine brand already active in sports sponsorship (golf, sailing) — F1 extends the same playbook.",yes,P18b
95,Kalsec Inc,kalsec.com,USA,Natural flavor & spice extract ingredients,~700,250-1k,core,"Private, family-owned; estimated revenue ~$300M. Meets gate (a) revenue (estimate).",Kalsec's natural extracts feed packaged-food brands adjacent to F1's CPG sponsor base — family-owned US ingredient specialist.,,W27
96,Kelvion Holding,kelvion.com,Germany,Refrigeration & Cold Chain Equipment,"~3,000",1k-5k,core,Private equity-owned (Triton Partners); estimated revenue ~EUR600M in heat exchangers/refrigeration. Meets gate (a) revenue (estimate).,PE-backed heat-exchanger group building enterprise value ahead of a future exit via elevated global brand profile.,,P18b
97,Kemin Industries,kemin.com,USA,Food preservation & nutrition ingredients,"~2,900",1k-5k,core,"Private, family-owned; estimated revenue ~$1.3B. Meets gate (a) and (b).",Kemin's preservation ingredients extend the shelf life of packaged foods for brands adjacent to F1's CPG sponsor base.,yes,W27
98,Kerry Group,kerry.com,Ireland,"Food ingredients, flavors & taste technology","~19,000",10k+,core,Public (Euronext Dublin: KYGA); FY2023 revenue ~EUR8.4B. Meets gate (a) and (b).,Kerry's ingredient technology sits inside nearly every packaged-food F1 sponsor's product — blue-chip B2B enterprise sell.,,W27
99,Key Technology (Duravant),key.net,USA,Food Robotics & Automation,~700,250-1k,core,Owned by Duravant LLC (Warburg Pincus-backed platform); portfolio revenue estimated $1B+ across brands. Meets gate (a) via parent.,Food sorting/inspection automation brand within a PE growth platform seeking brand differentiation for future exit value.,,P18b
100,KHS GmbH,khs.com,Germany,"Bottling & filling line systems (beer, soft drinks, water)","5,000",1k-5k,core,"Wholly owned by Salzgitter AG (public, FRA:SZG); Salzgitter group revenue ~€10B, 25,000+ employees group-wide","KHS lines fill the beer and soft-drink brands on the F1 grid — same hospitality-B2B logic as Krones, German engineering credibility.",yes,P18a
101,Klabin S.A.,klabin.com.br,Brazil,Paper & packaging manufacturing,"~19,000+",10k+,core,Public (B3: KLBN11); FY2023 revenue ~$3B. Meets gate (a) and (b).,"Klabin's packaging serves Latin American CPG brands — F1's growing LatAm fanbase (Brazil, Mexico GPs) offers a natural entry point.",,V18
102,Klingele Papierwerke,klingele.com,Germany,Corrugated packaging manufacturing,"~2,700",1k-5k,core,"Private, family-owned; estimated group revenue ~EUR700M. Meets gate (a) revenue (estimate).",Klingele's corrugated packaging ships goods for German CPG brands adjacent to F1's sponsor roster.,,W27
103,Krones AG,krones.com,Germany,"Beverage filling, bottling & labeling lines (glass/PET/can)","18,000+",10k+,core,"Public (FRA:KRN); FY2023 revenue ~€4.6B (~$5B), 18,000+ employees",Bottles every major F1 beverage sponsor's product — hospitality-led B2B sell to their engineering/procurement teams; German precision-engineering pride.,yes,P18a
104,Lee & Man Paper Manufacturing,leemanpaper.com,China,Containerboard & packaging paper manufacturing,"10,000+",5k-10k,core,Public (HKEX:2314); estimated FY2023 revenue ~HKD20B (~$2.6B). Meets gate (a) and (b).,Lee & Man's packaging paper serves Chinese CPG exporters — F1's growing China audience offers a commercial entry point.,,W27
105,Lesaffre,lesaffre.com,France,Yeast & fermentation ingredients for bakery/food,"~11,000",10k+,core,"Private, family-owned; estimated group revenue ~EUR3B. Meets gate (a) and (b).",Lesaffre's yeast and fermentation ingredients feed bakery brands adjacent to F1's CPG sponsor base — French family-engineering pride.,,W27
106,Logoplaste,logoplaste.com,Portugal,Rigid plastic packaging manufacturing (on-site blow molding),"~4,000",1k-5k,core,Private (Logoplaste family/investors); estimated revenue ~EUR600M+. Meets gate (a) revenue (estimate).,Logoplaste's on-site bottling model serves global CPG and beverage brands adjacent to F1 sponsorship — Portuguese engineering export story.,,W27
107,Marchesini Group,marchesini.com,Italy,Pharmaceutical packaging & processing machinery,"3,600",1k-5k,core,"Private, family-owned; FY2023 revenue ~€700M+ across group companies",Marchesini supplies pharma packaging lines to companies with C-suite audiences F1 hospitality is built to reach.,,P18a
108,Markem-Imaje,markem-imaje.com,France,"Industrial coding, marking & labeling equipment","4,600",1k-5k,core,"Wholly owned by Dover Corp (NYSE:DOV); Dover FY2023 revenue ~$7.7B, 24,000+ employees",Markem-Imaje's date/batch coders touch every F1-sponsor product line leaving a factory — Dover's scale funds enterprise relationship building.,yes,P18a
109,Master-Bilt (Standex International),master-bilt.com,USA,Refrigeration & Cold Chain Equipment,"~7,000 (Standex overall)",5k-10k,core,Owned by Standex International (NYSE: SXI); FY2024 revenue ~$700M. Meets gate (a) and (b) via parent.,Standex's multi-brand industrial model rewards standout sponsorships that lift several portfolio brands at once.,,P18b
110,Mayr-Melnhof Karton (MM Group),mm.group,Austria,Cartonboard & folding-carton packaging manufacturing,"~11,000",10k+,core,Public (Vienna: MMK); FY2023 revenue ~EUR2.8B. Meets gate (a) and (b).,MM Group's cartons package food/beverage brands adjacent to F1's CPG sponsor roster — Austrian engineering scale.,,W27
111,Meiko,meiko-global.com,Germany,Commercial Kitchen & Foodservice Equipment,"~1,700",1k-5k,core,"Private, estimated revenue ~EUR350M in commercial warewashing systems. Meets gate (a) revenue (estimate).",Sustainability-focused dishwashing tech (water/energy reuse) suits F1's efficiency-and-sustainability sponsor narrative.,,P18b
112,Melitta Group,melitta-group.com,Germany,Commercial Coffee Machines,"~4,000",1k-5k,core,"Private family group, estimated revenue ~EUR1.9B. Meets gate (a) and (b).",Well-capitalized coffee-industry group with Professional Coffee Solutions division seeking B2B brand elevation.,,P18b
113,Mettler-Toledo,mt.com,USA,"Product inspection, checkweighing & metal-detection systems","18,000+",10k+,core,"Public (NYSE:MTD); FY2023 revenue ~$3.9B, 18,000+ employees",Mettler-Toledo's inspection lines verify products for nearly every packaged-goods F1 sponsor — blue-chip enterprise sell.,yes,P18a
114,Middleby Corporation,middleby.com,USA,Commercial Kitchen & Foodservice Equipment,"~10,000",5k-10k,core,NASDAQ-listed (MIDD); FY2023 revenue ~$3.7B. Meets gate (a) and (b).,Serial acquirer of foodservice/food-processing brands with a growth-through-M&A story that benefits from marquee brand visibility.,,P18b
115,Minebea Intec,minebea-intec.com,Germany,Industrial weighing & product inspection technology,"1,400",1k-5k,core,Wholly owned by Minebea Mitsumi (TYO:6479); parent FY2023 revenue ~¥1.1 trillion (~$7B),Minebea Intec's inspection systems verify packaged goods for F1-sponsor CPG lines — Japanese parent scale funds hospitality spend.,,P18a
116,Model Holding AG,modelgroup.com,Switzerland,Corrugated packaging manufacturing,"~4,500",1k-5k,core,"Private, family-owned; estimated group revenue ~CHF1.5B. Meets gate (a) and (b).",Model Group's corrugated packaging serves European CPG brands adjacent to F1's sponsor roster — Swiss family-engineering pride.,,W27
117,Multi-Color Corporation,mcclabel.com,USA,Label converting & printing for CPG brands,"~9,000",5k-10k,core,Owned by Platinum Equity (private equity); estimated revenue ~$1.8B. Meets gate (a) and (b).,MCC labels premium beverage/cosmetics brands courted by F1 sponsorship teams — PE-scale budget for enterprise hospitality.,,V18
118,Multipond,multipond.com,Germany,Multihead weighing systems for food packaging lines,500,250-1k,core,"Wholly owned by Ishida Group (public, TYO:6197); parent revenue ~$950M",Multipond's weighers feed food-packaging lines for global brands — backed by Ishida's balance sheet.,,P18a
119,Multivac Group,multivac.com,Germany,"Packaging machinery — thermoforming, vacuum & tray sealing","7,000+",5k-10k,core,"Private, family-owned; FY2022 revenue ~€1.4B, 7,000+ employees",Multivac packs the food brands adjacent to F1's CPG sponsor roster — German engineering-pride relationship hook.,,P18a
120,Möller Group,moellergroup.com,Germany,"Palletizing, packaging & robotics automation","1,300",1k-5k,core,Private; est. group revenue ~€250M+ across packaging/robotics divisions,Möller's palletizing robotics automate plants for F1-sponsor-adjacent manufacturers.,,P18a
121,Nampak Ltd,nampak.com,South Africa,"Metal, plastic & paper packaging manufacturing","~5,000",1k-5k,core,Public (JSE: NPK); estimated FY2023 revenue ~ZAR10B (~$550M). Meets gate (a) revenue.,Nampak packages African beverage/CPG brands — a distinctive regional growth story with no F1 exposure to date.,,W27
122,Nihon Yamamura Glass,yamamura.co.jp,Japan,Glass container manufacturing,"~2,000",1k-5k,core,Public (TYO:5210); estimated FY2023 revenue ~JPY50B (~$340M). Meets gate (a) revenue.,Yamamura Glass forms bottles for Japanese beverage brands — F1's Japanese GP offers a natural entry point.,,W27
123,Nilfisk Group,nilfisk.com,Denmark,Professional & industrial cleaning equipment,"~4,300",1k-5k,core,Public (Nasdaq Copenhagen: NLFSK); FY2023 revenue ~DKK4.7B (~$680M). Meets gate (a) revenue.,Nilfisk's washdown and industrial cleaning equipment serves food-processing plants adjacent to F1 sponsors' supply chains — Nordic engineering brand.,,W27
124,Nine Dragons Paper Holdings,ndpaper.com,China,Containerboard & packaging paper manufacturing,"~20,000",10k+,core,Public (HKEX:2689); estimated FY2023 revenue ~RMB40B (~$5.6B). Meets gate (a) and (b).,Nine Dragons' packaging paper serves Chinese CPG exporters — F1's growing China fanbase offers a natural entry point.,,W27
125,Norden Machinery,norden-machinery.com,Sweden,Tube filling & sealing machinery,~200,100-250,core,Owned by Coesia (private); backed by Coesia group revenue ~€2.5B,Norden's tube fillers pack cosmetics/pharma products for global brands — Coesia's scale funds enterprise relationship-building.,,V18
126,Nordson Corporation,nordson.com,USA,Process Technology Groups,"~7,500",5k-10k,core,NASDAQ-listed (NDSN); FY2023 revenue ~$2.6B. Meets gate (a) and (b).,Precision dispensing/coating technology for food processing lines — precision story maps directly to F1 engineering messaging.,yes,P18b
127,Novolex,novolex.com,USA,"Packaging manufacturing (paper, plastic, flexible)","~10,000+",5k-10k,core,Private equity-backed; estimated revenue ~$3B+. Meets gate (a) and (b).,Novolex packages consumer brands across the F1 sponsor roster — scale supports premium B2B hospitality investment.,,V18
128,Novonesis,novonesis.com,Denmark,Enzymes & microbial food ingredient solutions,"~10,000",5k-10k,core,"Public (Nasdaq Copenhagen: NSIS B), formed by 2024 Novozymes-Chr. Hansen merger; combined revenue ~DKK22B (~$3.2B). Meets gate (a) and (b).",Novonesis's biosolutions feed the food and dairy brands adjacent to F1's CPG sponsor roster — freshly merged entity seeking a unifying global platform.,,W27
129,ofi (Olam Food Ingredients),ofi.com,Singapore,"Cocoa, coffee, nuts & spice ingredient supply chains","~28,000",10k+,core,"Owned by Olam Group (public, SGX-listed parent); ofi segment revenue ~$8B+. Meets gate (a) and (b) via parent.",ofi's cocoa and coffee supply chains feed global CPG brands adjacent to F1 sponsorship — scale supports enterprise hospitality investment.,,W27
130,Oji Holdings,ojiholdings.co.jp,Japan,Paper & packaging manufacturing,"~35,000",10k+,core,Public (TYO:3861); estimated FY2023 revenue ~JPY1.5T (~$10B). Meets gate (a) and (b).,Oji's packaging serves Japanese and global CPG brands — F1's Japanese GP gives a natural home-market activation.,,W27
131,Packaging Corporation of America,packagingcorp.com,USA,Corrugated packaging manufacturing,"~15,000+",10k+,core,Public (NYSE: PKG); FY2023 revenue ~$8B. Meets gate (a) and (b).,PCA's corrugated packaging ships goods for F1-sponsor CPG brands globally — blue-chip enterprise sell.,,V18
132,Pact Group,pactgroup.com,Australia,Rigid & flexible plastic packaging manufacturing,"~4,500",1k-5k,core,Public (ASX:PGH); FY2023 revenue ~AUD1.7B. Meets gate (a) and (b).,Pact packages Australian/APAC food and beverage brands — F1's Australian GP gives a home-market activation hook.,,W27
133,Palm Group,palm-group.de,Germany,Paper & corrugated packaging manufacturing,"~2,500",1k-5k,core,"Private, family-owned; estimated group revenue ~EUR1B. Meets gate (a) and (b).",Palm's paper packaging serves German CPG brands adjacent to F1's sponsor base — family-engineering export story.,,W27
134,Palsgaard A/S,palsgaard.com,Denmark,Food emulsifiers & stabilizers,"~1,200",1k-5k,core,"Private, foundation-owned; estimated revenue ~DKK2.5B (~$360M). Meets gate (a) revenue.",Palsgaard's emulsifiers feed packaged-food brands adjacent to F1's CPG sponsor base — sustainability-focused Danish family firm.,,W27
135,Paul Mueller Company,muel.com,USA,Dairy & Beverage Process,~900,250-1k,core,"Private (ESOP-owned), estimated revenue ~$220M in dairy/beverage process tanks and systems. Meets gate (a) revenue (estimate).",Employee-owned heritage brand looking to punch above its size — F1's storytelling suits an underdog growth narrative.,,P18b
136,Pentair Food & Beverage,pentair.com,USA,Dairy & Beverage Process,"~10,500 (Pentair overall)",10k+,core,NYSE-listed (PNR); FY2023 revenue ~$3.8B. Meets gate (a) and (b).,Water and beverage-process technology leader with a sustainability story that pairs with F1's efficiency narrative.,yes,P18b
137,Piramal Glass,piramalglass.com,India,"Glass packaging for beverages, pharma & cosmetics","~5,000",1k-5k,core,Owned by Advent International (private equity); estimated revenue ~$250M+. Meets gate (a) revenue (estimate).,Piramal's glass packaging serves global spirits and pharma brands — Indian PE-backed scale seeking global visibility via F1's India fan growth.,,W27
138,Plastipak Packaging,plastipak.com,USA,Rigid plastic packaging manufacturing,"~5,000",1k-5k,core,"Private, family-owned; estimated revenue ~$2.5B. Meets gate (a) and (b).",Plastipak's plastic bottles package beverage brands adjacent to F1's CPG sponsor base — US industrial scale.,,W27
139,Poly-clip System,polyclip.com,Germany,Clipping & packaging systems for meat/dairy,"~1,200",1k-5k,core,"Private, estimated revenue ~€300M+ from global clipping/packaging-systems exports. Meets gate (a) revenue.",Poly-clip's clipping lines package the meat/dairy brands adjacent to F1's CPG sponsor base.,,V18
140,Premier Tech,premiertech.com,Canada,"Bagging, palletizing & end-of-line packaging systems","4,500+",1k-5k,core,"Private, family-owned; FY2023 revenue ~CAD 1.8B (~$1.3B), 4,500+ employees",Premier Tech's packaging systems serve agri/food and industrial customers with hospitality-driven sales cycles.,,P18a
141,ProAmpac,proampac.com,USA,Flexible packaging manufacturing,"~5,500",5k-10k,core,Backed by Pritzker Private Capital (private equity); estimated revenue ~$2.4B. Meets gate (a) and (b).,ProAmpac packages food/CPG brands adjacent to F1's sponsor roster — PE scale supports premium hospitality investment.,,V18
142,Progroup AG,progroup.ag,Germany,Corrugated packaging paper manufacturing,"~2,700",1k-5k,core,Private; estimated group revenue ~EUR1.8B. Meets gate (a) and (b).,Progroup's corrugated packaging ships goods for German/European CPG brands adjacent to F1's sponsor roster.,,W27
143,ProMach,promachbuilt.com,USA,Packaging & material handling machinery platform (40+ brands),"4,500+",1k-5k,core,"Private, PE-backed (Leonard Green & Partners); est. group revenue >$1.5B, 4,500+ employees",ProMach's brands package F1 sponsors' products across the supply chain — PE-scale budget supports enterprise hospitality spend.,,P18a
144,Provisur Technologies,provisur.com,USA,"Meat, Poultry & Fish Processing","~1,600",1k-5k,core,"Private (American Securities-backed), estimated revenue ~$400M in meat-processing equipment. Meets gate (a) revenue (estimate).",PE-backed growth story could use F1's global stage to accelerate brand recognition ahead of a future exit.,,P18b
145,Puratos,puratos.com,Belgium,"Bakery, patisserie & chocolate ingredients","~11,000",10k+,core,"Private, family-owned; estimated group revenue ~EUR3B. Meets gate (a) and (b).",Puratos supplies bakery ingredients to foodservice and CPG brands adjacent to F1's sponsor roster — Belgian family-engineering pride.,yes,W27
146,Rational AG,rational-online.com,Germany,Commercial Kitchen & Foodservice Equipment,"~2,600",1k-5k,core,Frankfurt-listed (XETRA: RAA); FY2023 revenue ~EUR982M. Meets gate (a) revenue.,Premium combi-oven technology brand seeking global commercial-kitchen mindshare beyond its German/European base.,,P18b
147,Reifenhäuser Group,reifenhauser.com,Germany,Blown-film & extrusion machinery for flexible packaging,"~1,800",1k-5k,core,"Private, family-owned; estimated group revenue ~€500M+ across extrusion-technology divisions. Meets gate (a) revenue (estimate).",Reifenhäuser's extrusion lines make the film packaging used by F1-sponsor-adjacent CPG brands — German engineering-pride angle.,,V18
148,Reiser,reiser.com,USA,"Meat, Poultry & Fish Processing","~1,600 (global)",1k-5k,core,"Private, estimated global revenue ~$400M in food processing/packaging equipment. Meets gate (a) revenue (estimate).",Family-owned but globally distributed — F1 hospitality gives it a rare platform to court multinational protein customers.,,P18b
149,Rengo Co,rengo.co.jp,Japan,Corrugated packaging manufacturing,"~20,000+",10k+,core,Public (TYO:3941); estimated FY2023 revenue ~JPY900B (~$6B). Meets gate (a) and (b).,Rengo's corrugated packaging ships goods for Japanese CPG brands adjacent to F1's sponsor base.,,W27
150,Romaco Group,romaco.com,Germany,Pharma processing & packaging machinery,950,250-1k,core,Owned by RIWISA AG (Possehl-linked holding); group revenue est. ~€250M from pharma equipment exports,Romaco sells capital equipment into pharma manufacturing — a natural fit for F1's hospitality-led enterprise sales motion.,,P18a
151,Rondo Ganahl,rondo-ganahl.at,Austria,Corrugated packaging manufacturing,"~1,600",1k-5k,core,Private; estimated group revenue ~EUR500M+. Meets gate (a) revenue (estimate).,Rondo Ganahl's corrugated packaging ships food/beverage goods for Alpine-region CPG brands.,,W27
152,Roquette Freres,roquette.com,France,"Plant-based ingredients (starches, proteins, polyols)","~10,000",5k-10k,core,"Private, family-owned; estimated group revenue ~EUR5B. Meets gate (a) and (b).",Roquette's plant-based ingredients supply food brands adjacent to F1's CPG sponsor roster — French engineering-pride story.,,W27
153,Sacmi Group,sacmi.com,Italy,"Closures, capping, labeling & ceramic/beverage packaging machinery","4,400+",1k-5k,core,"Private cooperative; FY2022 revenue ~€1.9B, 4,400+ employees",Sacmi caps and labels bottles for beverage majors already sponsoring F1 — cooperative-scale Italian engineering pride.,,P18a
154,Saica Group,saica.com,Spain,Corrugated packaging & paper manufacturing,"~11,000",10k+,core,"Private, family-owned; estimated group revenue ~EUR4B. Meets gate (a) and (b).",Saica's corrugated packaging serves Spanish/European CPG brands — home-market relevance to the Spanish GP.,,W27
155,Sappi Limited,sappi.com,South Africa,"Paper, pulp & packaging materials manufacturing","~13,000",10k+,core,Public (JSE/NYSE: SAP); FY2023 revenue ~$5.8B. Meets gate (a) and (b).,Sappi's packaging materials serve global CPG brands — a distinctive African-market growth story for F1's expansion strategy.,,W27
156,Schoeller Allibert,schoellerallibert.com,Netherlands,Reusable plastic packaging & pallet manufacturing,"~2,500",1k-5k,core,Owned by Brookfield (private equity); estimated group revenue ~EUR600M. Meets gate (a) revenue.,Schoeller Allibert's reusable crates support the circular-supply-chain story that fits F1's sustainability sponsor positioning.,,W27
157,Schur Flexibles Group,schur-flexibles.com,Austria,Flexible packaging manufacturing,"~3,000",1k-5k,core,Private equity-backed; estimated group revenue ~EUR700M. Meets gate (a) and (b).,Schur Flexibles packages food brands adjacent to F1's CPG sponsor roster — PE-scale budget for enterprise hospitality investment.,,W27
158,Sealed Air Corporation,sealedair.com,USA,Protective & food packaging machinery and materials,"16,300+",10k+,core,"Public (NYSE:SEE); FY2023 revenue ~$5.4B, 16,300+ employees",Sealed Air's packaging systems touch food/e-commerce brands that already invest in sports sponsorship — clear enterprise budget fit.,,P18a
159,Sensient Technologies,sensient.com,USA,"Colors, flavors & food ingredient technology","~4,000",1k-5k,core,Public (NYSE:SXT); FY2023 revenue ~$1.5B. Meets gate (a) revenue.,Sensient's colors and flavors brand packaged-food products for global CPG customers — blue-chip enterprise sell.,,W27
160,Serac Group,serac-group.com,France,Liquid filling & capping machinery,"~1,000",250-1k,core,"Private, family-owned; estimated revenue ~€250M from global filling-line exports. Meets gate (a) revenue (estimate).",Serac's fillers pack the beverage and dairy brands adjacent to F1's CPG sponsor base — French engineering-pride story.,,V18
161,SEW-Eurodrive,sew-eurodrive.com,Germany,Food Robotics & Automation,"~20,000",10k+,core,Private family company; FY2022 revenue ~EUR4.4B. Meets gate (a) and (b).,"Global drive-technology leader powering food processing lines, seeking consumer-facing brand equity beyond industrial buyers.",yes,P18b
162,Sidel,sidel.com,Switzerland,"PET/glass/can filling, blow-molding & packaging lines","5,000",1k-5k,core,Wholly owned by Tetra Laval (private); Tetra Laval group revenue >$14B across Tetra Pak/Sidel/DeLaval,Sidel equipment fills water and soft-drink brands that already sponsor F1 teams — sells into the same procurement chain as its customers' marketing budgets.,,P18a
163,SIG Group AG,sig.biz,Switzerland,Aseptic carton & bag-in-box filling systems,"6,800+",5k-10k,core,"Public (SIX:SIGN); FY2023 revenue ~CHF 3.2B (~$3.6B), 6,800+ employees",SIG fills dairy/juice cartons for CPG brands adjacent to F1 sponsorship rosters — Swiss engineering-pride pitch.,,P18a
164,SIPA SpA,sipa.it,Italy,PET preform & stretch-blow-molding machinery for beverage bottles,900,250-1k,core,Privately held (Zoppas Industries group); group revenue >€700M supports SIPA's export-heavy PET machinery business,SIPA's preform/blow-molding tech sits upstream of every PET bottle an F1 sponsor fills — Italian engineering pride resonates with the paddock's Italian fandom.,,P18a
165,Skanem,skanem.com,Norway,Self-adhesive label printing & converting,"~2,000",1k-5k,core,Private; estimated revenue ~NOK3.5B (~$330M). Meets gate (a) revenue.,Skanem's labels brand food and beverage products for global CPG customers — Nordic engineering pride fits F1's Scandinavian fan growth.,,W27
166,SMI Group,smigroup.it,Italy,"Bottling, stretch-blow-molding & end-of-line packaging systems",700,250-1k,core,"Private, family-owned; est. revenue >€200M from global bottling-line exports (water/beverage bottlers among customers)",SMI equips the bottling plants of beverage brands already on the F1 grid — Italian machine-building heritage as a relationship hook.,,P18a
167,Solenis,solenis.com,USA,"Water treatment, hygiene & process chemicals (incl. Diversey)","~16,000",10k+,core,"Private, backed by Platinum Equity; estimated group revenue ~$3B+ following Diversey acquisition. Meets gate (a) and (b).",Solenis's Diversey hygiene brands clean the food-processing and hospitality facilities adjacent to F1's own paddock catering operations.,yes,W27
168,SPX FLOW,spxflow.com,USA,Process Technology Groups,"~4,000",1k-5k,core,"Private equity-owned (Lone Star Funds, since 2022); annual revenue ~$1.6B pre-take-private. Meets gate (a) revenue.",Food & beverage process equipment maker with a strong US industrial base for a team seeking North American activation.,yes,P18b
169,Stolle Machinery,stollemachinery.com,USA,Two-piece can-making machinery (beverage/food cans),"1,200",1k-5k,core,"Wholly owned by Barry-Wehmiller (private); parent group revenue ~$3B, 12,000+ employees",Stolle builds the can-forming lines that make every F1 beverage sponsor's aluminum can — direct upstream customer relationship.,,P18a
170,Structural Concepts,structuralconcepts.com,USA,Refrigeration & Cold Chain Equipment,"~1,200",1k-5k,core,Marmon Holdings subsidiary (Berkshire Hathaway); backed by parent's scale/profitability. Meets gate (c).,Refrigerated-merchandising specialist with Berkshire's balance sheet behind a long-term sponsorship commitment.,,P18b
171,Sulzer (Chemtech),sulzer.com,Switzerland,Process Technology Groups,"~13,000 (Sulzer overall)",10k+,core,SIX Swiss Exchange-listed (SUN); FY2023 revenue ~CHF3.4B. Meets gate (a) and (b).,Separation and process technology group whose Chemtech food/beverage division could pilot F1 sponsorship for the wider group.,yes,P18b
172,SunOpta Inc,sunopta.com,USA,Plant-based & organic food/beverage manufacturing,"~3,000",1k-5k,core,Public (NASDAQ:STKL); FY2023 revenue ~$780M. Meets gate (a) revenue.,SunOpta's plant-based manufacturing scale fits a growth-oriented sponsorship story targeting health-conscious F1 fan demographics.,,W27
173,Symrise AG,symrise.com,Germany,"Flavors, fragrances & food ingredients","~13,000",10k+,core,Public (XETRA:SY1); FY2023 revenue ~EUR4.7B. Meets gate (a) and (b).,Symrise supplies flavor and nutrition ingredients to global CPG brands adjacent to F1's sponsor base — German engineering pride.,yes,W27
174,Syntegon Technology,syntegon.com,Germany,Pharma & food processing/packaging machinery (ex-Bosch Packaging),"6,100+",5k-10k,core,"Owned by CVC Capital Partners; FY2023 revenue ~€1.5B, 6,100+ employees",Syntegon's PE ownership plus scale gives it a marketing budget to reach the pharma/CPG execs who fill F1 hospitality suites.,,P18a
175,Taghleef Industries,taghleefind.com,United Arab Emirates,BOPP/BOPET films for flexible packaging & labels,"~3,000",1k-5k,core,Owned by SK Capital Partners (private equity); estimated revenue ~$1.3B. Meets gate (a) and (b).,Taghleef's packaging films wrap snack/food brands adjacent to F1's CPG sponsor base — PE-scale budget with Gulf-region growth ambitions.,,W27
176,Tate & Lyle,tateandlyle.com,UK,"Food & beverage ingredient solutions (sweeteners, fibers)","~3,700",1k-5k,core,Public (LSE:TATE); FY2023/24 revenue ~GBP1.5B. Meets gate (a) revenue.,Tate & Lyle's ingredients feed the beverage brands on the F1 grid — UK GP home-market relevance.,yes,W27
177,Tennant Company,tennantco.com,USA,Industrial floor & facility cleaning equipment,"~3,500",1k-5k,core,Public (NYSE:TNC); FY2023 revenue ~$1.2B. Meets gate (a) revenue.,Tennant's industrial cleaning equipment serves the food-processing and facility-hygiene market adjacent to F1's own paddock operations.,,W27
178,Tetra Pak,tetrapak.com,Sweden,Aseptic carton filling & processing systems,"25,000+",10k+,core,"Wholly owned by Tetra Laval (private); Tetra Pak alone reports revenue >€12.6B and 25,000+ employees",Tetra Pak cartons carry juice/dairy brands adjacent to F1 hospitality — Swedish/Swiss engineering-pride angle plus direct customer overlap.,,P18a
179,Thermo Fisher Scientific,thermofisher.com,USA,Food Inspection & Process Control,"~130,000",10k+,core,NYSE-listed (TMO); FY2023 revenue ~$44.9B. Meets gate (a) and (b).,Food safety/testing instrumentation division of a scientific-instruments giant with ample budget for a marquee F1 partnership.,yes,P18b
180,Toyo Seikan Group Holdings,toyo-seikan.co.jp,Japan,Metal/glass/plastic packaging manufacturing,"~20,000+",10k+,core,Public (TYO:5901); estimated group revenue ~¥800B (~$5.5B). Meets gate (a) and (b).,Toyo Seikan packages Japanese and global CPG brands — F1's Japanese GP and APAC fanbase offer a natural entry point.,,V18
181,Trane Technologies,tranetechnologies.com,USA,Refrigeration & Cold Chain Equipment,"~40,000",10k+,core,NYSE-listed (TT); FY2023 revenue ~$18B. Meets gate (a) and (b).,Climate-technology leader with a decarbonization story that fits F1's sustainability-sponsor positioning for cold-chain equipment.,yes,P18b
182,TreeHouse Foods,treehousefoods.com,USA,Private-label packaged food manufacturing,"~7,000",5k-10k,core,Public (NYSE:THS); FY2023 revenue ~$3.2B. Meets gate (a) and (b).,North America's largest private-label food manufacturer seeking premium brand visibility beyond retailer store-shelves.,,W27
183,TriMas Corporation (Closure Systems International),trimascorp.com,USA,Beverage & food closures manufacturing,"~2,900",1k-5k,core,Public (NASDAQ: TRS); FY2023 revenue ~$850M. Meets gate (a) revenue.,TriMas's CSI closures cap the beverage brands on the F1 grid — blue-chip enterprise sell to procurement teams.,,V18
184,Trivium Packaging,triviumpackaging.com,Netherlands,"Metal packaging for food, beverage, beauty & aerosol","~7,400",5k-10k,core,Owned by Ardagh Group/One Rock Capital Partners; FY2024 revenue ~$2.9B. Meets gate (a) and (b).,Trivium's metal cans and closures package beverage and personal-care brands adjacent to F1's CPG sponsor roster — PE-scale budget for hospitality investment.,,W27
185,True Manufacturing,true-mfg.com,USA,Refrigeration & Cold Chain Equipment,"~3,400",1k-5k,core,"Private, estimated revenue ~$1B in commercial refrigeration. Meets gate (a) and (b) (estimate).",Large family-owned US refrigeration manufacturer with scale to fund international brand-building via F1.,,P18b
186,Uflex Limited,uflexltd.com,India,Flexible packaging materials & machinery manufacturing,"~8,000+",5k-10k,core,Public (NSE/BSE: UFLEX); FY2023 revenue ~$1.1B. Meets gate (a) and (b).,Uflex makes both the packaging films and the machinery that runs them — Indian engineering scale seeking global brand visibility via F1.,,V18
187,Uhlmann Group,uhlmann.de,Germany,Pharmaceutical blister packaging & track-and-trace machinery,"2,700",1k-5k,core,Private; group revenue est. >€500M from global pharma-packaging installs,Uhlmann's blister lines pack medicines for global pharma customers with premium B2B hospitality budgets.,,P18a
188,ULMA Packaging,ulmapackaging.com,Spain,"Flow-wrap, tray-sealing & thermoforming packaging machinery","1,600",1k-5k,core,Part of Mondragon Corporation cooperative; est. revenue >€300M for the packaging division,ULMA's packaging lines serve European food/beverage exporters with hospitality-led B2B sales cycles.,,P18a
